,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,13,8,3,3,1,1,1,1,0
1,1,Florida State,13,8,4,1,1,1,1,1,0
2,3,Fresno State,13,7,6,5,2,2,1,0,0
3,3,Texas A&M,13,7,6,2,2,1,1,0,0
4,5,Arizona State,13,6,2,2,1,1,1,0,0
5,5,Boise State,13,6,3,2,1,1,0,0,0
6,5,LSU,14,6,5,3,2,2,1,1,1
7,5,Michigan State,14,6,4,1,1,0,0,0,0
8,5,Oregon,14,6,3,3,2,0,0,0,0
9,5,Southern Mississippi,14,6,4,1,1,1,0,0,0
10,5,TCU,13,6,3,2,0,0,0,0,0
11,5,Wisconsin,14,6,3,1,1,1,0,0,0
12,13,BYU,13,5,1,1,1,1,0,0,0
13,13,Louisiana Tech,13,5,2,2,2,1,1,1,0
14,13,Mississippi State,13,5,3,2,2,2,1,1,0
15,13,Ohio,14,5,3,1,1,1,0,0,0
16,13,Penn State,13,5,3,0,0,0,0,0,0
17,13,Stanford,13,5,3,1,0,0,0,0,0
18,13,Temple,13,5,2,0,0,0,0,0,0
19,13,Texas,13,5,2,1,1,1,1,1,0
20,13,Tulane,13,5,1,1,0,0,0,0,0
21,13,USC,12,5,1,1,0,0,0,0,0
22,13,Utah,13,5,2,0,0,0,0,0,0
23,13,Virginia Tech,14,5,3,1,1,0,0,0,0
24,25,Arkansas,13,4,4,4,4,3,0,0,0
25,25,Arkansas State,13,4,1,1,0,0,0,0,0
26,25,Cincinnati,13,4,1,0,0,0,0,0,0
27,25,Colorado State,12,4,0,0,0,0,0,0,0
28,25,Duke,12,4,1,0,0,0,0,0,0
29,25,East Carolina,12,4,3,0,0,0,0,0,0
30,25,Florida,13,4,1,0,0,0,0,0,0
31,25,Georgia,14,4,3,1,1,1,1,1,1
32,25,Houston,14,4,3,3,3,2,2,0,0
33,25,Idaho,12,4,2,2,2,2,1,1,0
34,25,Nevada,13,4,3,2,2,1,1,1,0
35,25,Oklahoma,13,4,2,0,0,0,0,0,0
36,25,West Virginia,13,4,1,1,1,1,0,0,0
37,38,Florida International,13,3,2,1,1,1,1,1,1
38,38,Hawai'i,13,3,0,0,0,0,0,0,0
39,38,Louisiana-Lafayette,13,3,3,1,1,1,1,1,0
40,38,Marshall,13,3,2,1,1,1,1,1,0
41,38,Michigan,13,3,1,0,0,0,0,0,0
42,38,Middle Tennessee,12,3,1,0,0,0,0,0,0
43,38,Mississippi,12,3,3,3,2,2,1,1,0
44,38,Missouri,13,3,2,1,0,0,0,0,0
45,38,North Carolina State,13,3,2,1,1,1,1,1,0
46,38,Northwestern,13,3,1,1,0,0,0,0,0
47,38,Ohio State,13,3,1,1,1,1,0,0,0
48,38,SMU,13,3,3,2,1,1,1,1,1
49,38,South Florida,12,3,2,1,0,0,0,0,0
50,38,Toledo,13,3,1,1,1,1,1,1,0
51,38,UCF,12,3,2,0,0,0,0,0,0
52,38,UTEP,12,3,3,1,0,0,0,0,0
53,38,Wyoming,13,3,1,1,1,1,1,0,0
54,55,Air Force,13,2,2,1,0,0,0,0,0
55,55,Baylor,13,2,1,0,0,0,0,0,0
56,55,Clemson,14,2,0,0,0,0,0,0,0
57,55,Connecticut,12,2,2,0,0,0,0,0,0
58,55,Eastern Michigan,12,2,1,1,1,1,1,1,0
59,55,Georgia Tech,13,2,0,0,0,0,0,0,0
60,55,Iowa State,13,2,0,0,0,0,0,0,0
61,55,Kansas State,13,2,0,0,0,0,0,0,0
62,55,Louisville,13,2,2,0,0,0,0,0,0
63,55,Memphis,12,2,1,0,0,0,0,0,0
64,55,Miami (Florida),12,2,1,1,0,0,0,0,0
65,55,Nebraska,13,2,0,0,0,0,0,0,0
66,55,Northern Illinois,14,2,1,0,0,0,0,0,0
67,55,Oregon State,12,2,2,2,1,1,1,1,0
68,55,Rice,12,2,0,0,0,0,0,0,0
69,55,San Diego State,13,2,0,0,0,0,0,0,0
70,55,Tennessee,12,2,1,1,0,0,0,0,0
71,55,Texas Tech,12,2,0,0,0,0,0,0,0
72,55,Troy,12,2,2,1,0,0,0,0,0
73,55,Utah State,13,2,1,1,0,0,0,0,0
74,55,Virginia,13,2,0,0,0,0,0,0,0
75,55,Western Michigan,13,2,1,1,1,1,0,0,0
76,77,Auburn,13,1,0,0,0,0,0,0,0
77,77,Ball State,12,1,0,0,0,0,0,0,0
78,77,Bowling Green,12,1,0,0,0,0,0,0,0
79,77,Buffalo,12,1,1,0,0,0,0,0,0
80,77,California,13,1,1,0,0,0,0,0,0
81,77,Central Michigan,12,1,1,0,0,0,0,0,0
82,77,Florida Atlantic,12,1,0,0,0,0,0,0,0
83,77,Indiana,12,1,0,0,0,0,0,0,0
84,77,Iowa,13,1,1,0,0,0,0,0,0
85,77,Kansas,12,1,1,0,0,0,0,0,0
86,77,Kent State,12,1,0,0,0,0,0,0,0
87,77,Maryland,12,1,0,0,0,0,0,0,0
88,77,Minnesota,12,1,0,0,0,0,0,0,0
89,77,Navy,12,1,1,0,0,0,0,0,0
90,77,New Mexico State,13,1,1,0,0,0,0,0,0
91,77,Notre Dame,13,1,1,1,0,0,0,0,0
92,77,Pittsburgh,13,1,0,0,0,0,0,0,0
93,77,Purdue,13,1,1,0,0,0,0,0,0
94,77,Rutgers,13,1,1,0,0,0,0,0,0
95,77,San Jose State,12,1,0,0,0,0,0,0,0
96,77,South Carolina,13,1,1,1,1,1,0,0,0
97,77,Tulsa,13,1,0,0,0,0,0,0,0
98,77,UAB,12,1,1,1,1,1,1,1,1
99,77,UCLA,14,1,0,0,0,0,0,0,0
100,77,UNLV,12,1,0,0,0,0,0,0,0
101,77,Vanderbilt,13,1,0,0,0,0,0,0,0
102,77,Wake Forest,13,1,1,1,1,0,0,0,0
103,77,Washington,13,1,1,1,0,0,0,0,0
104,77,Western Kentucky,12,1,1,0,0,0,0,0,0
105,106,Akron,12,0,0,0,0,0,0,0,0
106,106,Arizona,12,0,0,0,0,0,0,0,0
107,106,Army,12,0,0,0,0,0,0,0,0
108,106,Boston College,12,0,0,0,0,0,0,0,0
109,106,Colorado,13,0,0,0,0,0,0,0,0
110,106,Illinois,13,0,0,0,0,0,0,0,0
111,106,Kentucky,12,0,0,0,0,0,0,0,0
