,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Houston,14,230,92,44,29,17,7,3,1,0
1,2,Oklahoma State,13,201,72,30,13,8,3,0,0,0
2,3,Arizona,12,186,53,20,12,1,0,0,0,0
3,4,Arizona State,13,179,58,25,9,5,1,0,0,0
4,4,Oklahoma,13,179,58,28,14,10,2,0,0,0
5,4,West Virginia,13,179,64,32,16,7,4,2,1,0
6,7,Western Michigan,13,178,60,22,11,4,3,0,0,0
7,8,Boise State,13,169,48,17,10,5,2,1,0,0
8,9,Hawai'i,13,168,43,16,8,3,2,1,0,0
9,10,Arkansas,13,162,54,27,12,6,4,0,0,0
10,11,Baylor,13,160,65,37,24,14,9,3,1,0
11,12,Clemson,14,157,51,20,14,9,3,0,0,0
12,13,Washington State,12,154,57,21,10,6,5,3,2,0
13,14,Texas A&M,13,153,45,12,6,4,3,1,0,0
14,15,SMU,13,151,54,20,7,4,2,2,0,0
15,15,Texas Tech,12,151,50,20,10,1,0,0,0,0
16,17,Arkansas State,13,148,48,26,12,5,2,1,0,0
17,17,New Mexico State,13,148,53,25,16,6,1,0,0,0
18,19,Stanford,13,146,51,17,8,6,3,0,0,0
19,20,Miami (Ohio),12,145,45,18,9,5,4,2,0,0
20,20,Nevada,13,145,38,15,9,7,3,2,1,1
21,22,Southern Mississippi,14,143,46,23,16,6,5,2,1,1
22,23,Oregon State,12,142,42,13,7,5,1,0,0,0
23,24,California,13,139,43,15,6,3,2,2,1,1
24,24,Notre Dame,13,139,42,13,2,1,0,0,0,0
25,26,Ohio,14,138,53,18,11,7,3,2,0,0
26,26,San Diego State,13,138,41,18,9,5,2,1,0,0
27,26,San Jose State,12,138,46,16,5,3,3,0,0,0
28,29,Rutgers,13,137,34,15,7,3,3,2,2,1
29,30,Michigan State,14,136,45,22,12,7,3,0,0,0
30,31,Louisiana-Lafayette,13,135,62,23,16,5,2,0,0,0
31,32,Georgia,14,134,40,21,13,7,5,3,1,0
32,33,Central Michigan,12,133,44,20,10,6,4,1,0,0
33,33,Troy,12,133,49,22,8,3,1,1,0,0
34,33,Tulsa,13,133,45,20,13,7,4,0,0,0
35,33,Virginia,13,133,43,17,6,3,2,1,0,0
36,37,Bowling Green,12,132,37,15,7,6,3,2,1,0
37,37,East Carolina,12,132,32,11,5,4,2,2,1,0
38,37,Wake Forest,13,132,44,20,10,4,4,1,0,0
39,40,North Carolina,13,131,52,24,13,5,3,1,0,0
40,41,BYU,13,130,44,17,6,1,0,0,0,0
41,41,Toledo,13,130,46,22,16,8,4,1,0,0
42,43,Washington,13,129,48,21,12,7,3,2,1,0
43,44,South Florida,12,127,38,15,5,2,1,1,1,0
44,45,USC,12,126,44,22,13,5,1,1,1,0
45,45,Wisconsin,14,126,47,24,13,5,2,0,0,0
46,47,Northwestern,13,125,34,17,9,7,4,2,2,1
47,48,Duke,12,124,39,17,9,5,2,1,0,0
48,48,Iowa,13,124,47,12,7,3,2,2,2,0
49,50,Middle Tennessee,12,123,39,13,3,2,1,1,1,0
50,50,Northern Illinois,14,123,49,26,12,7,2,2,0,0
51,52,Louisiana-Monroe,12,121,35,14,6,2,0,0,0,0
52,52,Tennessee,12,121,29,15,10,5,1,1,1,0
53,54,Ball State,12,120,25,10,6,2,1,1,1,1
54,54,Fresno State,13,120,51,25,17,10,4,3,2,0
55,54,Missouri,13,120,50,20,8,2,0,0,0,0
56,57,Virginia Tech,14,119,44,24,12,7,4,0,0,0
57,58,Florida State,13,118,49,25,15,10,2,0,0,0
58,58,Oregon,14,118,48,26,13,5,1,0,0,0
59,60,Colorado,13,117,44,18,9,6,3,2,0,0
60,61,Pittsburgh,13,116,30,9,4,2,1,0,0,0
61,62,UCF,12,115,37,14,10,3,0,0,0,0
62,63,North Carolina State,13,114,30,16,11,7,6,2,1,0
63,64,UAB,12,113,33,14,7,2,1,0,0,0
64,65,Iowa State,13,111,36,19,6,2,0,0,0,0
65,66,Louisville,13,110,39,14,5,2,0,0,0,0
66,67,Miami (Florida),12,109,40,15,7,5,2,1,0,0
67,67,UCLA,14,109,38,16,10,7,2,1,0,0
68,67,UTEP,12,109,41,13,8,3,2,1,0,0
69,70,Alabama,13,108,38,14,4,2,2,0,0,0
70,70,Tulane,13,108,35,18,8,4,1,0,0,0
71,72,Marshall,13,107,40,19,6,2,1,1,0,0
72,73,Louisiana Tech,13,106,44,21,12,5,4,3,1,1
73,73,TCU,13,106,42,23,12,8,6,3,0,0
74,75,Cincinnati,13,105,41,20,7,3,2,1,0,0
75,75,Indiana,12,105,29,11,8,2,2,0,0,0
76,77,Purdue,13,104,32,9,2,1,0,0,0,0
77,77,Syracuse,12,104,41,6,2,2,1,0,0,0
78,79,Florida International,13,103,31,19,12,9,6,3,1,0
79,80,Maryland,12,102,27,11,6,4,1,0,0,0
80,81,Florida,13,101,37,13,10,6,6,3,2,0
81,82,Connecticut,12,95,32,11,7,3,2,0,0,0
82,82,Penn State,13,95,30,12,10,3,3,2,0,0
83,84,Mississippi State,13,94,28,13,6,4,2,2,1,0
84,85,Buffalo,12,93,25,10,6,3,2,1,1,1
85,85,Wyoming,13,93,29,17,12,2,1,1,1,0
86,87,Memphis,12,90,25,10,7,4,2,1,1,1
87,87,Michigan,13,90,35,16,11,3,2,1,0,0
88,89,South Carolina,13,88,34,14,9,6,1,1,0,0
89,90,Texas,13,87,34,18,13,4,2,2,1,0
90,91,Nebraska,13,86,31,12,7,4,1,0,0,0
91,91,North Texas,12,86,35,13,6,1,1,1,1,0
