,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Miami (Ohio),12,44,627,14.25,0,3.7,52.3
1,2,Eastern Michigan,12,46,781,16.98,0,3.8,65.1
2,3,Duke,12,46,789,17.15,0,3.8,65.8
3,4,Arkansas State,13,63,1115,17.70,0,4.8,85.8
4,5,UCF,12,56,1006,17.96,1,4.7,83.8
5,6,Utah,13,56,1009,18.02,1,4.3,77.6
6,7,Hawai'i,13,69,1244,18.03,0,5.3,95.7
7,8,Tennessee,12,40,724,18.10,0,3.3,60.3
8,9,Missouri,13,67,1219,18.19,0,5.2,93.8
9,10,Pittsburgh,13,55,1009,18.35,0,4.2,77.6
10,11,Louisiana Tech,13,64,1180,18.44,0,4.9,90.8
11,12,Air Force,13,65,1199,18.45,2,5.0,92.2
12,13,Miami (Florida),12,55,1022,18.58,0,4.6,85.2
13,14,Western Kentucky,12,44,825,18.75,0,3.7,68.8
14,15,Louisiana-Monroe,12,48,901,18.77,1,4.0,75.1
15,16,Cincinnati,13,72,1361,18.90,0,5.5,104.7
16,17,Florida State,13,50,950,19.00,0,3.8,73.1
17,18,Western Michigan,13,48,914,19.04,1,3.7,70.3
18,18,Boise State,13,77,1466,19.04,1,5.9,112.8
19,20,Northwestern,13,58,1112,19.17,0,4.5,85.5
20,21,Temple,13,54,1040,19.26,0,4.2,80.0
21,21,Ohio,14,73,1406,19.26,1,5.2,100.4
22,23,North Carolina,13,61,1192,19.54,0,4.7,91.7
23,24,Oklahoma,13,75,1489,19.85,1,5.8,114.5
24,25,Oregon,14,109,2166,19.87,0,7.8,154.7
25,26,Mississippi State,13,56,1120,20.00,0,4.3,86.2
26,26,LSU,14,77,1540,20.00,0,5.5,110.0
27,28,BYU,13,55,1101,20.02,0,4.2,84.7
28,29,Kansas State,13,60,1202,20.03,0,4.6,92.5
29,29,Clemson,14,75,1502,20.03,1,5.4,107.3
30,31,Vanderbilt,13,53,1063,20.06,1,4.1,81.8
31,32,Kentucky,12,28,563,20.11,1,2.3,46.9
32,33,Ohio State,13,48,970,20.21,1,3.7,74.6
33,34,Texas A&M,13,61,1238,20.30,0,4.7,95.2
34,35,Ball State,12,52,1056,20.31,0,4.3,88.0
35,36,Iowa State,13,45,917,20.38,0,3.5,70.5
36,37,California,13,67,1366,20.39,0,5.2,105.1
37,38,Troy,12,46,939,20.41,0,3.8,78.3
38,39,Boston College,12,38,777,20.45,1,3.2,64.8
39,40,Florida Atlantic,12,29,594,20.48,0,2.4,49.5
40,41,Oregon State,12,40,824,20.60,0,3.3,68.7
41,42,Bowling Green,12,53,1094,20.64,0,4.4,91.2
42,43,Tulsa,13,59,1219,20.66,1,4.5,93.8
43,44,Virginia Tech,14,46,951,20.67,0,3.3,67.9
44,45,Kansas,12,44,913,20.75,1,3.7,76.1
45,46,Northern Illinois,14,83,1729,20.83,0,5.9,123.5
46,47,Mississippi,12,30,626,20.87,0,2.5,52.2
47,48,Buffalo,12,43,898,20.88,0,3.6,74.8
48,49,SMU,13,47,985,20.96,0,3.6,75.8
49,50,TCU,13,77,1616,20.99,0,5.9,124.3
50,51,Minnesota,12,38,798,21.00,0,3.2,66.5
51,52,Army,12,42,889,21.17,0,3.5,74.1
52,53,Central Michigan,12,44,933,21.20,0,3.7,77.8
53,54,Stanford,13,84,1790,21.31,0,6.5,137.7
54,55,Houston,14,88,1878,21.34,0,6.3,134.1
55,56,Michigan,13,57,1222,21.44,0,4.4,94.0
56,57,Southern Mississippi,14,85,1826,21.48,2,6.1,130.4
57,58,Iowa,13,61,1320,21.64,0,4.7,101.5
58,58,Georgia Tech,13,70,1515,21.64,0,5.4,116.5
59,60,San Jose State,12,55,1191,21.65,0,4.6,99.3
60,61,Alabama,13,84,1821,21.68,2,6.5,140.1
61,62,Florida,13,61,1327,21.75,0,4.7,102.1
62,63,Virginia,13,51,1111,21.78,0,3.9,85.5
63,63,Baylor,13,73,1590,21.78,0,5.6,122.3
64,65,Wake Forest,13,55,1199,21.80,0,4.2,92.2
65,66,Marshall,13,54,1180,21.85,1,4.2,90.8
66,67,Rice,12,44,962,21.86,1,3.7,80.2
67,68,South Carolina,13,62,1363,21.98,1,4.8,104.8
68,69,Penn State,13,44,968,22.00,0,3.4,74.5
69,70,Middle Tennessee,12,43,948,22.05,1,3.6,79.0
70,71,Toledo,13,82,1809,22.06,3,6.3,139.2
71,72,Auburn,13,28,619,22.11,0,2.2,47.6
72,72,Akron,12,38,840,22.11,0,3.2,70.0
73,74,Wyoming,13,56,1244,22.21,0,4.3,95.7
74,75,Arkansas,13,51,1135,22.25,0,3.9,87.3
75,76,Notre Dame,13,56,1256,22.43,0,4.3,96.6
76,77,Colorado,13,37,833,22.51,0,2.8,64.1
77,78,East Carolina,12,50,1126,22.52,1,4.2,93.8
78,79,North Carolina State,13,62,1399,22.56,0,4.8,107.6
79,80,Illinois,13,37,843,22.78,1,2.8,64.8
80,81,Wisconsin,14,80,1825,22.81,1,5.7,130.4
81,82,North Texas,12,49,1118,22.82,1,4.1,93.2
82,83,Louisiana-Lafayette,13,72,1647,22.88,0,5.5,126.7
83,84,Florida International,13,67,1537,22.94,1,5.2,118.2
84,85,Michigan State,14,65,1492,22.95,1,4.6,106.6
85,86,Memphis,12,37,851,23.00,0,3.1,70.9
86,87,Georgia,14,60,1383,23.05,2,4.3,98.8
87,88,New Mexico State,13,58,1340,23.10,1,4.5,103.1
88,88,Arizona State,13,67,1548,23.10,1,5.2,119.1
89,90,Kent State,12,31,717,23.13,1,2.6,59.8
90,91,Indiana,12,39,904,23.18,0,3.3,75.3
91,92,Rutgers,13,57,1329,23.32,0,4.4,102.2
92,93,Nevada,13,77,1804,23.43,0,5.9,138.8
93,94,Texas Tech,12,57,1338,23.47,1,4.8,111.5
94,95,USC,12,66,1551,23.50,2,5.5,129.3
95,96,UTEP,12,41,964,23.51,1,3.4,80.3
96,97,Syracuse,12,48,1135,23.65,0,4.0,94.6
97,98,UNLV,12,33,781,23.67,1,2.8,65.1
98,98,Washington State,12,66,1562,23.67,4,5.5,130.2
99,100,Washington,13,69,1634,23.68,1,5.3,125.7
100,101,Texas,13,58,1378,23.76,1,4.5,106.0
101,102,West Virginia,13,79,1882,23.82,2,6.1,144.8
102,103,Arizona,12,45,1080,24.00,0,3.8,90.0
103,104,Nebraska,13,56,1346,24.04,0,4.3,103.5
104,105,UCLA,14,38,914,24.05,0,2.7,65.3
105,106,New Mexico,12,30,722,24.07,1,2.5,60.2
106,107,Purdue,13,45,1089,24.20,1,3.5,83.8
107,108,Oklahoma State,13,53,1283,24.21,1,4.1,98.7
108,109,Connecticut,12,47,1139,24.23,1,3.9,94.9
109,110,UAB,12,50,1212,24.24,0,4.2,101.0
110,111,San Diego State,13,46,1128,24.52,0,3.5,86.8
111,111,Fresno State,13,61,1496,24.52,2,4.7,115.1
112,113,Navy,12,54,1325,24.54,0,4.5,110.4
113,114,Colorado State,12,36,885,24.58,1,3.0,73.8
114,115,South Florida,12,60,1485,24.75,2,5.0,123.8
115,116,Louisville,13,41,1016,24.78,0,3.2,78.2
116,117,Tulane,13,51,1284,25.18,1,3.9,98.8
117,118,Utah State,13,62,1593,25.69,2,4.8,122.5
118,119,Maryland,12,50,1296,25.92,1,4.2,108.0
119,120,Idaho,12,45,1283,28.51,1,3.8,106.9
