,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
0,1,Alabama,13,334,164,49.1,1449,4.3,6,13,83.69,25.7,111.5
1,2,South Carolina,13,346,174,50.3,1712,4.9,14,19,94.22,26.6,131.7
2,3,Illinois,13,328,180,54.9,2110,6.4,15,10,117.91,25.2,162.3
3,4,Wisconsin,14,352,214,60.8,2291,6.5,15,16,120.45,25.1,163.6
4,5,Army,12,245,141,57.6,1972,8.0,19,8,144.22,20.4,164.3
5,6,Florida,13,341,186,54.5,2169,6.4,15,8,117.81,26.2,166.8
6,6,Air Force,13,309,194,62.8,2168,7.0,21,12,136.37,23.8,166.8
7,8,LSU,14,437,229,52.4,2400,5.5,7,18,95.58,31.2,171.4
8,9,Rutgers,13,355,184,51.8,2234,6.3,8,19,101.43,27.3,171.8
9,10,Georgia,14,430,218,50.7,2464,5.7,12,20,98.74,30.7,176.0
10,11,Michigan State,14,401,216,53.9,2477,6.2,20,18,113.24,28.6,176.9
11,12,Tennessee,12,307,178,58.0,2134,7.0,14,9,125.56,25.6,177.8
12,13,Colorado State,12,293,181,61.8,2155,7.4,19,8,139.50,24.4,179.6
13,14,Ohio State,13,352,214,60.8,2366,6.7,18,13,126.75,27.1,182.0
14,15,Temple,13,387,222,57.4,2442,6.3,13,15,113.69,29.8,187.8
15,16,Michigan,13,374,221,59.1,2476,6.6,12,9,120.48,28.8,190.5
16,17,Penn State,13,427,238,55.7,2478,5.8,12,14,107.20,32.8,190.6
17,18,Vanderbilt,13,398,216,54.3,2499,6.3,16,19,110.73,30.6,192.2
18,18,Nebraska,13,361,192,53.2,2499,6.9,16,10,120.42,27.8,192.2
19,20,Florida State,13,401,237,59.1,2500,6.2,16,16,116.66,30.8,192.3
20,21,Kentucky,12,342,175,51.2,2326,6.8,19,15,117.86,28.5,193.8
21,22,Mississippi,12,306,187,61.1,2333,7.6,17,10,136.94,25.5,194.4
22,23,UCF,12,385,208,54.0,2334,6.1,12,9,110.56,32.1,194.5
23,24,Arkansas,13,407,232,57.0,2538,6.2,12,12,113.21,31.3,195.2
24,24,Miami (Ohio),12,344,200,58.1,2342,6.8,17,10,125.83,28.7,195.2
25,26,Kent State,12,361,201,55.7,2356,6.5,11,14,112.80,30.1,196.3
26,27,Mississippi State,13,434,280,64.5,2563,5.9,12,12,117.72,33.4,197.2
27,28,Georgia Tech,13,386,216,56.0,2572,6.7,23,14,124.34,29.7,197.8
28,29,Miami (Florida),12,315,209,66.3,2376,7.5,16,6,142.66,26.3,198.0
29,30,Wyoming,13,330,201,60.9,2595,7.9,18,13,137.09,25.4,199.6
30,31,Virginia Tech,14,413,206,49.9,2808,6.8,16,16,112.02,29.5,200.6
31,32,BYU,13,431,249,57.8,2611,6.1,13,13,112.58,33.2,200.8
32,33,East Carolina,12,354,214,60.5,2426,6.9,17,7,129.92,29.5,202.2
33,34,Bowling Green,12,366,207,56.6,2431,6.6,14,6,121.69,30.5,202.6
34,35,West Virginia,13,448,255,56.9,2645,5.9,15,14,111.31,34.5,203.5
35,36,Buffalo,12,320,189,59.1,2444,7.6,25,6,145.25,26.7,203.7
36,37,California,13,398,224,56.3,2655,6.7,19,12,122.04,30.6,204.2
37,38,Notre Dame,13,409,244,59.7,2669,6.5,23,8,129.13,31.5,205.3
38,39,Akron,12,306,193,63.1,2491,8.1,23,2,154.94,25.5,207.6
39,40,Houston,14,469,258,55.0,2922,6.2,19,21,111.75,33.5,208.7
40,41,Texas,13,456,258,56.6,2728,6.0,13,12,110.98,35.1,209.8
41,41,Eastern Michigan,12,372,224,60.2,2518,6.8,20,5,132.13,31.0,209.8
42,43,Boise State,13,401,228,56.9,2741,6.8,21,15,124.07,30.8,210.8
43,44,Middle Tennessee,12,329,208,63.2,2538,7.7,18,4,143.64,27.4,211.5
44,45,Virginia,13,408,219,53.7,2759,6.8,19,12,119.97,31.4,212.2
45,46,Oregon State,12,348,223,64.1,2573,7.4,28,11,146.42,29.0,214.4
46,47,Western Michigan,13,397,246,62.0,2795,7.0,18,12,130.02,30.5,215.0
47,47,Indiana,12,302,181,59.9,2580,8.5,26,5,156.79,25.2,215.0
48,49,Minnesota,12,353,239,67.7,2600,7.4,23,4,148.81,29.4,216.7
49,50,Clemson,14,417,243,58.3,3045,7.3,26,14,133.48,29.8,217.5
50,51,Auburn,13,395,250,63.3,2844,7.2,23,11,137.42,30.4,218.8
51,52,Ohio,14,469,256,54.6,3066,6.5,24,15,119.98,33.5,219.0
52,53,Purdue,13,401,232,57.9,2873,7.2,17,12,126.05,30.8,221.0
53,54,San Jose State,12,340,210,61.8,2656,7.8,19,13,138.18,28.3,221.3
54,55,SMU,13,443,284,64.1,2882,6.5,15,6,127.22,34.1,221.7
55,55,San Diego State,13,364,204,56.0,2882,7.9,18,15,130.63,28.0,221.7
56,57,Nevada,13,441,213,48.3,2884,6.5,25,15,115.15,33.9,221.8
57,58,Iowa,13,413,256,62.0,2898,7.0,21,10,132.87,31.8,222.9
58,59,Florida Atlantic,12,377,251,66.6,2680,7.1,19,10,137.62,31.4,223.3
