,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
59,60,TCU,13,409,234,57.2,2907,7.1,23,10,130.59,31.5,223.6
60,61,North Carolina State,13,407,234,57.5,2908,7.1,17,27,118.02,31.3,223.7
61,62,Southern Mississippi,14,535,308,57.6,3142,5.9,14,19,108.44,38.2,224.4
62,63,Louisiana-Monroe,12,418,244,58.4,2714,6.5,23,13,124.85,34.8,226.2
63,64,Florida International,13,466,266,57.1,2946,6.3,11,14,111.96,35.8,226.6
64,64,UCLA,14,471,298,63.3,3172,6.7,28,14,133.52,33.6,226.6
65,66,Texas Tech,12,314,190,60.5,2721,8.7,24,5,155.34,26.2,226.8
66,67,Navy,12,346,257,74.3,2723,7.9,14,10,147.96,28.8,226.9
67,68,Louisville,13,422,253,60.0,2956,7.0,20,10,129.69,32.5,227.4
68,69,Arkansas State,13,475,269,56.6,2963,6.2,20,19,114.93,36.5,227.9
69,69,Wake Forest,13,444,254,57.2,2963,6.7,22,13,123.75,34.2,227.9
70,71,Northwestern,13,356,216,60.7,3019,8.5,16,12,139.99,27.4,232.2
71,72,Pittsburgh,13,448,273,60.9,3038,6.8,16,8,126.11,34.5,233.7
72,73,Iowa State,13,425,241,56.7,3042,7.2,17,11,124.86,32.7,234.0
73,74,Maryland,12,373,245,65.7,2849,7.6,18,11,139.87,31.1,237.4
74,75,Utah,13,464,260,56.0,3087,6.7,18,19,116.53,35.7,237.5
75,76,Utah State,13,474,287,60.5,3100,6.5,17,4,125.63,36.5,238.5
76,77,Western Kentucky,12,390,216,55.4,2873,7.4,20,13,127.52,32.5,239.4
77,78,North Carolina,13,455,277,60.9,3137,6.9,24,14,130.06,35.0,241.3
78,79,Oklahoma,13,473,257,54.3,3139,6.6,18,15,116.29,36.4,241.5
79,80,Central Michigan,12,374,229,61.2,2901,7.8,24,8,143.29,31.2,241.8
80,81,Boston College,12,420,265,63.1,2919,7.0,8,13,121.58,35.0,243.3
81,82,New Mexico State,13,436,260,59.6,3164,7.3,26,10,135.68,33.5,243.4
82,83,South Florida,12,441,270,61.2,2934,6.7,16,12,123.64,36.8,244.5
83,84,Duke,12,338,194,57.4,2937,8.7,23,6,149.30,28.2,244.8
84,85,Hawai'i,13,424,247,58.3,3184,7.5,28,14,136.53,32.6,244.9
85,86,New Mexico,12,336,244,72.6,2942,8.8,21,3,165.01,28.0,245.2
86,87,Tulane,13,422,260,61.6,3190,7.6,20,12,135.06,32.5,245.4
87,88,Oregon,14,529,313,59.2,3462,6.5,25,17,123.31,37.8,247.3
88,89,Northern Illinois,14,478,271,56.7,3470,7.3,29,13,132.26,34.1,247.9
89,90,UNLV,12,345,210,60.9,2988,8.7,27,7,155.39,28.8,249.0
90,91,Louisiana Tech,13,509,298,58.5,3239,6.4,21,21,117.37,39.2,249.2
91,92,UTEP,12,402,240,59.7,3003,7.5,16,12,129.61,33.5,250.3
92,93,Washington State,12,358,230,64.2,3029,8.5,24,8,152.97,29.8,252.4
93,94,Missouri,13,487,306,62.8,3284,6.7,20,13,127.68,37.5,252.6
94,95,Stanford,13,451,278,61.6,3292,7.3,18,7,133.02,34.7,253.2
95,96,Marshall,13,460,288,62.6,3317,7.2,24,14,134.31,35.4,255.2
96,97,Colorado,13,414,271,65.5,3320,8.0,34,7,156.54,31.8,255.4
97,98,Syracuse,12,415,259,62.4,3099,7.5,21,10,137.01,34.6,258.3
98,99,Cincinnati,13,483,291,60.2,3394,7.0,17,16,124.27,37.2,261.1
99,100,Louisiana-Lafayette,13,479,302,63.0,3397,7.1,23,14,132.62,36.8,261.3
100,101,Troy,12,390,244,62.6,3137,8.0,23,8,145.49,32.5,261.4
101,102,USC,12,457,292,63.9,3160,6.9,17,9,130.33,38.1,263.3
102,102,Kansas State,13,478,301,63.0,3423,7.2,26,18,133.54,36.8,263.3
103,104,North Texas,12,429,257,59.9,3190,7.4,27,9,138.94,35.8,265.8
104,105,Fresno State,13,437,242,55.4,3482,8.0,21,5,135.88,33.6,267.8
105,106,Toledo,13,457,286,62.6,3494,7.6,34,14,145.23,35.2,268.8
106,107,Oklahoma State,13,541,322,59.5,3534,6.5,15,24,114.67,41.6,271.8
107,108,Arizona State,13,450,296,65.8,3549,7.9,21,15,140.76,34.6,273.0
108,109,Texas A&M,13,511,319,62.4,3592,7.0,19,7,131.00,39.3,276.3
109,110,Kansas,12,375,261,69.6,3335,8.9,28,8,164.67,31.3,277.9
110,111,Idaho,12,440,283,64.3,3339,7.6,28,9,144.98,36.7,278.3
111,112,Rice,12,399,246,61.7,3344,8.4,32,13,152.00,33.3,278.7
112,113,Connecticut,12,429,248,57.8,3372,7.9,22,18,132.36,35.8,281.0
113,114,UAB,12,403,286,71.0,3387,8.4,26,9,158.38,33.6,282.3
114,115,Ball State,12,369,246,66.7,3412,9.2,29,10,164.85,30.8,284.3
115,116,Washington,13,486,305,62.8,3700,7.6,22,10,137.53,37.4,284.6
116,117,Tulsa,13,516,307,59.5,3722,7.2,25,18,129.10,39.7,286.3
117,118,Baylor,13,495,315,63.6,3784,7.6,36,16,145.39,38.1,291.1
118,119,Arizona,12,428,282,65.9,3587,8.4,22,11,148.11,35.7,298.9
119,120,Memphis,12,432,279,64.6,3593,8.3,27,12,149.51,36.0,299.4
