,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Boise State,13,8.0,48,0.62
1,1,USC,12,8.0,51,0.67
2,3,Texas A&M,13,9.0,44,0.69
3,4,Air Force,13,10.0,64,0.77
4,4,Middle Tennessee,12,10.0,70,0.83
5,4,Toledo,13,10.0,71,0.77
6,7,Ball State,12,11.0,61,0.92
7,7,Army,12,11.0,68,0.92
8,7,Stanford,13,11.0,76,0.85
9,7,Oklahoma,13,11.0,80,0.85
10,7,San Diego State,13,11.0,92,0.85
11,12,Oregon,14,12.0,86,0.86
12,12,Northern Illinois,14,12.0,90,0.86
13,12,Wyoming,13,12.0,99,0.92
14,12,Oklahoma State,13,12.0,102,0.92
15,16,Georgia Tech,13,13.0,77,1.00
16,16,TCU,13,13.0,111,1.00
17,18,Navy,12,14.0,92,1.17
18,18,Penn State,13,14.0,108,1.08
19,20,North Texas,12,15.0,106,1.25
20,20,Florida International,13,15.0,127,1.15
21,22,Virginia,13,16.0,120,1.23
22,22,South Florida,12,16.0,123,1.33
23,24,Alabama,13,17.0,97,1.31
24,24,Nevada,13,17.0,98,1.31
25,24,Central Michigan,12,17.0,98,1.42
26,24,Michigan State,14,17.0,105,1.21
27,24,Virginia Tech,14,17.0,109,1.21
28,24,BYU,13,17.0,112,1.31
29,24,Notre Dame,13,17.0,124,1.31
30,24,Southern Mississippi,14,17.0,128,1.21
31,24,San Jose State,12,17.0,129,1.42
32,24,Maryland,12,17.0,141,1.42
33,34,Utah State,13,18.0,92,1.39
34,34,LSU,14,18.0,115,1.29
35,34,Missouri,13,18.0,117,1.39
36,34,Tulsa,13,18.0,126,1.39
37,34,Duke,12,18.0,131,1.50
38,34,Eastern Michigan,12,18.0,143,1.50
39,34,Tennessee,12,18.0,150,1.50
40,34,Michigan,13,18.0,160,1.39
41,34,Houston,14,18.0,162,1.29
42,43,UAB,12,19.0,104,1.58
43,43,Miami (Florida),12,19.0,128,1.58
44,43,Texas Tech,12,19.0,128,1.58
45,46,Fresno State,13,20.0,123,1.54
46,46,Troy,12,20.0,175,1.67
47,48,Minnesota,12,21.0,91,1.75
48,48,Nebraska,13,21.0,99,1.62
49,48,Temple,13,21.0,144,1.62
50,48,Rice,12,21.0,158,1.75
51,52,Tulane,13,22.0,141,1.69
52,52,Buffalo,12,22.0,142,1.83
53,52,Western Kentucky,12,22.0,144,1.83
54,52,Cincinnati,13,22.0,159,1.69
55,52,Western Michigan,13,22.0,173,1.69
56,57,Bowling Green,12,23.0,149,1.92
57,57,Florida,13,23.0,169,1.77
58,57,Arizona,12,23.0,184,1.92
59,60,Boston College,12,24.0,134,2.00
60,60,Ohio,14,24.0,180,1.71
61,62,Iowa State,13,25.0,145,1.92
62,62,UCF,12,25.0,149,2.08
63,62,Wisconsin,14,25.0,169,1.79
64,62,Louisiana-Lafayette,13,25.0,169,1.92
65,62,Louisiana Tech,13,25.0,172,1.92
66,62,Mississippi State,13,25.0,182,1.92
67,68,West Virginia,13,26.0,198,2.00
68,69,Marshall,13,27.0,154,2.08
69,69,Memphis,12,27.0,157,2.25
70,69,Arkansas State,13,27.0,194,2.08
71,69,North Carolina,13,27.0,206,2.08
72,69,Oregon State,12,27.0,213,2.25
73,74,Purdue,13,28.0,140,2.15
74,74,Arizona State,13,28.0,159,2.15
75,74,Idaho,12,28.0,162,2.33
76,74,Arkansas,13,28.0,189,2.15
77,74,California,13,28.0,195,2.15
78,74,Vanderbilt,13,28.0,198,2.15
79,74,Texas,13,28.0,242,2.15
80,81,Syracuse,12,29.0,155,2.42
81,81,UCLA,14,29.0,159,2.07
82,81,Baylor,13,29.0,175,2.23
83,81,Iowa,13,29.0,209,2.23
84,85,New Mexico,12,30.0,156,2.50
85,85,SMU,13,30.0,170,2.31
86,85,South Carolina,13,30.0,175,2.31
87,85,East Carolina,12,30.0,213,2.50
88,85,Kent State,12,30.0,215,2.50
89,85,Rutgers,13,30.0,218,2.31
90,91,Indiana,12,31.0,190,2.58
91,91,Kansas,12,31.0,200,2.58
92,91,Colorado,13,31.0,216,2.39
93,91,Mississippi,12,31.0,244,2.58
94,95,Auburn,13,32.0,197,2.46
95,95,North Carolina State,13,32.0,227,2.46
96,97,Georgia,14,33.0,186,2.36
97,97,Utah,13,33.0,218,2.54
98,97,Clemson,14,33.0,229,2.36
99,100,Washington,13,34.0,188,2.62
100,100,New Mexico State,13,34.0,223,2.62
101,100,UTEP,12,34.0,227,2.83
102,100,Florida Atlantic,12,34.0,260,2.83
103,104,UNLV,12,35.0,191,2.92
104,104,Kentucky,12,35.0,211,2.92
105,104,Louisiana-Monroe,12,35.0,213,2.92
106,104,Colorado State,12,35.0,224,2.92
107,104,Wake Forest,13,35.0,247,2.69
108,109,Illinois,13,36.0,261,2.77
109,110,Washington State,12,38.0,215,3.17
110,110,Akron,12,38.0,219,3.17
111,112,Florida State,13,40.0,279,3.08
112,113,Louisville,13,41.0,232,3.15
113,113,Connecticut,12,41.0,257,3.42
114,113,Hawai'i,13,41.0,258,3.15
115,116,Northwestern,13,42.0,276,3.23
116,117,Kansas State,13,43.0,246,3.31
117,118,Ohio State,13,46.0,251,3.54
118,119,Miami (Ohio),12,47.0,354,3.92
119,120,Pittsburgh,13,63.0,418,4.85
