,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Louisiana-Lafayette,13,20,18,90.0,1.5,1.4
1,2,Oklahoma,13,28,25,89.3,2.2,1.9
2,3,LSU,14,18,16,88.9,1.3,1.1
3,4,USC,12,17,15,88.2,1.4,1.3
4,5,Oklahoma State,13,25,22,88.0,1.9,1.7
5,6,Texas A&M,13,33,29,87.9,2.5,2.2
6,7,California,13,23,20,87.0,1.8,1.5
7,8,Kentucky,12,14,12,85.7,1.2,1.0
8,9,Florida International,13,26,22,84.6,2.0,1.7
9,10,UAB,12,19,16,84.2,1.6,1.3
10,10,Ohio State,13,19,16,84.2,1.5,1.2
11,12,Washington State,12,18,15,83.3,1.5,1.3
12,12,Tulsa,13,18,15,83.3,1.4,1.2
13,12,Air Force,13,18,15,83.3,1.4,1.2
14,12,Illinois,13,12,10,83.3,0.9,0.8
15,16,Florida,13,29,24,82.8,2.2,1.8
16,17,Nebraska,13,23,19,82.6,1.8,1.5
17,18,TCU,13,17,14,82.4,1.3,1.1
18,19,Mississippi,12,11,9,81.8,0.9,0.8
19,20,Florida State,13,27,22,81.5,2.1,1.7
20,20,Clemson,14,27,22,81.5,1.9,1.6
21,22,Indiana,12,16,13,81.3,1.3,1.1
22,22,Central Michigan,12,16,13,81.3,1.3,1.1
23,24,Rice,12,21,17,81.0,1.8,1.4
24,24,Texas,13,21,17,81.0,1.6,1.3
25,26,Minnesota,12,15,12,80.0,1.3,1.0
26,27,Syracuse,12,19,15,78.9,1.6,1.3
27,27,Toledo,13,19,15,78.9,1.5,1.2
28,29,Connecticut,12,28,22,78.6,2.3,1.8
29,29,Miami (Florida),12,14,11,78.6,1.2,0.9
30,29,Akron,12,14,11,78.6,1.2,0.9
31,32,Arkansas,13,27,21,77.8,2.1,1.6
32,32,Texas Tech,12,18,14,77.8,1.5,1.2
33,34,Wake Forest,13,22,17,77.3,1.7,1.3
34,35,Kent State,12,17,13,76.5,1.4,1.1
35,35,Michigan,13,17,13,76.5,1.3,1.0
36,35,Marshall,13,17,13,76.5,1.3,1.0
37,35,Houston,14,17,13,76.5,1.2,0.9
38,39,Purdue,13,25,19,76.0,1.9,1.5
39,40,Michigan State,14,24,18,75.0,1.7,1.3
40,40,Ball State,12,20,15,75.0,1.7,1.3
41,42,Kansas State,13,23,17,73.9,1.8,1.3
42,43,Ohio,14,34,25,73.5,2.4,1.8
43,44,South Florida,12,26,19,73.1,2.2,1.6
44,45,West Virginia,13,22,16,72.7,1.7,1.2
45,45,Western Michigan,13,22,16,72.7,1.7,1.2
46,45,Temple,13,22,16,72.7,1.7,1.2
47,45,Wisconsin,14,11,8,72.7,0.8,0.6
48,49,Auburn,13,18,13,72.2,1.4,1.0
49,50,Utah,13,25,18,72.0,1.9,1.4
50,50,Virginia Tech,14,25,18,72.0,1.8,1.3
51,52,Northern Illinois,14,28,20,71.4,2.0,1.4
52,52,Louisiana Tech,13,21,15,71.4,1.6,1.2
53,54,Stanford,13,24,17,70.8,1.8,1.3
54,55,Arkansas State,13,34,24,70.6,2.6,1.8
55,55,East Carolina,12,17,12,70.6,1.4,1.0
56,57,Iowa,13,20,14,70.0,1.5,1.1
57,57,Nevada,13,20,14,70.0,1.5,1.1
58,59,Virginia,13,23,16,69.6,1.8,1.2
59,60,Southern Mississippi,14,36,25,69.4,2.6,1.8
60,61,Bowling Green,12,13,9,69.2,1.1,0.8
61,62,Buffalo,12,16,11,68.8,1.3,0.9
62,62,Colorado,13,16,11,68.8,1.2,0.8
63,62,North Carolina State,13,16,11,68.8,1.2,0.8
64,62,Washington,13,16,11,68.8,1.2,0.8
65,66,Oregon State,12,22,15,68.2,1.8,1.3
66,66,Arizona State,13,22,15,68.2,1.7,1.2
67,68,Cincinnati,13,25,17,68.0,1.9,1.3
68,69,Pittsburgh,13,31,21,67.7,2.4,1.6
69,70,San Jose State,12,30,20,66.7,2.5,1.7
70,70,Penn State,13,24,16,66.7,1.8,1.2
71,70,Eastern Michigan,12,21,14,66.7,1.8,1.2
72,70,Louisville,13,18,12,66.7,1.4,0.9
73,70,Navy,12,15,10,66.7,1.3,0.8
74,70,Idaho,12,15,10,66.7,1.3,0.8
75,70,Tennessee,12,15,10,66.7,1.3,0.8
76,70,SMU,13,12,8,66.7,0.9,0.6
77,70,Boise State,13,9,6,66.7,0.7,0.5
78,79,UCLA,14,17,11,64.7,1.2,0.8
79,80,Rutgers,13,31,20,64.5,2.4,1.5
80,81,UNLV,12,14,9,64.3,1.2,0.8
81,81,Hawai'i,13,14,9,64.3,1.1,0.7
82,81,Oregon,14,14,9,64.3,1.0,0.6
83,84,Missouri,13,25,16,64.0,1.9,1.2
84,85,Alabama,13,36,23,63.9,2.8,1.8
85,86,Florida Atlantic,12,11,7,63.6,0.9,0.6
86,86,Wyoming,13,11,7,63.6,0.8,0.5
87,86,South Carolina,13,11,7,63.6,0.8,0.5
88,86,North Carolina,13,11,7,63.6,0.8,0.5
89,90,Mississippi State,13,19,12,63.2,1.5,0.9
90,91,UCF,12,24,15,62.5,2.0,1.3
91,91,Colorado State,12,16,10,62.5,1.3,0.8
92,91,Boston College,12,16,10,62.5,1.3,0.8
93,91,Notre Dame,13,16,10,62.5,1.2,0.8
94,95,Georgia Tech,13,18,11,61.1,1.4,0.8
95,95,Tulane,13,18,11,61.1,1.4,0.8
96,97,BYU,13,25,15,60.0,1.9,1.2
97,97,Maryland,12,20,12,60.0,1.7,1.0
98,97,Iowa State,13,20,12,60.0,1.5,0.9
99,97,Northwestern,13,10,6,60.0,0.8,0.5
100,101,Georgia,14,37,22,59.5,2.6,1.6
101,102,Fresno State,13,17,10,58.8,1.3,0.8
102,102,Baylor,13,17,10,58.8,1.3,0.8
103,104,UTEP,12,24,14,58.3,2.0,1.2
104,104,New Mexico State,13,12,7,58.3,0.9,0.5
105,106,Middle Tennessee,12,14,8,57.1,1.2,0.7
106,106,Troy,12,14,8,57.1,1.2,0.7
107,106,Vanderbilt,13,14,8,57.1,1.1,0.6
108,109,Arizona,12,18,10,55.6,1.5,0.8
109,110,Utah State,13,11,6,54.5,0.8,0.5
110,111,Memphis,12,15,8,53.3,1.3,0.7
111,112,North Texas,12,16,8,50.0,1.3,0.7
112,112,New Mexico,12,12,6,50.0,1.0,0.5
113,112,Kansas,12,12,6,50.0,1.0,0.5
114,112,Army,12,6,3,50.0,0.5,0.3
115,116,Duke,12,20,9,45.0,1.7,0.8
116,117,Louisiana-Monroe,12,14,6,42.9,1.2,0.5
117,118,San Diego State,13,15,6,40.0,1.2,0.5
118,119,Miami (Ohio),12,6,2,33.3,0.5,0.2
119,120,Western Kentucky,12,20,5,25.0,1.7,0.4
