,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
88,87,UAB,12,157,42,15,8,3,1,0,0,0
89,90,Ball State,12,156,32,11,7,3,2,1,1,1
90,90,Tulane,13,156,44,23,12,6,3,0,0,0
91,92,Buffalo,12,155,37,17,12,7,4,1,1,1
92,93,Illinois,13,153,39,20,12,7,5,2,0,0
93,93,Rice,12,153,46,20,11,4,2,1,1,1
94,95,Penn State,13,152,41,17,12,3,3,2,0,0
95,96,Tennessee,12,151,36,17,11,5,1,1,1,0
96,97,Vanderbilt,13,150,57,32,18,5,4,2,0,0
97,98,North Carolina State,13,147,36,19,12,7,6,2,1,0
98,99,Army,12,146,48,20,8,3,0,0,0,0
99,100,Syracuse,12,142,49,9,4,4,1,0,0,0
100,100,Western Kentucky,12,142,41,14,6,3,1,0,0,0
101,102,Ohio State,13,141,51,23,10,4,2,1,1,0
102,103,Mississippi,12,140,38,19,9,5,2,0,0,0
103,103,Utah,13,140,47,25,11,7,4,0,0,0
104,105,Colorado State,12,139,50,22,10,4,4,0,0,0
105,105,Connecticut,12,139,38,15,10,6,5,0,0,0
106,107,North Texas,12,137,51,23,10,3,2,1,1,0
107,108,Eastern Michigan,12,136,45,25,14,6,3,1,0,0
108,108,Navy,12,136,51,26,14,5,1,1,0,0
109,110,Kansas,12,135,36,15,8,5,1,0,0,0
110,111,Boston College,12,133,35,14,4,2,1,0,0,0
111,112,Minnesota,12,129,40,15,5,4,2,0,0,0
112,113,Akron,12,128,30,17,6,2,1,0,0,0
113,114,Florida Atlantic,12,125,33,7,1,0,0,0,0,0
114,115,Memphis,12,123,35,11,7,4,2,1,1,1
115,116,Idaho,12,120,34,13,7,3,2,2,1,0
116,117,New Mexico,12,117,30,12,8,5,2,1,1,0
117,118,Kentucky,12,105,26,13,6,3,1,1,1,0
118,119,Kent State,12,103,28,8,3,3,2,2,1,0
119,119,UNLV,12,103,28,11,5,3,1,1,1,0
