,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Houston,14,292,109,56,35,22,9,5,1,0
1,2,Baylor,13,264,94,48,30,17,12,6,3,0
2,2,Oklahoma State,13,264,96,46,21,15,7,2,1,0
3,4,Southern Mississippi,14,244,68,32,21,8,6,2,1,1
4,5,Oregon,14,243,88,48,28,14,7,3,3,2
5,6,Nevada,13,241,67,27,15,10,5,4,3,1
6,7,Wisconsin,14,237,79,35,20,6,2,0,0,0
7,8,Missouri,13,236,77,33,13,5,2,0,0,0
8,8,Ohio,14,236,73,27,17,9,5,3,1,0
9,10,Arizona State,13,235,73,30,11,7,2,1,0,0
10,11,Oklahoma,13,234,75,38,19,13,4,0,0,0
11,12,Western Michigan,13,233,76,26,15,7,3,0,0,0
12,13,Boise State,13,232,66,27,14,7,3,1,0,0
13,13,Texas A&M,13,232,63,21,9,6,5,1,0,0
14,15,Arizona,12,227,65,23,12,1,0,0,0,0
15,15,Northern Illinois,14,227,79,40,23,12,4,2,0,0
16,17,West Virginia,13,226,72,35,19,9,5,3,2,0
17,18,Clemson,14,222,71,31,19,13,6,2,0,0
18,18,Hawai'i,13,222,63,23,10,5,3,2,0,0
19,20,Stanford,13,221,76,32,12,7,4,1,0,0
20,21,Arkansas,13,217,69,34,16,9,6,2,1,1
21,22,Notre Dame,13,216,56,17,5,4,2,2,0,0
22,22,Toledo,13,216,74,31,20,9,5,1,0,0
23,24,California,13,212,64,22,9,4,2,2,1,1
24,25,Georgia,14,210,62,23,15,9,6,4,2,0
25,26,Arkansas State,13,208,61,32,14,5,2,1,0,0
26,27,New Mexico State,13,205,66,30,18,7,2,1,0,0
27,28,Virginia Tech,14,204,70,37,18,8,4,0,0,0
28,29,San Diego State,13,201,64,27,17,10,5,3,2,1
29,30,Tulsa,13,200,66,33,21,10,6,2,2,0
30,31,Washington State,12,199,61,23,12,7,6,3,2,0
31,32,Virginia,13,198,57,20,7,3,2,1,0,0
32,33,SMU,13,197,67,26,11,5,2,2,0,0
33,33,Washington,13,197,65,28,16,9,4,2,1,0
34,35,BYU,13,195,58,23,9,2,0,0,0,0
35,35,Michigan State,14,195,65,26,12,7,3,0,0,0
36,37,South Florida,12,192,58,26,8,5,3,2,1,0
37,37,Wake Forest,13,192,58,26,12,5,4,1,0,0
38,39,Air Force,13,191,76,37,14,7,3,1,1,0
39,39,UCLA,14,191,68,24,13,7,2,1,0,0
40,41,Texas Tech,12,190,60,23,13,2,0,0,0,0
41,42,Pittsburgh,13,189,46,14,7,4,3,1,0,0
42,43,Michigan,13,188,65,32,19,7,3,1,0,0
43,44,Alabama,13,187,71,30,13,8,6,2,0,0
44,44,Iowa State,13,187,52,25,10,4,2,2,0,0
45,44,TCU,13,187,65,31,16,11,9,4,0,0
46,47,Louisiana-Lafayette,13,185,77,28,19,7,4,2,1,0
47,47,Northwestern,13,185,47,21,10,7,4,2,2,1
48,49,Rutgers,13,184,43,18,8,4,3,2,2,1
49,50,USC,12,183,59,29,18,8,4,3,1,0
50,51,North Carolina,13,182,65,33,18,8,4,1,0,0
51,51,Oregon State,12,182,49,15,8,6,1,0,0,0
52,53,Bowling Green,12,181,48,19,11,8,4,3,2,1
53,53,Middle Tennessee,12,181,49,16,4,3,1,1,1,0
54,55,Fresno State,13,180,63,29,19,11,5,3,2,0
55,56,Cincinnati,13,179,60,30,15,8,5,1,0,0
56,57,Louisiana-Monroe,12,178,50,23,11,6,2,0,0,0
57,57,Purdue,13,178,54,19,6,2,0,0,0,0
58,57,Utah State,13,178,68,42,22,13,7,4,2,0
59,60,Iowa,13,177,55,15,10,4,2,2,2,0
60,60,Miami (Ohio),12,177,50,19,9,5,4,2,0,0
61,62,Georgia Tech,13,174,82,45,25,15,9,6,2,1
62,63,Central Michigan,12,173,59,27,15,8,5,2,0,0
63,63,Maryland,12,173,48,19,10,5,2,1,0,0
64,63,Texas,13,173,57,26,17,7,2,2,1,0
65,63,UCF,12,173,54,21,13,4,0,0,0,0
66,67,UTEP,12,172,53,22,16,9,7,4,1,0
67,68,East Carolina,12,171,41,14,7,5,2,2,1,0
68,68,Florida State,13,171,61,30,18,11,2,0,0,0
69,68,San Jose State,12,171,56,19,8,5,5,0,0,0
70,71,Louisiana Tech,13,167,52,24,14,6,4,3,1,1
71,72,Florida International,13,166,41,23,13,9,6,3,1,0
72,72,LSU,14,166,52,23,15,5,0,0,0,0
73,72,Mississippi State,13,166,43,21,12,8,5,3,1,0
74,72,South Carolina,13,166,54,22,13,9,4,1,0,0
75,72,Troy,12,166,54,25,9,4,1,1,0,0
76,77,Auburn,13,165,51,22,15,7,1,0,0,0
77,77,Florida,13,165,55,21,14,9,8,4,3,0
78,77,Kansas State,13,165,46,18,10,4,2,0,0,0
79,77,Wyoming,13,165,48,26,17,6,3,1,1,0
80,81,Colorado,13,164,56,23,10,7,3,2,0,0
81,82,Nebraska,13,162,51,23,14,7,2,1,1,0
82,83,Indiana,12,161,42,18,11,4,3,0,0,0
83,84,Duke,12,159,45,20,10,5,2,1,0,0
84,84,Louisville,13,159,52,20,8,4,1,0,0,0
85,84,Miami (Florida),12,159,55,23,12,8,3,2,0,0
86,87,Marshall,13,157,49,22,7,3,2,1,0,0
87,87,Temple,13,157,58,32,17,10,4,1,0,0
