,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Florida International,13,15,239,15.93,1,1.2,18.4
1,2,Northwestern,13,8,127,15.88,0,0.6,9.8
2,3,Mississippi,12,14,219,15.64,2,1.2,18.3
3,4,Fresno State,13,30,466,15.53,2,2.3,35.8
4,5,Arizona State,13,18,276,15.33,1,1.4,21.2
5,6,Wisconsin,14,22,332,15.09,1,1.6,23.7
6,7,Oregon State,12,12,181,15.08,2,1.0,15.1
7,8,Idaho,12,17,255,15.00,3,1.4,21.3
8,9,Texas,13,19,269,14.16,1,1.5,20.7
9,10,Texas A&M,13,32,435,13.59,1,2.5,33.5
10,11,Arkansas,13,31,420,13.55,4,2.4,32.3
11,12,LSU,14,39,524,13.44,2,2.8,37.4
12,13,Houston,14,24,317,13.21,2,1.7,22.6
13,14,Alabama,13,39,507,13.00,1,3.0,39.0
14,15,Southern Mississippi,14,35,448,12.80,4,2.5,32.0
15,16,Wyoming,13,15,188,12.53,1,1.2,14.5
16,17,Toledo,13,20,240,12.00,1,1.5,18.5
17,18,Boise State,13,34,404,11.88,0,2.6,31.1
18,19,Nevada,13,26,307,11.81,1,2.0,23.6
19,20,West Virginia,13,25,294,11.76,0,1.9,22.6
20,21,Marshall,13,21,246,11.71,1,1.6,18.9
21,22,Temple,13,21,238,11.33,0,1.6,18.3
22,23,Stanford,13,19,215,11.32,0,1.5,16.5
23,24,Mississippi State,13,28,311,11.11,2,2.2,23.9
24,25,BYU,13,25,275,11.00,1,1.9,21.2
25,25,Miami (Florida),12,11,121,11.00,0,0.9,10.1
26,27,North Carolina State,13,19,208,10.95,1,1.5,16.0
27,28,Ball State,12,8,87,10.88,0,0.7,7.3
28,29,East Carolina,12,15,162,10.80,0,1.3,13.5
29,30,Virginia Tech,14,31,334,10.77,1,2.2,23.9
30,30,Air Force,13,13,140,10.77,0,1.0,10.8
31,32,Middle Tennessee,12,19,204,10.74,0,1.6,17.0
32,33,Michigan State,14,31,327,10.55,2,2.2,23.4
33,34,Florida State,13,40,417,10.43,1,3.1,32.1
34,35,Louisiana-Lafayette,13,32,332,10.38,1,2.5,25.5
35,36,SMU,13,21,217,10.33,1,1.6,16.7
36,37,USC,12,26,267,10.27,0,2.2,22.3
37,38,UAB,12,14,143,10.21,0,1.2,11.9
38,39,Ohio State,13,21,214,10.19,1,1.6,16.5
39,40,Louisiana Tech,13,27,272,10.07,1,2.1,20.9
40,41,UTEP,12,22,220,10.00,1,1.8,18.3
41,42,TCU,13,34,339,9.97,1,2.6,26.1
42,43,Georgia,14,26,259,9.96,1,1.9,18.5
43,44,Western Michigan,13,22,219,9.95,0,1.7,16.8
44,45,Colorado State,12,25,248,9.92,0,2.1,20.7
45,46,Tulane,13,23,225,9.78,0,1.8,17.3
46,47,Oregon,14,33,315,9.55,2,2.4,22.5
47,48,Eastern Michigan,12,30,285,9.50,1,2.5,23.8
48,49,Memphis,12,10,93,9.30,0,0.8,7.8
49,50,Washington,13,21,194,9.24,1,1.6,14.9
50,51,Duke,12,25,226,9.04,0,2.1,18.8
51,52,Utah,13,33,298,9.03,0,2.5,22.9
52,53,Michigan,13,22,198,9.00,0,1.7,15.2
53,54,Rice,12,24,215,8.96,0,2.0,17.9
54,55,Missouri,13,19,169,8.89,1,1.5,13.0
55,56,Oklahoma,13,27,234,8.67,0,2.1,18.0
56,57,Hawai'i,13,26,222,8.54,2,2.0,17.1
57,58,Kansas State,13,19,160,8.42,0,1.5,12.3
58,59,Arkansas State,13,27,227,8.41,2,2.1,17.5
59,60,UCF,12,24,201,8.38,0,2.0,16.8
60,61,Tennessee,12,16,130,8.13,0,1.3,10.8
61,61,Georgia Tech,13,16,130,8.13,0,1.2,10.0
62,63,Baylor,13,17,136,8.00,0,1.3,10.5
63,64,Iowa,13,14,111,7.93,0,1.1,8.5
64,65,Kansas,12,12,95,7.92,0,1.0,7.9
65,66,San Jose State,12,8,63,7.88,0,0.7,5.3
66,67,Utah State,13,16,125,7.81,0,1.2,9.6
67,68,South Carolina,13,20,156,7.80,1,1.5,12.0
68,69,Central Michigan,12,13,101,7.77,0,1.1,8.4
69,70,Ohio,14,41,317,7.73,1,2.9,22.6
70,71,Minnesota,12,7,54,7.71,1,0.6,4.5
71,72,Troy,12,30,231,7.70,0,2.5,19.3
72,73,Penn State,13,41,312,7.61,0,3.2,24.0
73,74,Iowa State,13,16,121,7.56,0,1.2,9.3
74,75,Navy,12,13,97,7.46,0,1.1,8.1
75,76,Nebraska,13,19,141,7.42,0,1.5,10.8
76,77,Florida,13,25,178,7.12,2,1.9,13.7
77,78,Cincinnati,13,27,186,6.89,0,2.1,14.3
78,79,Northern Illinois,14,16,109,6.81,1,1.1,7.8
79,80,Auburn,13,23,155,6.74,0,1.8,11.9
80,81,Wake Forest,13,22,148,6.73,1,1.7,11.4
81,82,Kent State,12,20,133,6.65,0,1.7,11.1
82,83,South Florida,12,33,215,6.52,1,2.8,17.9
83,84,Rutgers,13,16,104,6.50,1,1.2,8.0
84,85,Vanderbilt,13,27,171,6.33,0,2.1,13.2
85,86,Pittsburgh,13,27,165,6.11,1,2.1,12.7
86,87,Texas Tech,12,15,91,6.07,0,1.3,7.6
87,87,Clemson,14,15,91,6.07,0,1.1,6.5
88,89,Boston College,12,15,90,6.00,0,1.3,7.5
