,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
89,90,Purdue,13,23,136,5.91,0,1.8,10.5
90,91,Tulsa,13,14,82,5.86,0,1.1,6.3
91,92,Bowling Green,12,20,116,5.80,0,1.7,9.7
92,92,California,13,20,116,5.80,0,1.5,8.9
93,94,Virginia,13,26,150,5.77,0,2.0,11.5
94,95,Indiana,12,8,46,5.75,0,0.7,3.8
95,96,Connecticut,12,23,132,5.74,1,1.9,11.0
96,97,Western Kentucky,12,23,130,5.65,0,1.9,10.8
97,98,New Mexico State,13,10,56,5.60,0,0.8,4.3
98,99,Buffalo,12,19,102,5.37,0,1.6,8.5
99,100,Maryland,12,18,95,5.28,0,1.5,7.9
100,101,San Diego State,13,22,115,5.23,0,1.7,8.8
101,102,Louisville,13,19,94,4.95,0,1.5,7.2
102,103,UNLV,12,13,63,4.85,0,1.1,5.3
103,104,Arizona,12,14,66,4.71,0,1.2,5.5
104,105,North Texas,12,16,69,4.31,1,1.3,5.8
105,105,Colorado,13,13,56,4.31,0,1.0,4.3
106,107,Akron,12,11,47,4.27,0,0.9,3.9
107,108,North Carolina,13,18,74,4.11,0,1.4,5.7
108,109,Florida Atlantic,12,17,68,4.00,0,1.4,5.7
109,110,Louisiana-Monroe,12,19,73,3.84,0,1.6,6.1
110,111,Washington State,12,12,46,3.83,0,1.0,3.8
111,112,Notre Dame,13,13,48,3.69,0,1.0,3.7
112,113,Army,12,15,55,3.67,0,1.3,4.6
113,114,Miami (Ohio),12,17,59,3.47,0,1.4,4.9
114,115,Oklahoma State,13,23,79,3.43,0,1.8,6.1
115,116,Syracuse,12,12,37,3.08,0,1.0,3.1
116,117,UCLA,14,16,49,3.06,0,1.1,3.5
117,118,Illinois,13,24,70,2.92,0,1.8,5.4
118,119,Kentucky,12,19,35,1.84,0,1.6,2.9
119,120,New Mexico,12,9,12,1.33,0,0.8,1.0
