,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
55,56,Penn State,13,17,128,7.53,0,1.3,9.8
56,57,Syracuse,12,25,189,7.56,0,2.1,15.8
57,57,Miami (Ohio),12,25,189,7.56,1,2.1,15.8
58,59,Arizona State,13,15,115,7.67,0,1.2,8.8
59,59,Wisconsin,14,18,138,7.67,1,1.3,9.9
60,61,Oregon,14,17,133,7.82,0,1.2,9.5
61,62,Washington State,12,20,159,7.95,2,1.7,13.3
62,63,Air Force,13,11,88,8.00,0,0.8,6.8
63,64,Kentucky,12,19,153,8.05,0,1.6,12.8
64,64,Marshall,13,22,177,8.05,0,1.7,13.6
65,66,Colorado,13,31,250,8.06,0,2.4,19.2
66,67,Virginia,13,20,164,8.20,1,1.5,12.6
67,68,Utah State,13,24,204,8.50,0,1.8,15.7
68,69,Tulsa,13,18,154,8.56,0,1.4,11.8
69,70,Eastern Michigan,12,17,146,8.59,1,1.4,12.2
70,71,Colorado State,12,23,199,8.65,0,1.9,16.6
71,72,Texas,13,18,161,8.94,0,1.4,12.4
72,73,San Jose State,12,19,170,8.95,0,1.6,14.2
73,73,Florida State,13,21,188,8.95,0,1.6,14.5
74,75,Boise State,13,12,108,9.00,1,0.9,8.3
75,76,Mississippi,12,24,219,9.13,0,2.0,18.3
76,76,UCLA,14,31,283,9.13,1,2.2,20.2
77,78,Michigan,13,21,193,9.19,0,1.6,14.8
78,79,San Diego State,13,16,148,9.25,1,1.2,11.4
79,80,Clemson,14,24,224,9.33,1,1.7,16.0
80,81,Toledo,13,13,125,9.62,1,1.0,9.6
81,82,Florida International,13,24,231,9.63,0,1.8,17.8
82,83,Idaho,12,31,310,10.00,1,2.6,25.8
83,84,Kansas State,13,19,191,10.05,1,1.5,14.7
84,85,Tennessee,12,14,143,10.21,1,1.2,11.9
85,86,Army,12,13,134,10.31,2,1.1,11.2
86,87,USC,12,10,104,10.40,0,0.8,8.7
87,88,Houston,14,11,116,10.55,1,0.8,8.3
88,89,West Virginia,13,16,169,10.56,1,1.2,13.0
89,90,BYU,13,12,127,10.58,0,0.9,9.8
90,91,Louisiana-Monroe,12,33,350,10.61,1,2.8,29.2
91,92,Buffalo,12,19,202,10.63,0,1.6,16.8
92,93,Notre Dame,13,15,161,10.73,0,1.2,12.4
93,94,UNLV,12,31,337,10.87,1,2.6,28.1
94,95,Central Michigan,12,26,283,10.88,0,2.2,23.6
95,96,Miami (Florida),12,18,197,10.94,1,1.5,16.4
96,97,Kent State,12,50,553,11.06,1,4.2,46.1
97,98,Oklahoma State,13,15,167,11.13,0,1.2,12.8
98,99,Baylor,13,15,171,11.40,0,1.2,13.2
99,100,Troy,12,17,195,11.47,1,1.4,16.3
100,101,Oklahoma,13,12,139,11.58,0,0.9,10.7
101,102,Memphis,12,48,557,11.60,0,4.0,46.4
102,103,Fresno State,13,16,188,11.75,1,1.2,14.5
103,104,Nebraska,13,27,318,11.78,1,2.1,24.5
104,105,New Mexico,12,32,383,11.97,1,2.7,31.9
105,106,Louisiana Tech,13,29,358,12.34,2,2.2,27.5
106,107,Northwestern,13,10,126,12.60,1,0.8,9.7
107,108,Tulane,13,30,388,12.93,3,2.3,29.8
108,109,Nevada,13,17,229,13.47,3,1.3,17.6
109,110,Arizona,12,16,217,13.56,1,1.3,18.1
110,111,Florida Atlantic,12,33,459,13.91,2,2.8,38.3
111,112,Arkansas,13,25,349,13.96,2,1.9,26.8
112,113,Oregon State,12,9,126,14.00,1,0.8,10.5
113,114,Kansas,12,23,329,14.30,1,1.9,27.4
114,115,UCF,12,14,204,14.57,1,1.2,17.0
115,116,Georgia,14,25,373,14.92,2,1.8,26.6
116,117,New Mexico State,13,26,409,15.73,4,2.0,31.5
117,118,Michigan State,14,13,211,16.23,1,0.9,15.1
118,119,Texas A&M,13,12,207,17.25,0,0.9,15.9
119,120,East Carolina,12,24,439,18.29,3,2.0,36.6
