,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Wisconsin,14,170,93,54.71
1,2,Georgia Tech,13,182,98,53.85
2,3,Stanford,13,175,92,52.57
3,4,TCU,13,169,88,52.07
4,5,BYU,13,191,98,51.31
5,6,Boise State,13,172,88,51.16
6,7,Houston,14,203,103,50.74
7,8,Oklahoma State,13,184,90,48.91
8,9,Utah State,13,186,90,48.39
9,10,Texas Tech,12,191,92,48.17
10,11,USC,12,150,72,48.00
11,12,Toledo,13,188,90,47.87
12,13,Northwestern,13,186,89,47.85
13,14,Ohio,14,208,99,47.60
14,15,Navy,12,171,81,47.37
15,16,Michigan,13,168,79,47.02
16,17,Air Force,13,181,85,46.96
17,18,Notre Dame,13,174,81,46.55
18,19,Alabama,13,168,78,46.43
19,20,Texas A&M,13,190,88,46.32
20,21,Temple,13,175,81,46.29
21,22,East Carolina,12,178,82,46.07
22,23,Washington,13,172,79,45.93
23,24,Virginia Tech,14,205,94,45.85
24,25,Nevada,13,192,88,45.83
25,26,Army,12,158,72,45.57
26,27,Baylor,13,161,73,45.34
27,28,Oregon,14,182,82,45.05
28,29,San Diego State,13,200,90,45.00
29,30,LSU,14,170,76,44.71
30,31,Hawai'i,13,177,79,44.63
31,32,UCF,12,158,70,44.30
32,33,Northern Illinois,14,197,87,44.16
33,34,Texas,13,206,90,43.69
34,35,Clemson,14,217,94,43.32
35,35,Western Kentucky,12,187,81,43.32
36,37,Arizona,12,164,71,43.29
37,38,North Carolina State,13,201,87,43.28
38,39,South Carolina,13,181,78,43.09
39,40,Wyoming,13,198,85,42.93
40,41,Georgia,14,218,93,42.66
41,42,Western Michigan,13,169,72,42.60
42,43,Miami (Florida),12,148,63,42.57
43,44,Arkansas,13,184,78,42.39
44,45,Syracuse,12,177,75,42.37
45,46,Illinois,13,194,82,42.27
46,46,Nebraska,13,194,82,42.27
47,48,Arkansas State,13,202,85,42.08
48,49,Kansas State,13,195,82,42.05
49,50,Southern Mississippi,14,213,89,41.78
50,51,Oklahoma,13,194,81,41.75
51,52,Washington State,12,180,75,41.67
52,52,Tulsa,13,180,75,41.67
53,54,Louisiana-Monroe,12,200,83,41.50
54,55,Miami (Ohio),12,171,70,40.94
55,55,Tennessee,12,171,70,40.94
56,57,Virginia,13,193,79,40.93
57,58,Ball State,12,176,72,40.91
58,59,Indiana,12,196,80,40.82
59,60,Middle Tennessee,12,197,80,40.61
60,61,West Virginia,13,180,73,40.56
61,61,California,13,180,73,40.56
62,63,North Carolina,13,158,64,40.51
63,64,SMU,13,168,68,40.48
64,65,UAB,12,166,67,40.36
65,66,Eastern Michigan,12,176,71,40.34
66,67,Purdue,13,196,79,40.31
67,68,Iowa State,13,221,89,40.27
68,69,Oregon State,12,167,67,40.12
69,70,South Florida,12,175,70,40.00
70,70,Iowa,13,165,66,40.00
71,72,Missouri,13,183,73,39.89
72,73,New Mexico State,13,192,76,39.58
73,74,San Jose State,12,175,69,39.43
74,75,Louisville,13,188,74,39.36
75,76,Duke,12,189,74,39.15
76,77,UTEP,12,162,63,38.89
77,78,Kansas,12,188,73,38.83
78,78,Troy,12,188,73,38.83
79,80,Arizona State,13,178,69,38.76
80,81,Ohio State,13,173,67,38.73
81,82,Mississippi State,13,186,72,38.71
82,83,Louisiana-Lafayette,13,199,77,38.69
83,84,Michigan State,14,202,78,38.61
84,85,Florida State,13,154,59,38.31
85,86,Minnesota,12,160,61,38.13
86,87,Tulane,13,200,76,38.00
87,88,North Texas,12,185,70,37.84
88,89,Cincinnati,13,183,69,37.70
89,90,Fresno State,13,179,67,37.43
90,91,Boston College,12,166,62,37.35
91,92,Florida International,13,188,70,37.23
92,93,Rice,12,192,71,36.98
93,94,Louisiana Tech,13,217,80,36.87
94,95,UCLA,14,180,66,36.67
95,96,Rutgers,13,202,74,36.63
96,97,Penn State,13,193,70,36.27
97,98,Marshall,13,194,70,36.08
98,99,Colorado,13,189,68,35.98
99,99,Bowling Green,12,164,59,35.98
100,101,Auburn,13,171,61,35.67
101,102,Maryland,12,174,62,35.63
102,103,Wake Forest,13,189,67,35.45
103,104,Central Michigan,12,161,57,35.40
104,105,Colorado State,12,164,56,34.15
105,106,Buffalo,12,185,63,34.05
106,106,Vanderbilt,13,185,63,34.05
107,108,Pittsburgh,13,193,65,33.68
108,109,Utah,13,176,59,33.52
109,110,Mississippi,12,173,57,32.95
110,111,Florida,13,159,51,32.08
111,112,New Mexico,12,173,53,30.64
112,113,Memphis,12,184,56,30.43
113,114,Idaho,12,185,54,29.19
114,115,Kentucky,12,176,51,28.98
115,116,Kent State,12,191,55,28.80
116,117,Florida Atlantic,12,167,48,28.74
117,118,Connecticut,12,173,49,28.32
118,119,UNLV,12,175,49,28.00
119,120,Akron,12,180,50,27.78
