,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
85,83,Rice,12,68,20,7,3,1,0,0,0,0
86,87,Oklahoma,13,69,16,9,3,1,0,0,0,0
87,88,Oregon State,12,70,17,7,3,2,1,0,0,0
88,89,Baylor,13,71,21,14,8,8,5,2,1,0
89,89,Northwestern,13,71,17,6,4,2,2,1,0,0
90,89,UAB,12,71,16,5,3,0,0,0,0,0
91,92,Florida Atlantic,12,72,13,3,1,1,1,0,0,0
92,92,Tulane,13,72,25,8,6,4,2,2,0,0
93,94,Purdue,13,73,16,6,5,3,0,0,0,0
94,94,UNLV,12,73,22,9,4,1,1,0,0,0
95,96,Bowling Green,12,74,16,9,5,4,1,0,0,0
96,97,Minnesota,12,75,15,7,4,3,1,1,1,0
97,98,Akron,12,76,23,9,6,4,0,0,0,0
98,98,Auburn,13,76,16,8,4,2,1,1,1,1
99,100,Navy,12,77,17,6,1,0,0,0,0,0
100,100,Oklahoma State,13,77,21,10,4,3,2,1,1,0
101,102,Mississippi,12,78,27,16,9,6,4,3,0,0
102,103,Maryland,12,80,25,10,6,1,0,0,0,0
103,103,Memphis,12,80,22,10,7,2,1,0,0,0
104,105,New Mexico,12,81,31,11,6,3,2,0,0,0
105,106,Middle Tennessee,12,82,26,12,4,1,1,1,1,0
106,107,Ball State,12,83,19,7,5,1,1,1,0,0
107,108,Houston,14,84,15,5,5,4,3,1,1,1
108,109,Northern Illinois,14,85,20,3,1,1,1,0,0,0
109,110,Air Force,13,86,17,6,4,3,2,1,0,0
110,110,Colorado State,12,86,28,14,7,4,3,1,1,0
111,112,Indiana,12,87,29,11,7,3,1,1,1,0
112,113,Colorado,13,88,28,8,4,2,1,1,1,0
113,113,Iowa State,13,88,17,3,2,0,0,0,0,0
114,113,Texas Tech,12,88,22,13,8,7,1,1,0,0
115,116,UCLA,14,90,21,10,4,2,2,1,0,0
116,117,Kansas,12,94,30,13,3,2,2,1,1,1
117,118,New Mexico State,13,96,23,10,6,5,4,2,2,0
118,119,Wyoming,13,98,22,6,5,2,2,2,1,1
119,120,Western Michigan,13,102,32,17,13,5,2,0,0,0
