,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
0,1,Army,12,740,4158,5.62,35,61.67,346.50
1,2,Georgia Tech,13,717,4113,5.74,45,55.15,316.38
2,3,Air Force,13,723,4092,5.66,43,55.62,314.77
3,4,Navy,12,694,3747,5.40,34,57.83,312.25
4,5,Oregon,14,629,4189,6.66,42,44.93,299.21
5,6,Utah State,13,623,3675,5.90,37,47.92,282.69
6,7,Temple,13,636,3335,5.24,38,48.92,256.54
7,8,Nevada,13,628,3218,5.12,29,48.31,247.54
8,9,Missouri,13,588,3165,5.38,30,45.23,243.46
9,10,Baylor,13,576,3063,5.32,37,44.31,235.62
10,11,Wisconsin,14,609,3298,5.42,48,43.50,235.57
11,12,Northern Illinois,14,595,3278,5.51,34,42.50,234.14
12,13,Michigan,13,560,2884,5.15,31,43.08,221.85
13,14,Eastern Michigan,12,575,2620,4.56,16,47.92,218.33
14,15,Nebraska,13,611,2824,4.62,31,47.00,217.23
15,16,Alabama,13,508,2788,5.49,34,39.08,214.46
16,17,Toledo,13,555,2777,5.00,32,42.69,213.62
17,18,Stanford,13,518,2738,5.29,32,39.85,210.62
18,19,TCU,13,532,2712,5.10,38,40.92,208.62
19,20,Southern Mississippi,14,553,2872,5.19,17,39.50,205.14
20,21,Texas,13,589,2634,4.47,24,45.31,202.62
21,22,LSU,14,591,2836,4.80,35,42.21,202.57
22,23,Texas A&M,13,507,2589,5.11,29,39.00,199.15
23,24,Ohio,14,599,2750,4.59,18,42.79,196.43
24,25,Tulsa,13,523,2509,4.80,20,40.23,193.00
25,26,South Carolina,13,553,2497,4.52,28,42.54,192.08
26,27,Ohio State,13,562,2482,4.42,20,43.23,190.92
27,28,Virginia Tech,14,590,2616,4.43,26,42.14,186.86
28,29,Kansas State,13,606,2411,3.98,34,46.62,185.46
29,30,San Diego State,13,486,2398,4.93,28,37.38,184.46
30,31,Auburn,13,536,2370,4.42,20,41.23,182.31
31,32,South Florida,12,477,2185,4.58,22,39.75,182.08
32,33,Purdue,13,535,2362,4.41,22,41.15,181.69
33,34,Wyoming,13,485,2361,4.87,20,37.31,181.62
34,35,Western Kentucky,12,544,2179,4.01,25,45.33,181.58
35,36,Cincinnati,13,500,2321,4.64,28,38.46,178.54
36,37,UCLA,14,552,2497,4.52,23,39.43,178.36
37,38,Mississippi State,13,513,2279,4.44,19,39.46,175.31
38,39,Iowa State,13,537,2265,4.22,20,41.31,174.23
39,40,Boise State,13,492,2235,4.54,31,37.85,171.92
40,41,Illinois,13,550,2232,4.06,21,42.31,171.69
41,42,Maryland,12,421,2032,4.83,16,35.08,169.33
42,43,UCF,12,466,2025,4.35,27,38.83,168.75
43,44,Colorado State,12,453,2001,4.42,17,37.75,166.75
44,45,Northwestern,13,577,2166,3.75,25,44.38,166.62
45,46,Penn State,13,515,2150,4.17,18,39.62,165.38
46,47,Vanderbilt,13,497,2138,4.30,26,38.23,164.46
47,48,UNLV,12,500,1971,3.94,14,41.67,164.25
48,49,Georgia,14,582,2296,3.95,15,41.57,164.00
49,50,Oklahoma,13,469,2118,4.52,30,36.08,162.92
50,51,Oklahoma State,13,392,2114,5.39,36,30.15,162.62
51,52,USC,12,392,1951,4.98,12,32.67,162.58
52,53,Virginia,13,496,2107,4.25,18,38.15,162.08
53,54,Indiana,12,492,1932,3.93,18,41.00,161.00
54,55,Notre Dame,13,433,2085,4.82,25,33.31,160.38
55,56,BYU,13,494,2084,4.22,16,38.00,160.31
56,57,Minnesota,12,470,1920,4.09,14,39.17,160.00
57,58,Kansas,12,543,1914,3.52,20,45.25,159.50
58,59,Clemson,14,530,2219,4.19,22,37.86,158.50
59,60,Buffalo,12,436,1860,4.27,21,36.33,155.00
60,61,UTEP,12,410,1859,4.53,24,34.17,154.92
61,62,California,13,484,2013,4.16,25,37.23,154.85
62,63,Washington,13,452,2006,4.44,19,34.77,154.31
63,64,Arkansas State,13,516,2005,3.89,25,39.69,154.23
64,65,Louisiana-Monroe,12,466,1836,3.94,22,38.83,153.00
