,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Oregon,14,125,40,22,15,9,6,3,3,2
1,2,Georgia Tech,13,122,47,19,8,5,3,2,1,1
2,3,Air Force,13,120,46,19,9,3,3,1,1,0
3,3,Army,12,120,36,16,6,3,0,0,0,0
4,5,Missouri,13,116,27,13,5,3,2,0,0,0
5,6,Wisconsin,14,111,32,11,7,1,0,0,0,0
6,7,Baylor,13,104,29,11,6,3,3,3,2,0
7,7,Northern Illinois,14,104,30,14,11,5,2,0,0,0
8,9,Navy,12,103,31,16,8,4,1,1,0,0
9,10,Southern Mississippi,14,101,22,9,5,2,1,0,0,0
10,11,Michigan,13,98,30,16,8,4,1,0,0,0
11,11,Ohio,14,98,20,9,6,2,2,1,1,0
12,13,Nevada,13,96,29,12,6,3,2,2,2,0
13,13,Utah State,13,96,29,21,12,9,5,3,2,0
14,15,Temple,13,94,34,19,10,7,3,1,0,0
15,16,Texas,13,86,23,8,4,3,0,0,0,0
16,16,Toledo,13,86,28,9,4,1,1,0,0,0
17,18,Kansas State,13,85,21,8,6,2,1,0,0,0
18,18,Virginia Tech,14,85,26,13,6,1,0,0,0,0
19,20,LSU,14,84,21,8,6,1,0,0,0,0
20,21,Auburn,13,82,14,7,6,4,1,0,0,0
21,21,Eastern Michigan,12,82,21,12,6,4,2,1,0,0
22,21,UCLA,14,82,30,8,3,0,0,0,0,0
23,24,TCU,13,81,23,8,4,3,3,1,0,0
24,25,Alabama,13,79,33,16,9,6,4,2,0,0
25,25,Texas A&M,13,79,18,9,3,2,2,0,0,0
26,27,South Carolina,13,78,20,8,4,3,3,0,0,0
27,28,Notre Dame,13,77,14,4,3,3,2,2,0,0
28,29,Georgia,14,76,22,2,2,2,1,1,1,0
29,29,Iowa State,13,76,16,6,4,2,2,2,0,0
30,29,Nebraska,13,76,20,11,7,3,1,1,1,0
31,32,Stanford,13,75,25,15,4,1,1,1,0,0
32,33,Cincinnati,13,74,19,10,8,5,3,0,0,0
33,33,Purdue,13,74,22,10,4,1,0,0,0,0
34,35,California,13,73,21,7,3,1,0,0,0,0
35,35,Pittsburgh,13,73,16,5,3,2,2,1,0,0
36,37,Mississippi State,13,72,15,8,6,4,3,1,0,0
37,37,Ohio State,13,72,23,9,7,3,2,1,1,0
38,37,Wyoming,13,72,19,9,5,4,2,0,0,0
39,40,Illinois,13,71,14,5,4,2,1,0,0,0
40,40,Maryland,12,71,21,8,4,1,1,1,0,0
41,42,Vanderbilt,13,70,19,9,7,3,2,1,0,0
42,43,Washington,13,68,17,7,4,2,1,0,0,0
43,44,Mississippi,12,67,12,6,3,2,1,0,0,0
44,44,Rice,12,67,15,5,3,1,1,1,1,1
45,44,Tulsa,13,67,21,13,8,3,2,2,2,0
46,47,BYU,13,65,14,6,3,1,0,0,0,0
47,47,Clemson,14,65,20,11,5,4,3,2,0,0
48,47,South Florida,12,65,20,11,3,3,2,1,0,0
49,47,Virginia,13,65,14,3,1,0,0,0,0,0
50,51,Florida,13,64,18,8,4,3,2,1,1,0
51,52,Boise State,13,63,18,10,4,2,1,0,0,0
52,52,Florida International,13,63,10,4,1,0,0,0,0,0
53,52,Oklahoma State,13,63,24,16,8,7,4,2,1,0
54,52,San Diego State,13,63,23,9,8,5,3,2,2,1
55,52,UTEP,12,63,12,9,8,6,5,3,1,0
56,52,Western Kentucky,12,63,13,3,3,2,0,0,0,0
57,58,Buffalo,12,62,12,7,6,4,2,0,0,0
58,58,Houston,14,62,17,12,6,5,2,2,0,0
59,60,Louisiana Tech,13,61,8,3,2,1,0,0,0,0
60,61,Arkansas State,13,60,13,6,2,0,0,0,0,0
61,61,Fresno State,13,60,12,4,2,1,1,0,0,0
62,61,Northwestern,13,60,13,4,1,0,0,0,0,0
63,61,Wake Forest,13,60,14,6,2,1,0,0,0,0
64,65,Michigan State,14,59,20,4,0,0,0,0,0,0
65,65,Utah,13,59,18,8,4,4,2,0,0,0
66,67,Middle Tennessee,12,58,10,3,1,1,0,0,0,0
67,67,Minnesota,12,58,13,4,0,0,0,0,0,0
68,67,UCF,12,58,17,7,3,1,0,0,0,0
69,70,Louisiana-Monroe,12,57,15,9,5,4,2,0,0,0
70,70,New Mexico State,13,57,13,5,2,1,1,1,0,0
71,70,Penn State,13,57,11,5,2,0,0,0,0,0
72,70,USC,12,57,15,7,5,3,3,2,0,0
73,74,Arizona State,13,56,15,5,2,2,1,1,0,0
74,74,Indiana,12,56,13,7,3,2,1,0,0,0
75,76,Arkansas,13,55,15,7,4,3,2,2,1,1
76,76,Oklahoma,13,55,17,10,5,3,2,0,0,0
77,76,Western Michigan,13,55,16,4,4,3,0,0,0,0
78,79,Colorado State,12,54,19,8,3,3,3,0,0,0
79,79,Hawai'i,13,54,20,7,2,2,1,1,0,0
80,79,Kansas,12,54,11,6,3,2,0,0,0,0
81,79,UNLV,12,54,15,5,5,3,1,1,1,0
82,83,Florida State,13,53,12,5,3,1,0,0,0,0
83,83,Iowa,13,53,8,3,3,1,0,0,0,0
84,85,North Carolina,13,51,13,9,5,3,1,0,0,0
85,85,North Texas,12,51,16,10,4,2,1,0,0,0
86,87,Akron,12,50,8,6,0,0,0,0,0,0
87,87,Louisiana-Lafayette,13,50,15,5,3,2,2,2,1,0
88,87,Marshall,13,50,9,3,1,1,1,0,0,0
89,87,Miami (Florida),12,50,15,8,5,3,1,1,0,0
90,91,Boston College,12,49,10,1,1,1,1,0,0,0
91,91,Bowling Green,12,49,11,4,4,2,1,1,1,1
92,91,Florida Atlantic,12,49,17,5,1,0,0,0,0,0
93,91,Louisville,13,49,13,6,3,2,1,0,0,0
94,95,Tulane,13,48,9,5,4,2,2,0,0,0
95,96,Colorado,13,47,12,5,1,1,0,0,0,0
96,96,Kentucky,12,47,7,4,2,2,1,1,1,0
97,96,Rutgers,13,47,9,3,1,1,0,0,0,0
98,96,West Virginia,13,47,8,3,3,2,1,1,1,0
99,100,SMU,13,46,13,6,4,1,0,0,0,0
100,101,Washington State,12,45,4,2,2,1,1,0,0,0
101,102,Connecticut,12,44,6,4,3,3,3,0,0,0
102,102,UAB,12,44,9,1,1,1,0,0,0,0
103,104,New Mexico,12,42,4,0,0,0,0,0,0,0
104,105,Arizona,12,41,12,3,0,0,0,0,0,0
105,106,Central Michigan,12,40,15,7,5,2,1,1,0,0
106,106,Oregon State,12,40,7,2,1,1,0,0,0,0
