,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
76,76,Arizona,12,3,3,3,1,0,0,0,0
77,76,Arizona State,13,3,2,1,0,0,0,0,0
78,76,BYU,13,3,1,1,0,0,0,0,0
79,76,Baylor,13,3,3,1,0,0,0,0,0
80,76,Buffalo,12,3,2,1,0,0,0,0,0
81,76,Central Michigan,12,3,1,1,1,1,0,0,0
82,76,Cincinnati,13,3,1,1,0,0,0,0,0
83,76,Clemson,14,3,2,1,1,0,0,0,0
84,76,Florida International,13,3,3,0,0,0,0,0,0
85,76,Florida State,13,3,1,1,0,0,0,0,0
86,76,Indiana,12,3,2,1,1,1,0,0,0
87,76,Kansas State,13,3,1,1,1,0,0,0,0
88,76,Miami (Ohio),12,3,0,0,0,0,0,0,0
89,76,Michigan,13,3,0,0,0,0,0,0,0
90,76,Michigan State,14,3,3,1,1,1,1,1,1
91,76,Notre Dame,13,3,1,0,0,0,0,0,0
92,76,Ohio State,13,3,1,0,0,0,0,0,0
93,76,Oklahoma,13,3,1,0,0,0,0,0,0
94,76,Oklahoma State,13,3,2,0,0,0,0,0,0
95,76,Purdue,13,3,1,0,0,0,0,0,0
96,76,Syracuse,12,3,2,0,0,0,0,0,0
97,76,Texas,13,3,1,0,0,0,0,0,0
98,76,Utah State,13,3,1,1,0,0,0,0,0
99,76,Virginia,13,3,3,0,0,0,0,0,0
100,76,Wisconsin,14,3,2,0,0,0,0,0,0
101,102,Arkansas,13,4,2,2,2,2,2,2,1
102,102,Colorado,13,4,1,0,0,0,0,0,0
103,102,Houston,14,4,1,0,0,0,0,0,0
104,102,Idaho,12,4,2,2,1,1,1,0,0
105,102,Mississippi,12,4,2,0,0,0,0,0,0
106,102,New Mexico State,13,4,3,3,3,3,1,1,0
107,102,San Jose State,12,4,1,1,0,0,0,0,0
108,102,UNLV,12,4,3,1,1,1,1,0,0
109,110,Georgia,14,5,4,4,2,2,1,1,0
110,110,Kansas,12,5,5,2,2,1,1,0,0
111,110,Louisiana-Monroe,12,5,2,0,0,0,0,0,0
112,110,Nevada,13,5,3,1,1,0,0,0,0
113,114,Louisiana Tech,13,6,3,2,2,2,2,2,0
114,115,New Mexico,12,7,2,2,1,0,0,0,0
115,116,Florida Atlantic,12,8,5,2,1,1,1,1,1
116,116,Tulane,13,8,4,2,2,2,2,0,0
117,118,East Carolina,12,9,7,4,3,2,0,0,0
118,118,Kent State,12,9,1,1,1,1,1,1,0
119,118,Memphis,12,9,5,0,0,0,0,0,0
