,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Purdue,13,44,1262,28.68,1,3.4,97.1
1,2,TCU,13,48,1355,28.23,3,3.7,104.2
2,3,UCF,12,42,1131,26.93,1,3.5,94.3
3,4,UTEP,12,49,1291,26.35,0,4.1,107.6
4,5,Western Kentucky,12,54,1409,26.09,1,4.5,117.4
5,6,Nebraska,13,45,1146,25.47,1,3.5,88.2
6,7,Temple,13,36,915,25.42,1,2.8,70.4
7,8,Kansas State,13,50,1260,25.20,2,3.8,96.9
8,9,Arizona State,13,66,1658,25.12,3,5.1,127.5
9,10,Florida State,13,32,795,24.84,0,2.5,61.2
10,11,Louisiana-Monroe,12,50,1236,24.72,2,4.2,103.0
11,12,Auburn,13,55,1356,24.65,2,4.2,104.3
12,13,Ohio State,13,42,1035,24.64,0,3.2,79.6
13,14,Oregon,14,58,1420,24.48,2,4.1,101.4
14,15,Florida,13,47,1137,24.19,2,3.6,87.5
15,16,Connecticut,12,43,1039,24.16,0,3.6,86.6
16,16,Florida International,13,43,1039,24.16,0,3.3,79.9
17,18,Cincinnati,13,49,1181,24.10,1,3.8,90.8
18,19,Alabama,13,22,530,24.09,0,1.7,40.8
19,20,Texas,13,53,1276,24.08,2,4.1,98.2
20,21,Colorado State,12,52,1251,24.06,0,4.3,104.3
21,22,Hawai'i,13,60,1434,23.90,0,4.6,110.3
22,23,Iowa State,13,65,1552,23.88,0,5.0,119.4
23,24,UNLV,12,71,1685,23.73,2,5.9,140.4
24,25,Michigan State,14,47,1113,23.68,0,3.4,79.5
25,26,West Virginia,13,57,1349,23.67,2,4.4,103.8
26,27,New Mexico State,13,70,1654,23.63,3,5.4,127.2
27,28,Louisville,13,46,1085,23.59,1,3.5,83.5
28,29,Minnesota,12,55,1289,23.44,2,4.6,107.4
29,30,Washington,13,75,1751,23.35,0,5.8,134.7
30,30,Boise State,13,31,724,23.35,1,2.4,55.7
31,32,Arkansas,13,42,974,23.19,2,3.2,74.9
32,33,North Carolina,13,59,1365,23.14,1,4.5,105.0
33,34,Rutgers,13,38,879,23.13,1,2.9,67.6
34,35,Utah,13,41,945,23.05,0,3.2,72.7
35,36,Notre Dame,13,56,1281,22.88,2,4.3,98.5
36,37,Washington State,12,59,1348,22.85,0,4.9,112.3
37,38,Penn State,13,43,981,22.81,1,3.3,75.5
38,39,Utah State,13,60,1368,22.80,0,4.6,105.2
39,40,BYU,13,47,1071,22.79,1,3.6,82.4
40,41,Tennessee,12,43,976,22.70,0,3.6,81.3
41,42,Syracuse,12,59,1336,22.64,1,4.9,111.3
42,43,Louisiana Tech,13,52,1176,22.62,1,4.0,90.5
43,44,Houston,14,41,926,22.59,1,2.9,66.1
44,45,Southern Mississippi,14,52,1174,22.58,0,3.7,83.9
45,46,Stanford,13,44,992,22.55,1,3.4,76.3
46,47,Western Michigan,13,63,1411,22.40,0,4.8,108.5
47,48,Marshall,13,57,1272,22.32,0,4.4,97.8
48,49,Clemson,14,63,1405,22.30,1,4.5,100.4
49,50,Oklahoma State,13,52,1157,22.25,2,4.0,89.0
50,51,Texas Tech,12,59,1299,22.02,0,4.9,108.3
51,51,Oregon State,12,56,1233,22.02,0,4.7,102.8
52,53,Missouri,13,44,967,21.98,0,3.4,74.4
53,54,Vanderbilt,13,54,1184,21.93,1,4.2,91.1
54,55,Bowling Green,12,58,1271,21.91,1,4.8,105.9
55,55,Iowa,13,46,1008,21.91,0,3.5,77.5
56,57,Virginia,13,52,1138,21.88,0,4.0,87.5
57,57,Wisconsin,14,49,1072,21.88,0,3.5,76.6
58,59,Tulsa,13,51,1115,21.86,1,3.9,85.8
59,60,South Carolina,13,37,808,21.84,0,2.8,62.2
60,61,San Jose State,12,62,1352,21.81,1,5.2,112.7
61,62,Ohio,14,58,1255,21.64,0,4.1,89.6
62,62,Texas A&M,13,42,909,21.64,0,3.2,69.9
63,64,LSU,14,39,843,21.62,1,2.8,60.2
64,65,Oklahoma,13,41,886,21.61,0,3.2,68.2
65,66,North Carolina State,13,52,1121,21.56,0,4.0,86.2
66,66,Georgia,14,48,1035,21.56,0,3.4,73.9
67,68,Northwestern,13,48,1033,21.52,0,3.7,79.5
68,69,Pittsburgh,13,52,1117,21.48,1,4.0,85.9
69,70,New Mexico,12,63,1343,21.32,1,5.3,111.9
70,70,Air Force,13,44,938,21.32,0,3.4,72.2
71,72,Miami (Florida),12,43,915,21.28,0,3.6,76.3
72,73,Arizona,12,57,1199,21.04,0,4.8,99.9
73,74,Ball State,12,56,1174,20.96,0,4.7,97.8
74,75,UCLA,14,63,1317,20.90,0,4.5,94.1
75,76,Nevada,13,56,1170,20.89,0,4.3,90.0
76,77,Wyoming,13,46,958,20.83,0,3.5,73.7
77,78,Arkansas State,13,42,872,20.76,0,3.2,67.1
78,79,USC,12,42,870,20.71,1,3.5,72.5
79,80,South Florida,12,51,1054,20.67,0,4.3,87.8
80,81,San Diego State,13,57,1175,20.61,2,4.4,90.4
81,82,Navy,12,53,1091,20.58,1,4.4,90.9
82,83,Fresno State,13,80,1643,20.54,0,6.2,126.4
83,84,Mississippi,12,56,1147,20.48,0,4.7,95.6
84,85,Duke,12,63,1286,20.41,0,5.3,107.2
85,86,Kentucky,12,47,952,20.26,0,3.9,79.3
86,87,Idaho,12,65,1312,20.18,1,5.4,109.3
87,88,Central Michigan,12,63,1269,20.14,0,5.3,105.8
88,89,Florida Atlantic,12,64,1288,20.13,0,5.3,107.3
89,90,Kent State,12,53,1065,20.09,0,4.4,88.8
90,91,Tulane,13,83,1667,20.08,0,6.4,128.2
91,92,California,13,51,1022,20.04,1,3.9,78.6
92,93,Boston College,12,46,921,20.02,0,3.8,76.8
93,93,Virginia Tech,14,47,941,20.02,0,3.4,67.2
94,95,UAB,12,73,1460,20.00,1,6.1,121.7
95,96,Baylor,13,62,1239,19.98,0,4.8,95.3
96,96,Miami (Ohio),12,42,839,19.98,0,3.5,69.9
97,98,SMU,13,39,779,19.97,0,3.0,59.9
98,99,Maryland,12,70,1396,19.94,0,5.8,116.3
99,100,Northern Illinois,14,58,1149,19.81,2,4.1,82.1
100,101,Troy,12,58,1142,19.69,0,4.8,95.2
101,102,Buffalo,12,57,1117,19.60,0,4.8,93.1
102,103,Wake Forest,13,61,1195,19.59,0,4.7,91.9
103,104,Kansas,12,73,1426,19.53,0,6.1,118.8
104,105,Louisiana-Lafayette,13,63,1226,19.46,0,4.8,94.3
105,106,Rice,12,49,951,19.41,0,4.1,79.3
106,107,Middle Tennessee,12,63,1216,19.30,0,5.3,101.3
107,108,Indiana,12,70,1345,19.21,1,5.8,112.1
108,108,East Carolina,12,58,1114,19.21,0,4.8,92.8
109,108,Georgia Tech,13,42,807,19.21,0,3.2,62.1
110,111,Toledo,13,56,1075,19.20,1,4.3,82.7
111,112,North Texas,12,66,1246,18.88,0,5.5,103.8
112,113,Army,12,55,1027,18.67,0,4.6,85.6
113,114,Eastern Michigan,12,52,966,18.58,0,4.3,80.5
114,115,Colorado,13,69,1281,18.57,0,5.3,98.5
115,116,Mississippi State,13,42,779,18.55,0,3.2,59.9
116,117,Michigan,13,35,645,18.43,0,2.7,49.6
117,118,Memphis,12,67,1210,18.06,0,5.6,100.8
118,119,Akron,12,62,1091,17.60,0,5.2,90.9
119,120,Illinois,13,34,534,15.71,0,2.6,41.1
