,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
0,1,Auburn,13,66,4546,68.88,38,57.58,0,2
1,2,Oklahoma State,13,114,7810,68.51,61,53.51,0,0
2,3,San Diego State,13,70,4762,68.03,24,34.29,0,2
3,4,Arkansas,13,93,6310,67.85,40,43.01,2,0
4,5,Mississippi,12,43,2909,67.65,12,27.91,1,3
5,6,Nebraska,13,76,5118,67.34,20,26.32,0,1
6,7,Florida State,13,82,5515,67.26,29,35.37,2,1
7,8,Louisville,13,55,3688,67.05,15,27.27,0,5
8,9,Western Michigan,13,85,5644,66.40,36,42.35,0,2
9,10,UTEP,12,63,4180,66.35,21,33.33,1,2
10,11,UCLA,14,61,4046,66.33,21,34.43,1,4
11,12,Temple,13,78,5162,66.18,22,28.21,2,0
12,13,Idaho,12,49,3240,66.12,2,4.08,2,1
13,14,BYU,13,76,5019,66.04,17,22.37,4,1
14,15,Virginia Tech,14,79,5214,66.00,31,39.24,2,0
15,16,Utah State,13,74,4872,65.84,9,12.16,3,1
16,17,Texas A&M,13,96,6316,65.79,32,33.33,3,1
17,18,Utah,13,67,4399,65.66,11,16.42,0,1
18,19,Connecticut,12,63,4133,65.60,14,22.22,3,2
19,20,Florida,13,74,4853,65.58,12,16.22,1,1
20,21,Purdue,13,71,4652,65.52,24,33.80,2,2
21,22,Georgia,14,87,5680,65.29,24,27.59,1,2
22,23,Kentucky,12,44,2868,65.18,14,31.82,1,1
23,24,Tulsa,13,83,5403,65.10,22,26.51,2,2
24,25,Virginia,13,61,3966,65.02,7,11.48,3,0
25,26,Penn State,13,55,3575,65.00,11,20.00,0,1
26,27,Arizona,12,67,4353,64.97,22,32.84,0,5
27,28,Oregon State,12,54,3507,64.94,10,18.52,2,1
28,29,Michigan State,14,84,5449,64.87,17,20.24,1,0
29,30,South Florida,12,71,4605,64.86,9,12.68,1,0
30,31,Boise State,13,98,6354,64.84,17,17.35,3,0
31,32,USC,12,78,5055,64.81,10,12.82,1,0
32,33,Texas Tech,12,74,4791,64.74,13,17.57,3,3
33,34,TCU,13,96,6209,64.68,13,13.54,6,0
34,35,Troy,12,57,3686,64.67,11,19.30,0,0
35,36,Fresno State,13,70,4521,64.59,3,4.29,6,2
