,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
36,37,Vanderbilt,13,65,4190,64.46,10,15.38,2,2
37,38,San Jose State,12,64,4124,64.44,8,12.50,2,3
38,39,SMU,13,63,4057,64.40,13,20.63,1,1
39,40,Texas,13,72,4631,64.32,12,16.67,0,0
40,41,Houston,14,119,7649,64.28,31,26.05,1,1
41,41,Miami (Florida),12,61,3921,64.28,4,6.56,2,1
42,43,Colorado State,12,51,3275,64.22,13,25.49,0,0
43,44,Minnesota,12,50,3202,64.04,8,16.00,2,1
44,45,Washington,13,78,4994,64.03,8,10.26,0,2
45,46,Iowa State,13,56,3585,64.02,10,17.86,1,1
46,47,Memphis,12,45,2880,64.00,8,17.78,0,0
47,48,Michigan,13,79,5054,63.97,19,24.05,3,0
48,49,Baylor,13,101,6456,63.92,23,22.77,5,0
49,49,Notre Dame,13,73,4666,63.92,12,16.44,5,0
50,51,Wake Forest,13,71,4536,63.89,13,18.31,2,0
51,52,Cincinnati,13,85,5429,63.87,9,10.59,4,0
52,53,Stanford,13,99,6322,63.86,9,9.09,5,0
53,54,LSU,14,94,6001,63.84,16,17.02,0,0
54,55,Oklahoma,13,96,6115,63.70,19,19.79,2,1
55,56,Navy,12,67,4262,63.61,10,14.93,3,1
56,57,Clemson,14,91,5788,63.60,13,14.29,3,2
57,58,Southern Mississippi,14,101,6414,63.50,16,15.84,0,1
58,59,Ohio State,13,65,4123,63.43,14,21.54,3,2
59,60,Duke,12,52,3290,63.27,6,11.54,1,4
60,60,Kent State,12,49,3100,63.27,15,30.61,3,1
61,62,Maryland,12,55,3470,63.09,4,7.27,1,3
62,63,Army,12,57,3594,63.05,10,17.54,2,0
63,64,Boston College,12,49,3089,63.04,8,16.33,1,0
64,65,Arizona State,13,82,5162,62.95,9,10.98,3,0
65,66,Rice,12,60,3776,62.93,14,23.33,2,2
66,67,Georgia Tech,13,80,5030,62.88,8,10.00,2,0
67,68,Mississippi State,13,66,4141,62.74,7,10.61,1,0
68,69,Oregon,14,112,7025,62.72,2,1.79,1,0
69,70,Tennessee,12,48,3009,62.69,6,12.50,2,3
70,71,Alabama,13,90,5624,62.49,5,5.56,1,0
71,72,North Texas,12,59,3681,62.39,9,15.25,1,0
72,73,North Carolina State,13,70,4366,62.37,5,7.14,4,2
73,74,Syracuse,12,56,3491,62.34,3,5.36,4,2
74,75,Iowa,13,68,4234,62.26,4,5.88,3,1
75,76,Kansas State,13,76,4727,62.20,14,18.42,2,0
76,77,New Mexico,12,33,2051,62.15,4,12.12,0,2
77,78,Indiana,12,54,3352,62.07,8,14.81,5,2
78,79,Wisconsin,14,106,6570,61.98,17,16.04,5,0
79,80,Illinois,13,58,3591,61.91,16,27.59,0,2
80,81,Ball State,12,58,3590,61.90,5,8.62,1,3
81,82,Tulane,13,57,3527,61.88,6,10.53,0,0
82,83,East Carolina,12,62,3836,61.87,8,12.90,1,0
83,84,Central Michigan,12,57,3511,61.60,10,17.54,3,1
84,85,Rutgers,13,68,4178,61.44,7,10.29,3,2
85,86,West Virginia,13,89,5460,61.35,7,7.87,3,0
86,87,Missouri,13,78,4783,61.32,11,14.10,0,2
87,88,Northwestern,13,66,4041,61.23,6,9.09,2,3
88,89,California,13,76,4652,61.21,7,9.21,1,1
89,90,Nevada,13,80,4885,61.06,1,1.25,0,0
90,91,Eastern Michigan,12,57,3477,61.00,5,8.77,4,0
91,92,Buffalo,12,54,3280,60.74,7,12.96,4,2
92,93,South Carolina,13,71,4311,60.72,6,8.45,1,0
93,94,Louisiana Tech,13,77,4662,60.55,10,12.99,0,1
94,95,Florida International,13,73,4410,60.41,5,6.85,0,0
95,96,UCF,12,64,3862,60.34,8,12.50,0,2
96,97,Ohio,14,85,5119,60.22,10,11.76,2,1
97,98,North Carolina,13,64,3853,60.20,1,1.56,2,3
98,99,New Mexico State,13,61,3662,60.03,0,0.00,2,2
99,100,Wyoming,13,64,3821,59.70,6,9.38,1,0
100,101,Air Force,13,81,4823,59.54,12,14.81,2,2
101,102,UNLV,12,45,2677,59.49,7,15.56,3,2
102,103,Marshall,13,58,3443,59.36,1,1.72,2,0
103,104,Colorado,13,54,3204,59.33,10,18.52,5,0
104,105,Washington State,12,70,4149,59.27,1,1.43,2,0
105,106,Bowling Green,12,63,3728,59.17,2,3.17,6,0
106,107,Pittsburgh,13,69,4066,58.93,6,8.70,5,1
107,108,Northern Illinois,14,95,5596,58.91,6,6.32,2,4
108,109,Toledo,13,94,5525,58.78,6,6.38,4,1
109,110,Kansas,12,52,3047,58.60,4,7.69,4,1
110,111,Western Kentucky,12,50,2920,58.40,1,2.00,5,0
111,112,Louisiana-Lafayette,13,80,4666,58.33,2,2.50,2,3
112,113,UAB,12,53,3067,57.87,0,0.00,3,1
113,114,Arkansas State,13,87,4965,57.07,14,16.09,2,0
114,115,Hawai'i,13,76,4295,56.51,2,2.63,4,2
115,116,Middle Tennessee,12,51,2864,56.16,3,5.88,0,3
116,117,Miami (Ohio),12,47,2633,56.02,1,2.13,1,2
117,118,Louisiana-Monroe,12,55,2995,54.45,0,0.00,5,1
118,119,Florida Atlantic,12,37,2010,54.32,3,8.11,2,0
119,120,Akron,12,43,2264,52.65,2,4.65,2,0
