,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Miami (Ohio),12,25,356,14.24,0,2.1,29.7
1,2,South Alabama,12,63,1000,15.87,0,5.3,83.3
2,3,Florida,12,32,525,16.41,0,2.7,43.8
3,4,Syracuse,13,45,760,16.89,0,3.5,58.5
4,5,Utah State,14,45,791,17.58,0,3.2,56.5
5,6,Indiana,12,36,643,17.86,0,3.0,53.6
6,6,Ohio,13,64,1143,17.86,1,4.9,87.9
7,8,Buffalo,13,51,922,18.08,0,3.9,70.9
8,9,Stanford,14,57,1033,18.12,0,4.1,73.8
9,10,Texas A&M,13,48,877,18.27,0,3.7,67.5
10,11,Akron,12,39,716,18.36,0,3.3,59.7
11,12,Ohio State,14,74,1361,18.39,0,5.3,97.2
12,13,Vanderbilt,13,25,460,18.40,0,1.9,35.4
13,14,Rutgers,13,51,942,18.47,0,3.9,72.5
14,15,Ball State,13,69,1281,18.57,0,5.3,98.5
15,16,Florida State,14,70,1301,18.59,0,5.0,92.9
16,17,UCLA,13,46,859,18.67,0,3.5,66.1
17,18,Oklahoma State,13,66,1237,18.74,0,5.1,95.2
18,19,Iowa State,12,34,642,18.88,1,2.8,53.5
19,20,California,12,30,570,19.00,1,2.5,47.5
20,21,Louisiana-Monroe,12,22,421,19.14,0,1.8,35.1
21,22,Air Force,12,22,422,19.18,0,1.8,35.2
22,23,Northwestern,12,43,829,19.28,0,3.6,69.1
23,24,Wisconsin,13,68,1313,19.31,0,5.2,101.0
24,25,Clemson,13,48,933,19.44,0,3.7,71.8
25,26,Marshall,14,46,896,19.48,0,3.3,64.0
26,27,Arizona,13,41,801,19.54,0,3.2,61.6
27,28,Louisiana Tech,12,38,750,19.74,0,3.2,62.5
28,29,Kentucky,12,40,792,19.80,0,3.3,66.0
29,30,Central Michigan,12,42,832,19.81,0,3.5,69.3
30,31,Miami (Florida),13,42,833,19.83,0,3.2,64.1
31,32,Navy,13,58,1151,19.84,0,4.5,88.5
32,33,USC,14,59,1173,19.88,0,4.2,83.8
33,34,Arkansas State,13,48,955,19.90,0,3.7,73.5
34,35,Cincinnati,13,49,979,19.98,1,3.8,75.3
35,36,Baylor,13,70,1401,20.01,0,5.4,107.8
36,37,Washington State,13,49,982,20.04,1,3.8,75.5
37,38,Boise State,13,49,984,20.08,0,3.8,75.7
38,39,Western Kentucky,12,53,1065,20.09,0,4.4,88.8
39,40,Maryland,13,55,1109,20.16,0,4.2,85.3
40,41,Nebraska,13,28,566,20.21,0,2.2,43.5
41,42,Northern Illinois,14,61,1234,20.23,1,4.4,88.1
42,43,Boston College,13,21,425,20.24,0,1.6,32.7
43,44,Army,12,41,832,20.29,0,3.4,69.3
44,45,UCF,13,62,1259,20.31,0,4.8,96.8
45,46,Mississippi State,13,44,899,20.43,0,3.4,69.2
46,47,Kansas State,13,54,1107,20.50,1,4.2,85.2
47,48,Southern Mississippi,12,36,739,20.53,0,3.0,61.6
48,49,Minnesota,13,46,946,20.57,0,3.5,72.8
49,50,Alabama,13,68,1400,20.59,0,5.2,107.7
50,51,Toledo,12,35,721,20.60,0,2.9,60.1
51,51,Nevada,12,43,886,20.60,0,3.6,73.8
52,53,Duke,14,54,1113,20.61,0,3.9,79.5
53,54,Tulane,13,13,268,20.62,0,1.0,20.6
54,55,Georgia State,12,34,703,20.68,1,2.8,58.6
55,56,Colorado State,14,59,1226,20.78,1,4.2,87.6
56,57,Virginia Tech,13,43,899,20.91,1,3.3,69.2
57,58,Memphis,12,28,590,21.07,0,2.3,49.2
58,59,Bowling Green,14,62,1310,21.13,0,4.4,93.6
59,60,Michigan State,14,45,953,21.18,0,3.2,68.1
60,61,Western Michigan,12,39,827,21.21,1,3.3,68.9
61,62,Rice,14,21,446,21.24,0,1.5,31.9
62,63,Temple,12,47,1000,21.28,0,3.9,83.3
63,64,UAB,12,28,596,21.29,0,2.3,49.7
64,64,North Texas,13,41,873,21.29,0,3.2,67.2
65,66,Arizona State,14,64,1365,21.33,1,4.6,97.5
66,67,Oregon State,13,53,1132,21.36,0,4.1,87.1
67,68,Georgia,13,63,1349,21.41,1,4.8,103.8
68,69,Pittsburgh,13,53,1139,21.49,1,4.1,87.6
69,70,Houston,13,42,903,21.50,0,3.2,69.5
70,71,Georgia Tech,13,45,968,21.51,0,3.5,74.5
71,72,Oregon,13,72,1559,21.65,0,5.5,119.9
72,73,Wyoming,12,27,586,21.70,0,2.3,48.8
73,74,SMU,12,37,805,21.76,1,3.1,67.1
74,75,Texas Tech,13,47,1025,21.81,1,3.6,78.8
75,76,East Carolina,13,55,1206,21.93,0,4.2,92.8
76,77,Texas State,12,18,395,21.94,0,1.5,32.9
77,77,Mississippi,13,31,680,21.94,0,2.4,52.3
78,79,Kent State,12,39,856,21.95,0,3.3,71.3
79,80,Eastern Michigan,12,39,858,22.00,3,3.3,71.5
80,80,UTSA,12,40,880,22.00,1,3.3,73.3
81,82,UNLV,13,52,1145,22.02,1,4.0,88.1
82,83,Hawai'i,12,34,749,22.03,0,2.8,62.4
83,84,Troy,12,43,948,22.05,1,3.6,79.0
84,85,Louisiana-Lafayette,13,49,1086,22.16,3,3.8,83.5
85,86,San Jose State,12,40,887,22.18,0,3.3,73.9
86,87,San Diego State,13,37,827,22.35,1,2.8,63.6
87,88,Kansas,12,22,492,22.36,1,1.8,41.0
88,89,UTEP,12,30,671,22.37,0,2.5,55.9
89,89,Missouri,14,38,850,22.37,1,2.7,60.7
90,89,Virginia,12,35,783,22.37,0,2.9,65.3
