,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,San Jose State,12,51,45,88.2,4.3,3.8
1,2,Utah,12,36,32,88.9,3.0,2.7
2,3,Washington,13,37,33,89.2,2.8,2.5
3,4,Air Force,12,61,55,90.2,5.1,4.6
4,5,Houston,13,31,28,90.3,2.4,2.2
5,6,Army,12,44,40,90.9,3.7,3.3
6,7,Florida International,12,56,51,91.1,4.7,4.3
7,8,Wisconsin,13,23,21,91.3,1.8,1.6
8,9,Oklahoma,13,35,32,91.4,2.7,2.5
9,10,Marshall,14,36,33,91.7,2.6,2.4
10,11,Arizona,13,37,34,91.9,2.8,2.6
11,12,Western Michigan,12,50,46,92.0,4.2,3.8
12,13,Southern Mississippi,12,66,61,92.4,5.5,5.1
13,14,Northern Illinois,14,40,37,92.5,2.9,2.6
14,14,San Diego State,13,53,49,92.5,4.1,3.8
15,16,Florida,12,27,25,92.6,2.3,2.1
16,17,Miami (Florida),13,42,39,92.9,3.2,3.0
17,18,Stanford,14,29,27,93.1,2.1,1.9
18,19,Arizona State,14,44,41,93.2,3.1,2.9
19,20,Cincinnati,13,31,29,93.5,2.4,2.2
20,20,Oregon State,13,46,43,93.5,3.5,3.3
21,20,Connecticut,12,46,43,93.5,3.8,3.6
22,23,SMU,12,48,45,93.8,4.0,3.8
23,24,Notre Dame,13,33,31,93.9,2.5,2.4
24,24,Minnesota,13,33,31,93.9,2.5,2.4
25,26,Nevada,12,50,47,94.0,4.2,3.9
26,27,Kansas State,13,34,32,94.1,2.6,2.5
27,27,New Mexico State,12,68,64,94.1,5.7,5.3
28,29,Western Kentucky,12,35,33,94.3,2.9,2.8
29,30,Clemson,13,36,34,94.4,2.8,2.6
30,31,Illinois,12,55,52,94.5,4.6,4.3
31,32,Northwestern,12,37,35,94.6,3.1,2.9
32,32,Wyoming,12,56,53,94.6,4.7,4.4
33,34,Baylor,13,39,37,94.9,3.0,2.8
34,35,Arkansas State,13,40,38,95.0,3.1,2.9
35,35,Kent State,12,40,38,95.0,3.3,3.2
36,37,Florida State,14,21,20,95.2,1.5,1.4
37,37,Rice,14,42,40,95.2,3.0,2.9
38,39,South Florida,12,43,41,95.3,3.6,3.4
39,40,Louisiana-Monroe,12,44,42,95.5,3.7,3.5
40,41,Ohio,13,45,43,95.6,3.5,3.3
41,41,Georgia,13,45,43,95.6,3.5,3.3
42,41,North Carolina State,12,45,43,95.6,3.8,3.6
43,44,Rutgers,13,48,46,95.8,3.7,3.5
44,44,Kentucky,12,48,46,95.8,4.0,3.8
45,44,California,12,72,69,95.8,6.0,5.8
46,47,UNLV,13,51,49,96.1,3.9,3.8
47,47,Idaho,12,76,73,96.1,6.3,6.1
48,49,Troy,12,53,51,96.2,4.4,4.3
49,50,Utah State,14,27,26,96.3,1.9,1.9
50,51,Iowa State,12,56,54,96.4,4.7,4.5
51,52,North Texas,13,29,28,96.6,2.2,2.2
52,53,Oregon,13,30,29,96.7,2.3,2.2
53,54,Oklahoma State,13,31,30,96.8,2.4,2.3
54,55,UAB,12,69,67,97.1,5.8,5.6
55,56,UCLA,13,36,35,97.2,2.8,2.7
56,56,Georgia Tech,13,36,35,97.2,2.8,2.7
57,56,Memphis,12,36,35,97.2,3.0,2.9
58,56,Wake Forest,12,36,35,97.2,3.0,2.9
59,56,New Mexico,12,71,69,97.2,5.9,5.8
60,61,Ohio State,14,37,36,97.3,2.6,2.6
61,61,USC,14,37,36,97.3,2.6,2.6
62,61,Nebraska,13,37,36,97.3,2.8,2.8
63,61,North Carolina,13,37,36,97.3,2.8,2.8
64,61,Navy,13,37,36,97.3,2.8,2.8
65,61,Mississippi,13,37,36,97.3,2.8,2.8
66,61,Maryland,13,37,36,97.3,2.8,2.8
67,68,Vanderbilt,13,38,37,97.4,2.9,2.8
68,68,Texas,13,38,37,97.4,2.9,2.8
69,68,Ball State,13,38,37,97.4,2.9,2.8
70,68,Michigan,13,38,37,97.4,2.9,2.8
71,68,East Carolina,13,39,38,97.4,3.0,2.9
72,68,Middle Tennessee,13,39,38,97.4,3.0,2.9
73,74,Louisiana-Lafayette,13,40,39,97.5,3.1,3.0
74,74,Akron,12,40,39,97.5,3.3,3.3
75,76,Pittsburgh,13,42,41,97.6,3.2,3.2
76,76,Temple,12,42,41,97.6,3.5,3.4
77,76,Toledo,12,42,41,97.6,3.5,3.4
78,79,Fresno State,13,44,43,97.7,3.4,3.3
79,80,Duke,14,46,45,97.8,3.3,3.2
80,80,Tennessee,12,46,45,97.8,3.8,3.8
81,80,Kansas,12,46,45,97.8,3.8,3.8
82,83,Boston College,13,48,47,97.9,3.7,3.6
83,83,Virginia,12,48,47,97.9,4.0,3.9
84,85,Texas Tech,13,50,49,98.0,3.8,3.8
85,85,Arkansas,12,49,48,98.0,4.1,4.0
86,85,Massachusetts,12,50,49,98.0,4.2,4.1
87,88,Colorado,12,56,55,98.2,4.7,4.6
88,88,Georgia State,12,57,56,98.2,4.8,4.7
89,90,Indiana,12,62,61,98.4,5.2,5.1
90,91,Louisville,13,18,18,100.0,1.4,1.4
91,91,Michigan State,14,20,20,100.0,1.4,1.4
92,91,Alabama,13,22,22,100.0,1.7,1.7
93,91,Bowling Green,14,28,28,100.0,2.0,2.0
94,91,South Carolina,13,29,29,100.0,2.2,2.2
95,91,Virginia Tech,13,29,29,100.0,2.2,2.2
96,91,Iowa,13,30,30,100.0,2.3,2.3
97,91,LSU,13,31,31,100.0,2.4,2.4
98,91,BYU,13,31,31,100.0,2.4,2.4
99,91,Florida Atlantic,12,30,30,100.0,2.5,2.5
100,91,Tulane,13,32,32,100.0,2.5,2.5
101,91,UCF,13,33,33,100.0,2.5,2.5
102,91,Missouri,14,36,36,100.0,2.6,2.6
103,91,South Alabama,12,32,32,100.0,2.7,2.7
104,91,Mississippi State,13,35,35,100.0,2.7,2.7
105,91,Auburn,14,38,38,100.0,2.7,2.7
106,91,TCU,12,33,33,100.0,2.8,2.8
107,91,Buffalo,13,37,37,100.0,2.8,2.8
108,91,Boise State,13,38,38,100.0,2.9,2.9
109,91,Penn State,12,37,37,100.0,3.1,3.1
110,91,Syracuse,13,40,40,100.0,3.1,3.1
111,91,Central Michigan,12,38,38,100.0,3.2,3.2
112,91,UTSA,12,38,38,100.0,3.2,3.2
113,91,Louisiana Tech,12,39,39,100.0,3.3,3.3
114,91,Colorado State,14,46,46,100.0,3.3,3.3
115,91,Texas State,12,41,41,100.0,3.4,3.4
116,91,Washington State,13,48,48,100.0,3.7,3.7
117,91,West Virginia,12,47,47,100.0,3.9,3.9
118,91,Texas A&M,13,51,51,100.0,3.9,3.9
119,91,Tulsa,12,50,50,100.0,4.2,4.2
120,91,Miami (Ohio),12,54,54,100.0,4.5,4.5
121,91,Hawai'i,12,56,56,100.0,4.7,4.7
122,91,UTEP,12,59,59,100.0,4.9,4.9
123,91,Purdue,12,61,61,100.0,5.1,5.1
124,91,Eastern Michigan,12,69,69,100.0,5.8,5.8
