,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Louisville,13,13,15,1.15,0,1.0,1.2
1,2,Utah State,14,10,13,1.30,0,0.7,0.9
2,3,Kent State,12,11,24,2.18,0,0.9,2.0
3,4,North Carolina,13,18,52,2.89,0,1.4,4.0
4,5,Fresno State,13,9,27,3.00,0,0.7,2.1
5,6,LSU,13,15,47,3.13,0,1.2,3.6
6,6,Arizona,13,16,50,3.13,0,1.2,3.8
7,8,Louisiana Tech,12,14,44,3.14,0,1.2,3.7
8,9,Boise State,13,13,41,3.15,1,1.0,3.2
9,10,Oregon,13,8,26,3.25,0,0.6,2.0
10,11,Purdue,12,23,75,3.26,0,1.9,6.3
11,12,Penn State,12,12,40,3.33,0,1.0,3.3
12,13,Florida,12,13,49,3.77,0,1.1,4.1
13,14,Northwestern,12,16,61,3.81,1,1.3,5.1
14,15,Air Force,12,9,35,3.89,0,0.8,2.9
15,16,UCLA,13,16,63,3.94,0,1.2,4.8
16,17,Hawai'i,12,23,93,4.04,0,1.9,7.8
17,18,Houston,13,18,73,4.06,0,1.4,5.6
18,19,Georgia,13,10,43,4.30,2,0.8,3.3
19,20,Alabama,13,13,58,4.46,0,1.0,4.5
20,21,Ohio,13,15,68,4.53,0,1.2,5.2
21,22,Temple,12,24,109,4.54,0,2.0,9.1
22,23,Navy,13,11,52,4.73,0,0.8,4.0
23,24,Iowa,13,21,103,4.90,0,1.6,7.9
24,25,Kansas,12,35,172,4.91,0,2.9,14.3
25,26,UCF,13,18,91,5.06,1,1.4,7.0
26,27,West Virginia,12,29,147,5.07,0,2.4,12.3
27,28,UTEP,12,22,112,5.09,1,1.8,9.3
28,29,South Florida,12,26,138,5.31,0,2.2,11.5
29,30,Washington,13,19,102,5.37,0,1.5,7.8
30,31,Massachusetts,12,20,108,5.40,0,1.7,9.0
31,32,Clemson,13,16,87,5.44,0,1.2,6.7
32,33,North Carolina State,12,22,122,5.55,0,1.8,10.2
33,34,Boston College,13,28,157,5.61,0,2.2,12.1
34,35,Maryland,13,28,159,5.68,0,2.2,12.2
35,36,Illinois,12,20,117,5.85,0,1.7,9.8
36,37,Florida International,12,26,155,5.96,0,2.2,12.9
37,38,Mississippi State,13,13,78,6.00,1,1.0,6.0
38,39,North Texas,13,21,129,6.14,0,1.6,9.9
39,40,Kentucky,12,25,155,6.20,0,2.1,12.9
40,41,UTSA,12,22,138,6.27,0,1.8,11.5
41,42,Michigan,13,28,178,6.36,0,2.2,13.7
42,43,Rutgers,13,16,102,6.38,0,1.2,7.8
43,44,Northern Illinois,14,14,90,6.43,0,1.0,6.4
44,45,Vanderbilt,13,23,152,6.61,0,1.8,11.7
45,46,Michigan State,14,18,120,6.67,0,1.3,8.6
46,47,Utah,12,19,128,6.74,0,1.6,10.7
47,48,Army,12,16,108,6.75,0,1.3,9.0
48,49,Oregon State,13,13,88,6.77,0,1.0,6.8
49,50,Memphis,12,20,136,6.80,1,1.7,11.3
50,51,East Carolina,13,22,151,6.86,0,1.7,11.6
51,52,Auburn,14,5,35,7.00,0,0.4,2.5
52,52,Washington State,13,21,147,7.00,0,1.6,11.3
53,54,Connecticut,12,28,197,7.04,1,2.3,16.4
54,55,Stanford,14,29,207,7.14,0,2.1,14.8
55,56,Arkansas State,13,17,122,7.18,0,1.3,9.4
56,57,Wisconsin,13,13,94,7.23,0,1.0,7.2
57,58,Bowling Green,14,12,87,7.25,1,0.9,6.2
58,59,Akron,12,15,109,7.27,0,1.3,9.1
59,60,USC,14,17,127,7.47,0,1.2,9.1
60,61,BYU,13,28,218,7.79,0,2.2,16.8
61,62,Tulane,13,40,312,7.80,2,3.1,24.0
62,63,Wyoming,12,26,204,7.85,1,2.2,17.0
63,64,UAB,12,20,158,7.90,0,1.7,13.2
64,65,Buffalo,13,23,182,7.91,0,1.8,14.0
65,65,South Alabama,12,23,182,7.91,0,1.9,15.2
66,67,San Diego State,13,13,103,7.92,1,1.0,7.9
67,68,Nebraska,13,15,121,8.07,0,1.2,9.3
68,69,South Carolina,13,12,99,8.25,0,0.9,7.6
69,70,Mississippi,13,17,141,8.29,0,1.3,10.8
70,71,Wake Forest,12,20,166,8.30,0,1.7,13.8
71,72,Missouri,14,20,170,8.50,0,1.4,12.1
72,73,Troy,12,17,146,8.59,1,1.4,12.2
73,74,Texas,13,14,121,8.64,1,1.1,9.3
74,75,Toledo,12,12,107,8.92,0,1.0,8.9
75,76,Georgia Tech,13,17,152,8.94,0,1.3,11.7
76,77,Syracuse,13,32,288,9.00,0,2.5,22.2
77,78,Colorado,12,20,182,9.10,1,1.7,15.2
78,79,New Mexico State,12,28,255,9.11,2,2.3,21.3
79,80,Ball State,13,13,119,9.15,0,1.0,9.2
80,81,Louisiana-Monroe,12,26,240,9.23,1,2.2,20.0
81,82,Rice,14,31,287,9.26,1,2.2,20.5
