,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,LSU,13,161,92,57.14
1,2,Louisville,13,175,98,56.00
2,3,Florida State,14,157,82,52.23
3,4,Marshall,14,210,108,51.43
4,4,Georgia Tech,13,175,90,51.43
5,6,Navy,13,174,89,51.15
6,7,East Carolina,13,196,100,51.02
7,8,Texas A&M,13,161,81,50.31
8,9,Louisiana-Lafayette,13,174,87,50.00
9,10,Stanford,14,197,98,49.75
10,11,UCLA,13,193,95,49.22
11,12,Washington,13,202,99,49.01
12,13,Kansas State,13,162,79,48.77
13,14,UCF,13,158,77,48.73
14,15,Cincinnati,13,190,92,48.42
15,16,Illinois,12,170,81,47.65
16,17,Alabama,13,147,70,47.62
17,18,Boise State,13,201,95,47.26
18,19,Arizona,13,212,100,47.17
19,20,North Texas,13,202,95,47.03
20,21,Baylor,13,203,95,46.80
21,22,Ohio State,14,169,79,46.75
22,23,Indiana,12,184,86,46.74
23,24,Auburn,14,187,87,46.52
24,25,Middle Tennessee,13,192,89,46.35
25,26,Western Kentucky,12,158,73,46.20
26,27,Mississippi,13,197,90,45.69
27,28,Bowling Green,14,178,81,45.51
28,29,Wyoming,12,188,85,45.21
29,30,Northern Illinois,14,197,89,45.18
30,31,Utah State,14,231,104,45.02
31,32,Texas Tech,13,218,98,44.95
32,33,UTSA,12,167,75,44.91
33,34,Ball State,13,170,76,44.71
34,35,Clemson,13,197,88,44.67
35,36,Arkansas State,13,194,86,44.33
36,37,Air Force,12,172,76,44.19
37,38,Troy,12,186,82,44.09
38,39,Michigan State,14,214,94,43.93
39,40,South Carolina,13,180,79,43.89
40,41,Missouri,14,194,85,43.81
41,42,Iowa,13,201,88,43.78
42,43,San Jose State,12,189,82,43.39
43,44,Nevada,12,199,86,43.22
44,45,Colorado State,14,213,92,43.19
45,46,Oregon,13,160,69,43.13
46,47,Army,12,168,72,42.86
47,47,Central Michigan,12,154,66,42.86
48,49,Temple,12,173,74,42.77
49,50,Fresno State,13,196,83,42.35
50,51,Toledo,12,152,64,42.11
51,52,Minnesota,13,183,77,42.08
52,53,Notre Dame,13,176,74,42.05
53,54,Wisconsin,13,177,74,41.81
54,55,Arkansas,12,156,65,41.67
55,56,Georgia,13,166,69,41.57
56,57,North Carolina,13,189,78,41.27
57,58,San Diego State,13,211,86,40.76
58,59,Texas,13,222,90,40.54
59,60,Oregon State,13,181,73,40.33
60,61,South Alabama,12,179,72,40.22
61,62,Washington State,13,200,80,40.00
62,62,Florida Atlantic,12,185,74,40.00
63,64,Buffalo,13,203,81,39.90
64,64,UNLV,13,193,77,39.90
65,66,Northwestern,12,188,75,39.89
66,67,UTEP,12,186,74,39.78
67,68,Mississippi State,13,177,70,39.55
68,69,Kent State,12,172,68,39.53
69,70,Duke,14,200,79,39.50
70,71,Oklahoma,13,195,77,39.49
71,72,Rice,14,216,85,39.35
72,73,Akron,12,183,72,39.34
73,74,Nebraska,13,186,73,39.25
74,75,Michigan,13,181,71,39.23
75,76,Ohio,13,189,74,39.15
76,77,Arizona State,14,215,84,39.07
77,78,SMU,12,198,77,38.89
78,79,Oklahoma State,13,196,76,38.78
79,80,Florida,12,173,67,38.73
80,81,Syracuse,13,210,81,38.57
81,82,Pittsburgh,13,173,66,38.15
82,83,North Carolina State,12,215,82,38.14
83,84,BYU,13,231,88,38.10
84,85,Virginia,12,229,87,37.99
85,86,Louisiana-Monroe,12,203,77,37.93
86,87,UAB,12,168,63,37.50
87,87,New Mexico,12,152,57,37.50
88,89,New Mexico State,12,169,62,36.69
89,90,Massachusetts,12,186,67,36.02
90,91,Louisiana Tech,12,184,66,35.87
91,92,Tennessee,12,159,57,35.85
92,93,Houston,13,191,68,35.60
93,94,Tulane,13,194,69,35.57
94,95,Wake Forest,12,184,65,35.33
95,96,Miami (Florida),13,160,56,35.00
96,97,Tulsa,12,203,71,34.98
97,98,Rutgers,13,186,65,34.95
98,98,USC,14,186,65,34.95
99,100,Boston College,13,176,61,34.66
100,101,Iowa State,12,203,70,34.48
101,102,Utah,12,186,64,34.41
102,103,Texas State,12,172,59,34.30
103,103,Penn State,12,172,59,34.30
104,105,Connecticut,12,184,63,34.24
105,106,Eastern Michigan,12,162,55,33.95
106,107,Colorado,12,172,58,33.72
107,108,California,12,214,72,33.64
108,109,Idaho,12,209,70,33.49
109,110,Georgia State,12,181,60,33.15
110,111,Vanderbilt,13,182,60,32.97
111,112,Hawai'i,12,198,64,32.32
112,113,Virginia Tech,13,203,65,32.02
113,114,West Virginia,12,185,59,31.89
114,115,Maryland,13,189,60,31.75
115,116,TCU,12,175,55,31.43
116,117,Kentucky,12,165,51,30.91
117,118,Western Michigan,12,188,58,30.85
118,119,Purdue,12,172,53,30.81
119,120,Memphis,12,173,53,30.64
120,121,Southern Mississippi,12,178,52,29.21
121,122,South Florida,12,172,48,27.91
122,123,Kansas,12,190,53,27.89
123,124,Miami (Ohio),12,167,41,24.55
124,125,Florida International,12,172,39,22.67
