,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
51,44,New Mexico,12,5,2,1,1,1,0,0
52,44,Ohio State,14,5,1,0,0,0,0,0
53,44,Pittsburgh,13,5,3,2,2,2,1,1
54,44,Purdue,12,5,3,1,1,1,1,1
55,44,Rutgers,13,5,1,1,0,0,0,0
56,44,USC,14,5,2,0,0,0,0,0
57,44,UTSA,12,5,3,1,1,1,1,1
58,44,Virginia,12,5,2,1,0,0,0,0
59,44,Virginia Tech,13,5,2,1,1,1,1,1
60,44,Western Kentucky,12,5,0,0,0,0,0,0
61,44,Wyoming,12,5,2,0,0,0,0,0
62,63,Ball State,13,6,0,0,0,0,0,0
63,63,Clemson,13,6,3,1,0,0,0,0
64,63,Georgia State,12,6,3,2,2,1,1,1
65,63,Houston,13,6,1,0,0,0,0,0
66,63,Illinois,12,6,3,2,1,0,0,0
67,63,Navy,13,6,0,0,0,0,0,0
68,63,North Carolina State,12,6,3,3,1,1,1,1
69,63,Oklahoma,13,6,3,1,0,0,0,0
70,63,Oregon State,13,6,2,2,1,0,0,0
71,63,Temple,12,6,3,3,1,1,1,0
72,63,Texas Tech,13,6,2,1,1,1,1,1
73,63,Toledo,12,6,1,0,0,0,0,0
74,63,UTEP,12,6,3,0,0,0,0,0
75,76,Army,12,7,3,0,0,0,0,0
76,76,BYU,13,7,4,3,2,2,2,2
77,76,Florida International,12,7,5,2,2,1,1,1
78,76,Florida State,14,7,1,1,1,1,0,0
79,76,Georgia Tech,13,7,3,0,0,0,0,0
80,76,Hawai'i,12,7,3,0,0,0,0,0
81,76,Kentucky,12,7,3,1,1,0,0,0
82,76,Memphis,12,7,1,0,0,0,0,0
83,76,Michigan,13,7,5,2,1,0,0,0
84,76,Mississippi,13,7,2,1,0,0,0,0
85,76,New Mexico State,12,7,3,3,3,3,2,2
86,76,South Carolina,13,7,1,1,1,1,1,1
87,76,Southern Mississippi,12,7,1,1,1,0,0,0
88,76,TCU,12,7,3,3,2,2,1,1
89,76,Texas A&M,13,7,2,0,0,0,0,0
90,76,Troy,12,7,5,2,2,2,1,1
91,76,Wake Forest,12,7,2,1,1,1,1,1
92,76,Washington,13,7,4,4,3,2,2,2
93,76,Western Michigan,12,7,2,1,1,1,1,1
94,95,Alabama,13,8,4,1,1,1,1,0
95,95,Boise State,13,8,1,1,1,0,0,0
96,95,Bowling Green,14,8,1,0,0,0,0,0
97,95,Colorado,12,8,2,2,2,2,2,0
98,95,Iowa,13,8,2,2,1,0,0,0
99,95,Kansas State,13,8,3,1,1,1,1,1
100,95,Kent State,12,8,4,2,1,0,0,0
101,95,Massachusetts,12,8,4,0,0,0,0,0
102,95,North Carolina,13,8,4,1,1,1,1,1
103,95,Oklahoma State,13,8,3,2,2,0,0,0
104,95,Oregon,13,8,1,1,0,0,0,0
105,95,SMU,12,8,1,0,0,0,0,0
106,95,South Florida,12,8,3,1,1,0,0,0
107,95,Utah,12,8,4,2,2,2,2,1
108,95,West Virginia,12,8,2,1,0,0,0,0
109,110,Arizona,13,9,3,0,0,0,0,0
110,110,Arizona State,14,9,5,4,2,1,1,1
111,110,Georgia,13,9,3,1,1,1,1,1
112,110,Idaho,12,9,4,3,1,1,1,1
113,110,Middle Tennessee,13,9,4,3,2,2,2,1
114,110,San Jose State,12,9,3,3,0,0,0,0
115,110,Tennessee,12,9,4,3,2,2,1,1
116,110,UCF,13,9,3,0,0,0,0,0
117,118,Baylor,13,10,3,2,1,1,0,0
118,118,Connecticut,12,10,3,2,0,0,0,0
119,118,Florida Atlantic,12,10,6,3,2,1,1,0
120,118,Penn State,12,10,3,2,2,2,2,2
121,122,Fresno State,13,12,8,5,3,2,2,1
122,122,Texas,13,12,6,1,1,1,0,0
123,124,Notre Dame,13,15,6,3,0,0,0,0
124,125,Louisville,13,16,5,1,1,0,0,0
