,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Florida State,14,94,94,100.0,6.7,6.7
1,1,Alabama,13,65,65,100.0,5.0,5.0
2,1,Indiana,12,56,56,100.0,4.7,4.7
3,1,Georgia,13,57,57,100.0,4.4,4.4
4,1,Miami (Florida),13,57,57,100.0,4.4,4.4
5,1,Duke,14,58,58,100.0,4.1,4.1
6,1,Colorado State,14,58,58,100.0,4.1,4.1
7,1,UCF,13,53,53,100.0,4.1,4.1
8,1,Houston,13,52,52,100.0,4.0,4.0
9,1,Michigan,13,49,49,100.0,3.8,3.8
10,1,Vanderbilt,13,48,48,100.0,3.7,3.7
11,1,Middle Tennessee,13,47,47,100.0,3.6,3.6
12,1,BYU,13,45,45,100.0,3.5,3.5
13,1,Utah,12,41,41,100.0,3.4,3.4
14,1,Illinois,12,40,40,100.0,3.3,3.3
15,1,Ohio,13,42,42,100.0,3.2,3.2
16,1,Notre Dame,13,42,42,100.0,3.2,3.2
17,1,Iowa,13,42,42,100.0,3.2,3.2
18,1,UTSA,12,38,38,100.0,3.2,3.2
19,1,TCU,12,37,37,100.0,3.1,3.1
20,1,Army,12,37,37,100.0,3.1,3.1
21,1,Tulane,13,38,38,100.0,2.9,2.9
22,1,UAB,12,35,35,100.0,2.9,2.9
23,1,Northwestern,12,35,35,100.0,2.9,2.9
24,1,UTEP,12,32,32,100.0,2.7,2.7
25,1,North Carolina State,12,31,31,100.0,2.6,2.6
26,1,Colorado,12,30,30,100.0,2.5,2.5
27,1,Kent State,12,29,29,100.0,2.4,2.4
28,1,Arkansas,12,29,29,100.0,2.4,2.4
29,1,Connecticut,12,27,27,100.0,2.3,2.3
30,1,Wake Forest,12,26,26,100.0,2.2,2.2
31,1,Memphis,12,24,24,100.0,2.0,2.0
32,1,Southern Mississippi,12,24,24,100.0,2.0,2.0
33,1,Western Michigan,12,20,20,100.0,1.7,1.7
34,1,South Florida,12,15,15,100.0,1.3,1.3
35,1,Massachusetts,12,14,14,100.0,1.2,1.2
36,1,Miami (Ohio),12,12,12,100.0,1.0,1.0
37,38,Baylor,13,89,88,98.9,6.8,6.8
38,39,Oklahoma State,13,68,67,98.5,5.2,5.2
39,39,Clemson,13,67,66,98.5,5.2,5.1
40,39,Auburn,14,67,66,98.5,4.8,4.7
41,42,LSU,13,61,60,98.4,4.7,4.6
42,42,UCLA,13,61,60,98.4,4.7,4.6
43,42,Georgia Tech,13,61,60,98.4,4.7,4.6
44,45,Wisconsin,13,58,57,98.3,4.5,4.4
45,46,South Carolina,13,55,54,98.2,4.2,4.2
46,47,Kansas State,13,53,52,98.1,4.1,4.0
47,47,Utah State,14,54,53,98.1,3.9,3.8
48,49,New Mexico,12,50,49,98.0,4.2,4.1
49,49,Washington State,13,50,49,98.0,3.8,3.8
50,51,Wyoming,12,48,47,97.9,4.0,3.9
51,51,Oklahoma,13,48,47,97.9,3.7,3.6
52,51,Arkansas State,13,47,46,97.9,3.6,3.5
53,54,Toledo,12,46,45,97.8,3.8,3.8
54,54,Texas,13,46,45,97.8,3.5,3.5
55,56,Ohio State,14,82,80,97.6,5.9,5.7
56,56,Penn State,12,42,41,97.6,3.5,3.4
57,56,Rutgers,13,41,40,97.6,3.2,3.1
58,56,Boston College,13,41,40,97.6,3.2,3.1
59,56,Pittsburgh,13,41,40,97.6,3.2,3.1
60,61,San Jose State,12,40,39,97.5,3.3,3.3
61,62,Maryland,13,38,37,97.4,2.9,2.8
62,63,Northern Illinois,14,71,69,97.2,5.1,4.9
63,63,West Virginia,12,36,35,97.2,3.0,2.9
64,63,Air Force,12,36,35,97.2,3.0,2.9
65,63,Iowa State,12,36,35,97.2,3.0,2.9
66,67,Tennessee,12,35,34,97.1,2.9,2.8
67,67,Texas State,12,35,34,97.1,2.9,2.8
68,67,Louisiana-Monroe,12,35,34,97.1,2.9,2.8
69,70,East Carolina,13,66,64,97.0,5.1,4.9
70,71,Washington,13,64,62,96.9,4.9,4.8
71,71,California,12,32,31,96.9,2.7,2.6
72,73,Ball State,13,62,60,96.8,4.8,4.6
73,74,Bowling Green,14,61,59,96.7,4.4,4.2
74,74,Akron,12,30,29,96.7,2.5,2.4
75,76,Louisville,13,57,55,96.5,4.4,4.2
76,77,Louisiana-Lafayette,13,56,54,96.4,4.3,4.2
77,77,Arizona,13,55,53,96.4,4.2,4.1
