,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
102,103,Idaho,12,467,2541,5.44,32,38.92,211.75
103,104,Army,12,502,2560,5.10,29,41.83,213.33
104,105,Hawai'i,12,578,2563,4.43,27,48.17,213.58
105,106,San Jose State,12,491,2575,5.24,29,40.92,214.58
106,107,Massachusetts,12,480,2586,5.39,23,40.00,215.50
107,108,UNLV,13,559,2812,5.03,28,43.00,216.31
108,109,Wyoming,12,570,2642,4.64,27,47.50,220.17
109,110,UAB,12,474,2656,5.60,35,39.50,221.33
110,111,Texas A&M,13,537,2890,5.38,23,41.31,222.31
111,112,Georgia State,12,542,2668,4.92,28,45.17,222.33
112,113,Miami (Ohio),12,528,2680,5.08,23,44.00,223.33
113,114,Iowa State,12,502,2688,5.35,33,41.83,224.00
114,115,Southern Mississippi,12,567,2695,4.75,38,47.25,224.58
115,116,Purdue,12,529,2825,5.34,28,44.08,235.42
116,117,Indiana,12,525,2853,5.43,35,43.75,237.75
117,118,Illinois,12,513,2863,5.58,29,42.75,238.58
118,119,UTEP,12,483,2974,6.16,35,40.25,247.83
119,120,Western Michigan,12,558,3000,5.38,30,46.50,250.00
120,121,Air Force,12,592,3007,5.08,41,49.33,250.58
121,122,New Mexico,12,498,3081,6.19,40,41.50,256.75
122,123,Eastern Michigan,12,493,3096,6.28,43,41.08,258.00
123,124,Nevada,12,472,3102,6.57,34,39.33,258.50
124,125,New Mexico State,12,524,3594,6.86,45,43.67,299.50
