,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Florida State,14,283,109,40,22,11,6,3,1,1
1,2,Baylor,13,276,112,56,37,20,13,6,3,1
2,3,Oregon,13,272,105,41,23,9,5,2,0,0
3,4,Marshall,14,267,81,34,24,11,5,3,0,0
4,4,Texas Tech,13,267,75,34,13,4,1,0,0,0
5,6,Texas A&M,13,261,95,41,16,6,4,3,1,1
6,7,East Carolina,13,257,65,20,8,4,1,0,0,0
7,8,Fresno State,13,256,86,30,19,10,3,1,0,0
8,9,Missouri,14,253,82,36,23,12,6,2,2,1
9,10,Bowling Green,14,250,74,33,15,8,4,2,1,1
10,11,Ohio State,14,248,86,40,21,9,2,2,1,1
11,12,Georgia,13,245,81,35,14,6,4,4,2,1
12,13,Northern Illinois,14,244,78,37,21,10,3,1,1,0
13,14,BYU,13,242,69,34,16,8,5,1,0,0
14,15,Louisville,13,238,71,33,9,3,2,1,0,0
15,16,Clemson,13,232,74,35,19,8,7,5,2,2
16,17,UCLA,13,230,69,28,10,5,4,2,1,0
17,18,Auburn,14,229,80,45,26,16,7,4,1,0
18,19,Arizona State,14,228,86,32,16,8,4,1,0,0
19,20,Indiana,12,227,83,42,27,14,7,2,0,0
20,20,Oregon State,13,227,84,30,13,4,0,0,0,0
21,22,LSU,13,222,88,35,19,10,3,0,0,0
22,23,Mississippi State,13,221,62,25,12,7,4,1,0,0
23,24,Washington State,13,220,55,25,15,7,3,2,0,0
24,25,Ball State,13,219,71,34,18,10,4,4,0,0
25,26,Alabama,13,218,74,30,19,14,6,2,2,1
26,27,Boise State,13,217,63,29,19,11,5,2,1,0
27,27,Western Kentucky,12,217,68,22,11,3,2,0,0,0
28,29,Cincinnati,13,211,79,31,18,7,3,1,0,0
29,29,Colorado State,14,211,81,34,21,13,4,3,1,0
30,31,Wisconsin,13,210,75,37,21,15,11,6,2,1
31,32,Rice,14,209,57,26,13,6,3,2,0,0
32,33,Houston,13,207,70,29,18,8,7,2,1,0
33,33,Mississippi,13,207,67,35,19,13,7,3,0,0
34,33,Washington,13,207,87,38,20,11,7,3,0,0
35,36,Maryland,13,206,73,33,14,6,4,2,0,0
36,36,USC,14,206,67,32,18,11,6,3,1,0
37,38,Illinois,12,204,64,22,12,8,2,1,0,0
38,38,UCF,13,204,75,33,17,11,6,4,1,1
39,40,Duke,14,202,64,31,16,9,4,2,0,0
40,41,Oklahoma State,13,201,85,34,16,7,2,1,0,0
41,42,San Diego State,13,200,72,37,15,8,5,3,1,0
42,42,South Carolina,13,200,76,33,16,10,6,4,0,0
43,44,San Jose State,12,198,70,38,17,11,8,5,1,0
44,45,Middle Tennessee,13,197,54,24,11,4,4,1,1,1
45,46,Buffalo,13,196,56,22,11,5,2,0,0,0
46,46,Utah State,14,196,72,36,13,5,2,1,0,0
47,48,Michigan,13,195,60,30,12,7,4,3,1,0
48,48,Troy,12,195,72,33,21,14,3,0,0,0
49,50,Notre Dame,13,194,64,33,13,6,5,3,3,0
50,51,North Carolina,13,193,59,26,13,9,3,2,0,0
51,52,South Alabama,12,189,62,26,16,7,2,0,0,0
52,53,Louisiana-Lafayette,13,188,59,25,13,8,5,2,1,0
53,54,California,12,187,58,25,14,11,6,3,1,0
54,54,Kansas State,13,187,61,28,16,9,5,3,1,1
55,54,Miami (Florida),13,187,72,44,22,15,9,4,3,0
56,54,Nebraska,13,187,58,22,9,4,2,1,1,1
57,58,Rutgers,13,186,58,25,13,9,3,1,1,0
58,58,UTSA,12,186,53,23,11,7,4,1,1,0
59,60,North Texas,13,185,51,26,12,6,5,3,3,1
60,60,Wyoming,12,185,67,31,22,14,10,6,1,1
61,62,Michigan State,14,184,61,26,11,3,3,2,1,0
62,62,Pittsburgh,13,184,54,24,11,6,4,0,0,0
63,64,Hawai'i,12,181,64,31,13,3,2,0,0,0
64,64,Oklahoma,13,181,53,31,18,9,6,3,1,0
65,66,Navy,13,180,53,19,10,5,3,0,0,0
