,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Texas Tech,13,207,65,30,12,3,1,0,0,0
1,2,Washington State,13,192,52,24,14,6,3,2,0,0
2,3,Fresno State,13,189,74,26,18,10,3,1,0,0
3,4,Florida State,14,188,75,26,15,6,2,2,1,1
4,5,East Carolina,13,186,47,17,8,4,1,0,0,0
5,6,Oregon State,13,185,74,28,13,4,0,0,0,0
6,7,Louisville,13,177,57,25,6,2,1,0,0,0
7,8,Marshall,14,173,54,23,14,4,0,0,0,0
8,9,Texas A&M,13,172,77,37,14,6,4,3,1,1
9,10,Baylor,13,168,78,43,29,16,10,4,2,1
10,11,Georgia,13,167,64,28,11,3,3,3,2,1
11,12,Ball State,13,164,55,27,15,9,3,3,0,0
12,13,Clemson,13,160,60,29,17,8,7,5,2,2
13,14,Bowling Green,14,157,50,23,12,7,4,2,1,1
14,15,Oregon,13,155,64,24,11,5,2,1,0,0
15,16,San Jose State,12,154,63,33,16,10,8,5,1,0
16,17,Cincinnati,13,153,62,25,16,5,2,0,0,0
17,17,Indiana,12,153,56,27,15,6,3,1,0,0
18,19,SMU,12,145,42,20,13,10,5,2,0,0
19,20,Boise State,13,144,41,19,14,7,3,1,1,0
20,21,Missouri,14,143,54,21,13,6,3,1,1,1
21,22,California,12,142,50,21,12,9,5,2,1,0
22,23,Notre Dame,13,141,53,24,9,5,4,2,2,0
23,23,UCLA,13,141,45,18,7,3,2,1,0,0
24,25,Arizona State,14,140,62,21,10,7,4,1,0,0
25,25,Houston,13,140,57,24,14,7,6,2,1,0
26,25,North Carolina,13,140,51,24,11,8,2,2,0,0
27,28,LSU,13,138,63,21,10,3,1,0,0,0
28,29,Hawai'i,12,137,55,27,12,3,2,0,0,0
29,30,Oklahoma State,13,136,62,26,12,4,1,1,0,0
30,31,Duke,14,135,46,22,13,7,4,2,0,0
31,31,Illinois,12,135,50,18,11,7,2,1,0,0
32,33,Mississippi State,13,134,43,17,6,5,3,0,0,0
33,33,UCF,13,134,56,26,13,9,5,3,1,1
34,35,Mississippi,13,133,46,25,13,10,5,2,0,0
35,36,Colorado State,14,131,61,24,14,7,1,0,0,0
36,36,San Diego State,13,131,51,23,9,5,4,2,1,0
37,36,Western Kentucky,12,131,46,15,7,2,1,0,0,0
38,39,Rutgers,13,130,46,18,9,5,2,1,1,0
39,39,Troy,12,130,61,30,19,14,3,0,0,0
40,41,Alabama,13,129,45,20,13,10,4,1,1,1
41,41,South Carolina,13,129,53,23,8,4,3,1,0,0
42,41,Virginia Tech,13,129,41,15,7,4,2,1,1,0
43,44,Michigan,13,127,44,21,11,7,4,3,1,0
44,45,Maryland,13,126,53,24,11,5,3,2,0,0
45,45,Pittsburgh,13,126,38,17,8,6,4,0,0,0
46,47,BYU,13,125,39,18,6,3,1,0,0,0
47,48,West Virginia,12,124,40,23,13,4,3,2,0,0
48,49,North Texas,13,123,31,17,9,4,3,1,1,0
49,49,Ohio,13,123,42,19,13,6,5,3,2,0
50,51,Washington,13,122,53,22,11,4,2,1,0,0
51,52,USC,14,121,43,20,12,7,5,2,1,0
52,52,Wyoming,12,121,46,18,12,6,6,4,1,1
53,54,Southern Mississippi,12,120,37,15,7,4,2,1,1,0
54,54,UTSA,12,120,30,15,6,5,2,0,0,0
55,56,Michigan State,14,119,41,14,8,3,3,2,1,0
56,56,Middle Tennessee,13,119,34,13,5,2,2,1,1,1
57,58,Buffalo,13,118,42,17,10,4,1,0,0,0
58,58,Utah State,14,118,50,25,8,1,0,0,0,0
59,60,UNLV,13,117,32,16,7,3,2,0,0,0
60,61,Connecticut,12,116,37,13,5,1,1,1,0,0
