,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
50,38,Texas A&M,13,7,2,1,1,1,1,1
51,38,Texas State,12,7,3,2,2,2,2,2
52,38,Toledo,12,7,3,3,0,0,0,0
53,38,UTEP,12,7,3,3,3,2,2,2
54,55,Arizona State,14,6,1,0,0,0,0,0
55,55,Arkansas State,13,6,5,4,2,1,1,1
56,55,Central Michigan,12,6,2,2,1,1,1,0
57,55,Fresno State,13,6,2,1,0,0,0,0
58,55,Georgia Tech,13,6,3,1,0,0,0,0
59,55,Idaho,12,6,2,0,0,0,0,0
60,55,Indiana,12,6,4,0,0,0,0,0
61,55,Iowa,13,6,3,2,2,1,1,1
62,55,Louisville,13,6,1,1,1,1,1,1
63,55,Ohio,13,6,2,0,0,0,0,0
64,55,Oklahoma State,13,6,4,2,1,1,1,1
65,55,Purdue,12,6,3,2,2,2,2,2
66,55,Rice,14,6,1,0,0,0,0,0
67,55,SMU,12,6,2,1,1,1,1,0
68,55,Southern Mississippi,12,6,1,0,0,0,0,0
69,55,Texas,13,6,2,1,0,0,0,0
70,55,West Virginia,12,6,1,0,0,0,0,0
71,55,Western Michigan,12,6,2,1,0,0,0,0
72,73,Duke,14,5,3,2,2,2,2,2
73,73,Eastern Michigan,12,5,1,1,1,1,1,1
74,73,Georgia State,12,5,3,2,2,1,0,0
75,73,Kansas,12,5,1,1,1,0,0,0
76,73,Kentucky,12,5,2,0,0,0,0,0
77,73,Minnesota,13,5,4,3,2,1,1,1
78,73,Missouri,14,5,3,1,1,0,0,0
79,73,North Texas,13,5,2,1,1,1,1,1
80,73,Ohio State,14,5,3,1,0,0,0,0
81,73,Tulsa,12,5,1,1,1,1,1,0
82,73,Virginia,12,5,1,0,0,0,0,0
83,73,Washington State,13,5,2,0,0,0,0,0
84,85,Akron,12,4,1,0,0,0,0,0
85,85,Arkansas,12,4,2,1,1,1,1,0
86,85,Bowling Green,14,4,2,1,1,1,1,1
87,85,Illinois,12,4,1,1,1,1,1,1
88,85,Louisiana Tech,12,4,2,0,0,0,0,0
89,85,Mississippi State,13,4,3,2,2,1,1,1
90,85,Oregon State,13,4,1,1,1,1,1,1
91,85,Troy,12,4,1,1,0,0,0,0
92,93,Air Force,12,3,2,0,0,0,0,0
93,93,Cincinnati,13,3,0,0,0,0,0,0
94,93,Clemson,13,3,0,0,0,0,0,0
95,93,East Carolina,13,3,2,2,1,1,1,0
96,93,Florida Atlantic,12,3,1,0,0,0,0,0
97,93,Florida International,12,3,3,2,0,0,0,0
98,93,Kent State,12,3,1,1,1,1,1,1
99,93,Louisiana-Monroe,12,3,1,1,1,1,1,0
100,93,North Carolina State,12,3,1,0,0,0,0,0
101,93,Northwestern,12,3,1,0,0,0,0,0
102,93,Penn State,12,3,1,0,0,0,0,0
103,93,South Carolina,13,3,1,1,0,0,0,0
104,93,Syracuse,13,3,1,0,0,0,0,0
105,93,Tulane,13,3,1,0,0,0,0,0
106,93,USC,14,3,0,0,0,0,0,0
107,93,UTSA,12,3,0,0,0,0,0,0
108,93,Virginia Tech,13,3,2,1,1,1,1,0
109,93,Western Kentucky,12,3,1,0,0,0,0,0
110,93,Wisconsin,13,3,3,3,1,1,1,1
111,112,Arizona,13,2,0,0,0,0,0,0
112,112,Connecticut,12,2,0,0,0,0,0,0
113,112,Georgia,13,2,2,0,0,0,0,0
114,112,Miami (Ohio),12,2,0,0,0,0,0,0
115,112,Mississippi,13,2,2,1,0,0,0,0
116,112,Nevada,12,2,0,0,0,0,0,0
117,112,New Mexico State,12,2,0,0,0,0,0,0
118,112,San Jose State,12,2,1,0,0,0,0,0
119,112,Utah,12,2,0,0,0,0,0,0
120,112,Utah State,14,2,2,1,0,0,0,0
121,122,Michigan State,14,1,0,0,0,0,0,0
122,122,Wake Forest,12,1,1,0,0,0,0,0
123,122,Wyoming,12,1,0,0,0,0,0,0
124,125,Army,12,0,0,0,0,0,0,0
