,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
53,42,Stanford,14,3,0,0,0,0,0,0,0
54,42,Syracuse,13,3,2,2,1,1,1,0,0
55,42,Troy,12,3,2,1,0,0,0,0,0
56,42,Washington State,13,3,1,1,1,0,0,0,0
57,58,Arkansas,12,2,1,0,0,0,0,0,0
58,58,Arkansas State,13,2,1,1,0,0,0,0,0
59,58,Boston College,13,2,1,0,0,0,0,0,0
60,58,Cincinnati,13,2,1,0,0,0,0,0,0
61,58,Florida Atlantic,12,2,1,1,0,0,0,0,0
62,58,Georgia State,12,2,1,1,1,1,0,0,0
63,58,Hawai'i,12,2,0,0,0,0,0,0,0
64,58,LSU,13,2,1,1,1,1,0,0,0
65,58,Louisiana Tech,12,2,0,0,0,0,0,0,0
66,58,Massachusetts,12,2,1,0,0,0,0,0,0
67,58,Michigan,13,2,1,0,0,0,0,0,0
68,58,Middle Tennessee,13,2,1,1,1,0,0,0,0
69,58,Minnesota,13,2,1,1,1,1,0,0,0
70,58,Missouri,14,2,2,0,0,0,0,0,0
71,58,Nevada,12,2,0,0,0,0,0,0,0
72,58,Oregon State,13,2,1,1,0,0,0,0,0
73,58,Southern Mississippi,12,2,2,1,0,0,0,0,0
74,58,Texas A&M,13,2,1,0,0,0,0,0,0
75,58,Toledo,12,2,0,0,0,0,0,0,0
76,58,UAB,12,2,2,1,1,1,0,0,0
77,58,Virginia Tech,13,2,1,1,0,0,0,0,0
78,58,Wake Forest,12,2,0,0,0,0,0,0,0
79,58,Western Kentucky,12,2,1,0,0,0,0,0,0
80,58,Western Michigan,12,2,2,0,0,0,0,0,0
81,58,Wyoming,12,2,0,0,0,0,0,0,0
82,83,Akron,12,1,0,0,0,0,0,0,0
83,83,Ball State,13,1,1,1,0,0,0,0,0
84,83,Buffalo,13,1,0,0,0,0,0,0,0
85,83,Central Michigan,12,1,1,1,1,0,0,0,0
86,83,Houston,13,1,1,0,0,0,0,0,0
87,83,Idaho,12,1,1,1,0,0,0,0,0
88,83,Indiana,12,1,1,1,1,0,0,0,0
89,83,Louisiana-Monroe,12,1,1,1,1,1,1,1,0
90,83,Miami (Ohio),12,1,1,0,0,0,0,0,0
91,83,Mississippi,13,1,1,1,1,1,1,0,0
92,83,Mississippi State,13,1,0,0,0,0,0,0,0
93,83,Navy,13,1,0,0,0,0,0,0,0
94,83,New Mexico,12,1,0,0,0,0,0,0,0
95,83,Northwestern,12,1,0,0,0,0,0,0,0
96,83,Notre Dame,13,1,0,0,0,0,0,0,0
97,83,Ohio State,14,1,1,1,1,1,0,0,0
98,83,Purdue,12,1,1,1,0,0,0,0,0
99,83,Rice,14,1,0,0,0,0,0,0,0
100,83,SMU,12,1,1,1,1,0,0,0,0
101,83,San Jose State,12,1,0,0,0,0,0,0,0
102,83,South Alabama,12,1,0,0,0,0,0,0,0
103,83,South Carolina,13,1,1,0,0,0,0,0,0
104,83,Tulsa,12,1,1,1,1,1,1,0,0
105,83,UTSA,12,1,1,1,1,1,0,0,0
106,83,Vanderbilt,13,1,0,0,0,0,0,0,0
107,83,West Virginia,12,1,0,0,0,0,0,0,0
108,109,Air Force,12,0,0,0,0,0,0,0,0
109,109,Arizona State,14,0,0,0,0,0,0,0,0
110,109,Army,12,0,0,0,0,0,0,0,0
111,109,California,12,0,0,0,0,0,0,0,0
112,109,Colorado,12,0,0,0,0,0,0,0,0
113,109,Connecticut,12,0,0,0,0,0,0,0,0
114,109,Eastern Michigan,12,0,0,0,0,0,0,0,0
115,109,Georgia,13,0,0,0,0,0,0,0,0
116,109,Kent State,12,0,0,0,0,0,0,0,0
117,109,Nebraska,13,0,0,0,0,0,0,0,0
118,109,New Mexico State,12,0,0,0,0,0,0,0,0
119,109,Temple,12,0,0,0,0,0,0,0,0
120,109,Tennessee,12,0,0,0,0,0,0,0,0
121,109,Tulane,13,0,0,0,0,0,0,0,0
122,109,UNLV,13,0,0,0,0,0,0,0,0
123,109,UTEP,12,0,0,0,0,0,0,0,0
124,109,Washington,13,0,0,0,0,0,0,0,0
