,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Duke,14,8,4,3,2,2,2,1,0
1,1,Utah,12,8,2,1,0,0,0,0,0
2,3,Boise State,13,7,5,3,0,0,0,0,0
3,3,North Carolina,13,7,6,6,5,5,2,2,0
4,3,North Texas,13,7,4,4,3,2,0,0,0
5,3,Oklahoma State,13,7,5,4,2,2,1,1,1
6,3,Utah State,14,7,4,3,2,2,0,0,0
7,8,Auburn,14,6,3,3,2,2,2,1,0
8,8,Florida State,14,6,0,0,0,0,0,0,0
9,8,Marshall,14,6,3,2,2,1,1,0,0
10,8,Miami (Florida),13,6,1,1,1,1,1,0,0
11,8,Michigan State,14,6,2,0,0,0,0,0,0
12,8,Oregon,13,6,3,3,2,2,1,0,0
13,8,TCU,12,6,3,2,1,0,0,0,0
14,8,USC,14,6,4,3,2,2,2,1,1
15,16,BYU,13,5,2,2,2,1,1,0,0
16,16,Colorado State,14,5,4,2,2,1,1,0,0
17,16,East Carolina,13,5,2,1,1,1,0,0,0
18,16,Fresno State,13,5,2,2,2,1,0,0,0
19,16,Georgia Tech,13,5,0,0,0,0,0,0,0
20,16,Iowa,13,5,3,3,2,2,1,1,0
21,16,North Carolina State,12,5,2,2,2,2,1,0,0
22,16,Ohio,13,5,3,2,1,1,1,0,0
23,16,Oklahoma,13,5,4,3,2,2,1,1,1
24,16,Texas,13,5,2,2,2,1,1,1,0
25,16,Texas State,12,5,2,1,0,0,0,0,0
26,16,Virginia,12,5,4,1,0,0,0,0,0
27,28,Alabama,13,4,4,2,2,2,2,0,0
28,28,Clemson,13,4,1,1,0,0,0,0,0
29,28,Florida,12,4,2,0,0,0,0,0,0
30,28,Illinois,12,4,3,2,2,1,0,0,0
31,28,Kansas,12,4,1,1,0,0,0,0,0
32,28,Louisville,13,4,0,0,0,0,0,0,0
33,28,Maryland,13,4,2,1,1,1,0,0,0
34,28,Rutgers,13,4,3,2,1,0,0,0,0
35,28,San Diego State,13,4,2,2,1,1,1,0,0
36,28,South Florida,12,4,3,2,1,0,0,0,0
37,28,Texas Tech,13,4,2,0,0,0,0,0,0
38,28,UCF,13,4,2,0,0,0,0,0,0
39,28,UCLA,13,4,2,1,0,0,0,0,0
40,28,Wisconsin,13,4,1,0,0,0,0,0,0
41,42,Arizona,13,3,0,0,0,0,0,0,0
42,42,Baylor,13,3,2,2,2,0,0,0,0
43,42,Bowling Green,14,3,3,3,2,1,0,0,0
44,42,Florida International,12,3,2,2,0,0,0,0,0
45,42,Iowa State,12,3,2,0,0,0,0,0,0
46,42,Kansas State,13,3,3,2,1,1,1,0,0
47,42,Kentucky,12,3,1,0,0,0,0,0,0
48,42,Louisiana-Lafayette,13,3,1,1,1,1,0,0,0
49,42,Memphis,12,3,2,0,0,0,0,0,0
50,42,Northern Illinois,14,3,2,2,0,0,0,0,0
51,42,Penn State,12,3,1,0,0,0,0,0,0
52,42,Pittsburgh,13,3,2,2,2,0,0,0,0
