,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
0,1,Auburn,14,98,6300,64.29,69,70.41,1,3
1,2,Rice,14,79,5071,64.19,57,72.15,1,1
2,3,Boston College,13,74,4747,64.15,51,68.92,2,0
3,4,Texas State,12,56,3590,64.11,38,67.86,0,2
4,5,Mississippi,13,78,4978,63.82,45,57.69,2,0
5,6,UCLA,13,91,5804,63.78,45,49.45,0,0
6,7,Tulsa,12,55,3507,63.76,33,60.00,0,0
7,8,Missouri,14,100,6371,63.71,62,62.00,0,0
8,9,Houston,13,84,5318,63.31,38,45.24,4,0
9,10,Indiana,12,77,4873,63.29,38,49.35,3,4
10,11,Arkansas,12,51,3226,63.25,34,66.67,3,1
11,12,LSU,13,86,5436,63.21,45,52.33,1,0
12,12,TCU,12,61,3856,63.21,33,54.10,1,1
13,14,Miami (Florida),13,83,5240,63.13,38,45.78,2,0
14,14,Washington State,13,79,4987,63.13,26,32.91,4,0
15,16,BYU,13,80,5043,63.04,37,46.25,1,1
16,17,Oklahoma,13,84,5279,62.85,45,53.57,3,1
17,17,Nebraska,13,78,4902,62.85,48,61.54,1,0
18,17,West Virginia,12,60,3771,62.85,17,28.33,1,3
19,20,Tulane,13,62,3895,62.82,47,75.81,2,1
20,21,Texas,13,76,4772,62.79,32,42.11,0,0
21,22,Marshall,14,101,6339,62.76,52,51.49,3,2
22,22,UAB,12,62,3891,62.76,33,53.23,0,2
23,24,Air Force,12,58,3639,62.74,36,62.07,0,2
24,25,North Texas,13,79,4952,62.68,38,48.10,0,0
25,26,Illinois,12,66,4134,62.64,35,53.03,1,3
26,27,Texas A&M,13,97,6075,62.63,47,48.45,1,2
27,27,North Carolina,13,81,5073,62.63,23,28.40,1,1
28,29,Georgia Tech,13,83,5193,62.57,33,39.76,4,0
29,30,Notre Dame,13,75,4692,62.56,35,46.67,0,0
30,30,Florida Atlantic,12,64,4004,62.56,24,37.50,3,0
31,32,Vanderbilt,13,74,4623,62.47,47,63.51,3,2
32,33,Stanford,14,88,5496,62.45,29,32.95,2,0
33,34,Alabama,13,90,5616,62.40,22,24.44,0,0
34,35,Utah State,14,86,5365,62.38,42,48.84,0,2
35,36,San Diego State,13,69,4299,62.30,27,39.13,5,1
36,37,Michigan State,14,83,5170,62.29,37,44.58,0,1
37,38,Toledo,12,76,4733,62.28,38,50.00,3,1
38,39,Arkansas State,13,76,4732,62.26,27,35.53,1,0
39,40,Minnesota,13,68,4233,62.25,22,32.35,0,0
40,41,Arizona State,14,106,6588,62.15,39,36.79,3,2
41,42,Wake Forest,12,47,2917,62.06,9,19.15,0,1
42,43,UCF,13,86,5334,62.02,24,27.91,1,1
43,44,USC,14,79,4899,62.01,19,24.05,2,2
44,45,Duke,14,81,5017,61.94,23,28.40,3,4
45,45,New Mexico,12,70,4336,61.94,19,27.14,1,2
46,47,UTSA,12,60,3715,61.92,21,35.00,0,2
47,48,Cincinnati,13,75,4640,61.87,23,30.67,2,3
48,49,Oregon,13,101,6247,61.85,22,21.78,7,3
49,50,South Florida,12,43,2657,61.79,15,34.88,1,3
50,51,Virginia Tech,13,60,3707,61.78,17,28.33,0,1
51,52,South Carolina,13,83,5123,61.72,36,43.37,5,0
52,53,Iowa,13,69,4258,61.71,30,43.48,0,1
53,54,Tennessee,12,60,3701,61.68,19,31.67,0,0
54,55,Oregon State,13,82,5048,61.56,28,34.15,1,2
55,55,Hawai'i,12,64,3940,61.56,26,40.63,2,0
56,55,Virginia,12,52,3201,61.56,17,32.69,0,1
57,58,Maryland,13,69,4242,61.48,12,17.39,1,2
58,59,Louisiana-Monroe,12,53,3252,61.36,30,56.60,0,0
59,60,Mississippi State,13,70,4293,61.33,25,35.71,1,1
60,60,Nevada,12,67,4109,61.33,22,32.84,1,0
61,62,Northwestern,12,65,3982,61.26,21,32.31,1,1
62,63,Texas Tech,13,88,5389,61.24,37,42.05,4,3
63,64,UTEP,12,53,3243,61.19,22,41.51,0,1
64,65,Idaho,12,46,2814,61.17,16,34.78,3,4
65,66,Navy,13,76,4642,61.08,16,21.05,2,0
66,67,Rutgers,13,66,4028,61.03,13,19.70,1,0
67,68,Western Kentucky,12,70,4268,60.97,13,18.57,4,0
68,69,Boise State,13,90,5486,60.96,37,41.11,1,2
69,70,Wyoming,12,66,4022,60.94,34,51.52,4,1
70,71,Penn State,12,67,4079,60.88,18,26.87,0,1
71,71,Memphis,12,51,3105,60.88,21,41.18,2,2
72,73,Bowling Green,14,93,5658,60.84,29,31.18,1,0
73,74,North Carolina State,12,58,3528,60.83,29,50.00,2,4
74,75,Louisiana-Lafayette,13,77,4683,60.82,26,33.77,2,3
