,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,North Carolina,13,30,544,18.13,5,2.3,41.8
1,2,Boise State,13,23,361,15.70,0,1.8,27.8
2,3,Colorado State,14,21,329,15.67,1,1.5,23.5
3,4,Duke,14,29,423,14.59,2,2.1,30.2
4,5,Bowling Green,14,15,215,14.33,2,1.1,15.4
5,6,North Texas,13,32,457,14.28,4,2.5,35.2
6,7,Alabama,13,29,413,14.24,3,2.2,31.8
7,8,Texas State,12,20,284,14.20,0,1.7,23.7
8,9,Oklahoma,13,23,326,14.17,2,1.8,25.1
9,10,South Florida,12,14,198,14.14,1,1.2,16.5
10,11,Iowa,13,24,337,14.04,2,1.8,25.9
11,12,USC,14,31,425,13.71,3,2.2,30.4
12,13,Oklahoma State,13,30,403,13.43,2,2.3,31.0
13,14,Southern Mississippi,12,12,161,13.42,0,1.0,13.4
14,15,North Carolina State,12,21,275,13.10,2,1.8,22.9
15,16,Indiana,12,10,130,13.00,1,0.8,10.8
16,17,Illinois,12,21,272,12.95,1,1.8,22.7
17,18,Kansas State,13,16,200,12.50,0,1.2,15.4
18,19,Troy,12,12,149,12.42,1,1.0,12.4
19,20,Oregon,13,23,285,12.39,2,1.8,21.9
20,21,Marshall,14,35,431,12.31,1,2.5,30.8
21,22,Massachusetts,12,12,147,12.25,0,1.0,12.3
22,23,Auburn,14,32,377,11.78,1,2.3,26.9
23,24,UAB,12,10,117,11.70,1,0.8,9.8
24,25,Fresno State,13,24,278,11.58,2,1.8,21.4
25,26,Purdue,12,9,104,11.56,0,0.8,8.7
26,27,TCU,12,26,299,11.50,0,2.2,24.9
27,28,Texas,13,31,355,11.45,1,2.4,27.3
28,29,Rutgers,13,19,216,11.37,2,1.5,16.6
29,30,Miami (Florida),13,27,305,11.30,1,2.1,23.5
30,31,Kansas,12,18,203,11.28,0,1.5,16.9
31,32,San Diego State,13,19,212,11.16,2,1.5,16.3
32,33,UCF,13,18,194,10.78,0,1.4,14.9
33,34,Maryland,13,19,204,10.74,1,1.5,15.7
34,35,Pittsburgh,13,16,169,10.56,1,1.2,13.0
35,36,Louisiana-Lafayette,13,15,157,10.47,1,1.2,12.1
36,37,Florida,12,22,228,10.36,0,1.8,19.0
37,38,East Carolina,13,30,308,10.27,0,2.3,23.7
38,39,Utah State,14,36,369,10.25,2,2.6,26.4
39,40,Boston College,13,19,194,10.21,0,1.5,14.9
40,41,Florida State,14,34,340,10.00,0,2.4,24.3
41,42,Utah,12,32,314,9.81,0,2.7,26.2
42,42,Michigan State,14,36,353,9.81,0,2.6,25.2
43,44,Ohio,13,34,327,9.62,0,2.6,25.2
44,45,BYU,13,36,335,9.31,1,2.8,25.8
45,46,Miami (Ohio),12,15,139,9.27,0,1.3,11.6
46,47,Florida International,12,17,153,9.00,0,1.4,12.8
47,48,Washington State,13,21,188,8.95,0,1.6,14.5
48,48,Minnesota,13,19,170,8.95,1,1.5,13.1
49,50,Tennessee,12,16,143,8.94,1,1.3,11.9
50,51,UCLA,13,26,232,8.92,1,2.0,17.8
51,52,Iowa State,12,20,178,8.90,0,1.7,14.8
52,53,Georgia State,12,16,142,8.88,1,1.3,11.8
53,54,Arkansas State,13,21,184,8.76,1,1.6,14.2
54,55,Baylor,13,28,238,8.50,2,2.2,18.3
55,56,Ball State,13,10,84,8.40,0,0.8,6.5
56,57,Clemson,13,29,242,8.34,0,2.2,18.6
57,58,Georgia Tech,13,19,158,8.32,0,1.5,12.2
58,59,Stanford,14,18,147,8.17,0,1.3,10.5
59,60,Ohio State,14,30,243,8.10,1,2.1,17.4
60,61,Western Michigan,12,11,89,8.09,0,0.9,7.4
61,62,Northern Illinois,14,20,161,8.05,0,1.4,11.5
62,63,Penn State,12,23,184,8.00,0,1.9,15.3
63,64,Louisiana-Monroe,12,16,127,7.94,1,1.3,10.6
64,65,SMU,12,17,134,7.88,1,1.4,11.2
65,66,Syracuse,13,33,258,7.82,0,2.5,19.8
66,67,Nevada,12,16,124,7.75,0,1.3,10.3
67,68,Louisville,13,27,206,7.63,1,2.1,15.8
68,69,Memphis,12,27,204,7.56,0,2.3,17.0
69,70,LSU,13,23,172,7.48,0,1.8,13.2
70,71,Hawai'i,12,25,186,7.44,0,2.1,15.5
71,71,Arkansas,12,9,67,7.44,0,0.8,5.6
72,73,Wisconsin,13,28,208,7.43,0,2.2,16.0
73,74,Navy,13,10,74,7.40,0,0.8,5.7
74,75,Eastern Michigan,12,8,59,7.38,0,0.7,4.9
75,76,Texas A&M,13,20,147,7.35,0,1.5,11.3
76,77,Toledo,12,11,80,7.27,0,0.9,6.7
77,78,Arizona,13,23,166,7.22,0,1.8,12.8
78,79,Virginia,12,33,235,7.12,0,2.8,19.6
79,80,Northwestern,12,9,64,7.11,0,0.8,5.3
80,81,New Mexico State,12,14,99,7.07,0,1.2,8.3
81,81,Notre Dame,13,15,106,7.07,0,1.2,8.2
82,83,Mississippi,13,16,113,7.06,2,1.2,8.7
83,84,Tulsa,12,22,154,7.00,0,1.8,12.8
84,85,Texas Tech,13,31,212,6.84,0,2.4,16.3
85,86,Middle Tennessee,13,18,123,6.83,2,1.4,9.5
86,87,Western Kentucky,12,20,136,6.80,0,1.7,11.3
87,88,Missouri,14,25,168,6.72,0,1.8,12.0
88,89,Central Michigan,12,18,118,6.56,0,1.5,9.8
89,90,Florida Atlantic,12,32,204,6.38,1,2.7,17.0
90,91,Michigan,13,18,114,6.33,1,1.4,8.8
91,92,Rice,14,21,132,6.29,0,1.5,9.4
92,93,Kentucky,12,22,136,6.18,0,1.8,11.3
93,94,South Alabama,12,17,104,6.12,1,1.4,8.7
94,95,Wake Forest,12,21,126,6.00,0,1.8,10.5
95,95,Buffalo,13,10,60,6.00,0,0.8,4.6
96,97,Arizona State,14,36,206,5.72,0,2.6,14.7
97,97,Oregon State,13,18,103,5.72,0,1.4,7.9
98,99,Cincinnati,13,29,162,5.59,0,2.2,12.5
99,100,Idaho,12,24,131,5.46,0,2.0,10.9
100,101,UTEP,12,16,87,5.44,0,1.3,7.3
101,102,Washington,13,14,73,5.21,0,1.1,5.6
102,103,San Jose State,12,10,52,5.20,0,0.8,4.3
103,103,UTSA,12,10,52,5.20,0,0.8,4.3
104,105,Wyoming,12,19,97,5.11,0,1.6,8.1
105,106,Temple,12,19,95,5.00,1,1.6,7.9
106,107,Virginia Tech,13,44,206,4.68,1,3.4,15.8
107,108,New Mexico,12,13,60,4.62,0,1.1,5.0
108,109,Colorado,12,10,46,4.60,0,0.8,3.8
109,110,Louisiana Tech,12,23,103,4.48,0,1.9,8.6
110,111,Tulane,13,30,132,4.40,0,2.3,10.2
111,112,Kent State,12,17,66,3.88,0,1.4,5.5
112,113,Vanderbilt,13,23,88,3.83,0,1.8,6.8
113,114,South Carolina,13,22,83,3.77,0,1.7,6.4
114,115,Houston,13,20,73,3.65,0,1.5,5.6
115,116,Mississippi State,13,24,87,3.63,0,1.8,6.7
116,117,Army,12,14,47,3.36,0,1.2,3.9
117,118,Air Force,12,7,23,3.29,0,0.6,1.9
118,119,Akron,12,22,72,3.27,0,1.8,6.0
119,120,UNLV,13,16,52,3.25,0,1.2,4.0
120,121,West Virginia,12,19,61,3.21,0,1.6,5.1
121,122,Connecticut,12,20,62,3.10,0,1.7,5.2
122,123,Nebraska,13,23,70,3.04,0,1.8,5.4
123,124,Georgia,13,25,73,2.92,0,1.9,5.6
124,125,California,12,22,57,2.59,0,1.8,4.8
