,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,North Texas,13,21,7,33.3,1.6,0.5
1,2,Bowling Green,14,14,6,42.9,1.0,0.4
2,3,Air Force,12,10,5,50.0,0.8,0.4
3,3,Wyoming,12,14,7,50.0,1.2,0.6
4,3,Tennessee,12,18,9,50.0,1.5,0.8
5,6,Duke,14,23,12,52.2,1.6,0.9
6,7,USC,14,13,7,53.8,0.9,0.5
7,8,Indiana,12,16,9,56.3,1.3,0.8
8,9,Georgia Tech,13,17,10,58.8,1.3,0.8
9,9,Troy,12,17,10,58.8,1.4,0.8
10,9,Southern Mississippi,12,17,10,58.8,1.4,0.8
11,12,Arkansas,12,15,9,60.0,1.3,0.8
12,12,Ohio,13,20,12,60.0,1.5,0.9
13,14,Florida State,14,13,8,61.5,0.9,0.6
14,14,Tulane,13,26,16,61.5,2.0,1.2
15,16,UAB,12,16,10,62.5,1.3,0.8
16,16,Georgia State,12,16,10,62.5,1.3,0.8
17,18,Buffalo,13,19,12,63.2,1.5,0.9
18,18,Memphis,12,19,12,63.2,1.6,1.0
19,20,Baylor,13,11,7,63.6,0.8,0.5
20,20,San Jose State,12,22,14,63.6,1.8,1.2
21,20,Miami (Ohio),12,22,14,63.6,1.8,1.2
22,23,East Carolina,13,25,16,64.0,1.9,1.2
23,24,Navy,13,14,9,64.3,1.1,0.7
24,24,SMU,12,14,9,64.3,1.2,0.8
25,26,Florida International,12,23,15,65.2,1.9,1.3
26,27,UCF,13,12,8,66.7,0.9,0.6
27,27,Kentucky,12,15,10,66.7,1.3,0.8
28,27,Toledo,12,15,10,66.7,1.3,0.8
29,27,Nevada,12,18,12,66.7,1.5,1.0
30,27,UTSA,12,18,12,66.7,1.5,1.0
31,27,Arizona State,14,21,14,66.7,1.5,1.0
32,27,Rice,14,21,14,66.7,1.5,1.0
33,27,Marshall,14,21,14,66.7,1.5,1.0
34,27,UCLA,13,21,14,66.7,1.6,1.1
35,27,Washington,13,21,14,66.7,1.6,1.1
36,27,Northwestern,12,24,16,66.7,2.0,1.3
37,38,Houston,13,25,17,68.0,1.9,1.3
38,39,Arizona,13,22,15,68.2,1.7,1.2
39,39,Rutgers,13,22,15,68.2,1.7,1.2
40,39,Louisiana-Lafayette,13,22,15,68.2,1.7,1.2
41,42,Fresno State,13,19,13,68.4,1.5,1.0
42,42,Middle Tennessee,13,19,13,68.4,1.5,1.0
43,44,UNLV,13,16,11,68.8,1.2,0.8
44,45,Ball State,13,23,16,69.6,1.8,1.2
45,45,Georgia,13,23,16,69.6,1.8,1.2
46,47,Alabama,13,10,7,70.0,0.8,0.5
47,47,South Florida,12,20,14,70.0,1.7,1.2
48,49,Cincinnati,13,17,12,70.6,1.3,0.9
49,49,Akron,12,17,12,70.6,1.4,1.0
50,49,Wake Forest,12,17,12,70.6,1.4,1.0
51,49,Western Kentucky,12,17,12,70.6,1.4,1.0
52,53,Colorado State,14,24,17,70.8,1.7,1.2
53,54,Idaho,12,14,10,71.4,1.2,0.8
54,54,Western Michigan,12,21,15,71.4,1.8,1.3
55,54,Penn State,12,21,15,71.4,1.8,1.3
56,57,Notre Dame,13,25,18,72.0,1.9,1.4
57,58,Michigan State,14,18,13,72.2,1.3,0.9
58,58,South Carolina,13,18,13,72.2,1.4,1.0
59,58,Vanderbilt,13,18,13,72.2,1.4,1.0
60,58,Boise State,13,18,13,72.2,1.4,1.0
61,58,Texas State,12,18,13,72.2,1.5,1.1
62,63,West Virginia,12,29,21,72.4,2.4,1.8
63,64,San Diego State,13,15,11,73.3,1.2,0.8
64,65,Mississippi,13,19,14,73.7,1.5,1.1
65,65,Minnesota,13,19,14,73.7,1.5,1.1
66,65,Texas Tech,13,19,14,73.7,1.5,1.1
67,65,Arkansas State,13,19,14,73.7,1.5,1.1
68,65,Connecticut,12,19,14,73.7,1.6,1.2
