,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
69,70,Missouri,14,23,17,73.9,1.6,1.2
70,70,Oklahoma State,13,23,17,73.9,1.8,1.3
71,72,New Mexico,12,8,6,75.0,0.7,0.5
72,72,Ohio State,14,12,9,75.0,0.9,0.6
73,72,Texas A&M,13,16,12,75.0,1.2,0.9
74,72,Utah State,14,20,15,75.0,1.4,1.1
75,72,Kansas,12,20,15,75.0,1.7,1.3
76,72,Northern Illinois,14,24,18,75.0,1.7,1.3
77,72,BYU,13,24,18,75.0,1.8,1.4
78,72,Pittsburgh,13,24,18,75.0,1.8,1.4
79,80,Washington State,13,25,19,76.0,1.9,1.5
80,80,Nebraska,13,25,19,76.0,1.9,1.5
81,82,California,12,21,16,76.2,1.8,1.3
82,83,Louisville,13,13,10,76.9,1.0,0.8
83,84,Michigan,13,31,24,77.4,2.4,1.8
84,85,Mississippi State,13,18,14,77.8,1.4,1.1
85,85,Texas,13,27,21,77.8,2.1,1.6
86,85,Temple,12,27,21,77.8,2.3,1.8
87,88,Kansas State,13,23,18,78.3,1.8,1.4
88,89,Central Michigan,12,19,15,78.9,1.6,1.3
89,89,Tulsa,12,19,15,78.9,1.6,1.3
90,91,Virginia Tech,13,15,12,80.0,1.2,0.9
91,91,Syracuse,13,15,12,80.0,1.2,0.9
92,91,South Alabama,12,20,16,80.0,1.7,1.3
93,91,Auburn,14,25,20,80.0,1.8,1.4
94,95,LSU,13,26,21,80.8,2.0,1.6
95,96,Miami (Florida),13,21,17,81.0,1.6,1.3
96,97,Oklahoma,13,16,13,81.3,1.2,1.0
97,97,Wisconsin,13,16,13,81.3,1.2,1.0
98,97,Illinois,12,16,13,81.3,1.3,1.1
99,100,North Carolina State,12,11,9,81.8,0.9,0.8
100,100,Utah,12,22,18,81.8,1.8,1.5
101,102,Louisiana Tech,12,17,14,82.4,1.4,1.2
102,102,Virginia,12,17,14,82.4,1.4,1.2
103,102,Iowa State,12,17,14,82.4,1.4,1.2
104,102,Louisiana-Monroe,12,17,14,82.4,1.4,1.2
105,106,TCU,12,29,24,82.8,2.4,2.0
106,107,Clemson,13,12,10,83.3,0.9,0.8
107,107,Oregon,13,18,15,83.3,1.4,1.2
108,107,Massachusetts,12,18,15,83.3,1.5,1.3
109,107,Eastern Michigan,12,18,15,83.3,1.5,1.3
110,111,UTEP,12,13,11,84.6,1.1,0.9
111,112,Stanford,14,20,17,85.0,1.4,1.2
112,113,Iowa,13,14,12,85.7,1.1,0.9
113,113,North Carolina,13,21,18,85.7,1.6,1.4
114,115,Boston College,13,15,13,86.7,1.2,1.0
115,115,New Mexico State,12,15,13,86.7,1.3,1.1
116,115,Army,12,15,13,86.7,1.3,1.1
117,118,Kent State,12,17,15,88.2,1.4,1.3
118,119,Colorado,12,18,16,88.9,1.5,1.3
119,120,Hawai'i,12,19,17,89.5,1.6,1.4
120,121,Oregon State,13,21,19,90.5,1.6,1.5
121,122,Maryland,13,23,21,91.3,1.8,1.6
122,123,Florida Atlantic,12,16,15,93.8,1.3,1.3
123,124,Florida,12,23,22,95.7,1.9,1.8
124,125,Purdue,12,9,9,100.0,0.8,0.8
