,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Toledo,12,6.0,26,0.50
1,2,Notre Dame,13,8.0,63,0.62
2,2,Arkansas,12,8.0,75,0.67
3,4,Air Force,12,9.0,79,0.75
4,5,Tulsa,12,10.0,82,0.83
5,6,North Texas,13,11.0,53,0.85
6,6,Northern Illinois,14,11.0,65,0.79
7,6,Fresno State,13,11.0,71,0.85
8,9,Oklahoma State,13,14.0,80,1.08
9,9,Kent State,12,14.0,86,1.17
10,9,Georgia Tech,13,14.0,87,1.08
11,12,Iowa,13,15.0,61,1.15
12,12,Massachusetts,12,15.0,71,1.25
13,12,Tennessee,12,15.0,110,1.25
14,15,Arizona,13,16.0,73,1.23
15,15,Stanford,14,16.0,94,1.14
16,15,Wisconsin,13,16.0,94,1.23
17,15,Texas,13,16.0,94,1.23
18,15,Ball State,13,16.0,105,1.23
19,15,Oklahoma,13,16.0,127,1.23
20,21,Army,12,17.0,69,1.42
21,21,Duke,14,17.0,93,1.21
22,21,Middle Tennessee,13,17.0,97,1.31
23,21,Alabama,13,17.0,118,1.31
24,21,Indiana,12,17.0,121,1.42
25,21,Michigan State,14,17.0,127,1.21
26,21,Cincinnati,13,17.0,136,1.31
27,21,Nebraska,13,17.0,140,1.31
28,21,Miami (Florida),13,17.0,147,1.31
29,21,South Alabama,12,17.0,153,1.42
30,31,UTSA,12,18.0,96,1.50
31,31,Syracuse,13,18.0,109,1.39
32,31,Oregon,13,18.0,111,1.39
33,31,Auburn,14,18.0,121,1.29
34,35,Texas State,12,19.0,135,1.58
35,35,Ohio,13,19.0,150,1.46
36,35,Troy,12,19.0,150,1.58
37,38,Buffalo,13,20.0,110,1.54
38,38,Western Kentucky,12,20.0,143,1.67
39,38,Navy,13,20.0,149,1.54
40,38,Texas A&M,13,20.0,152,1.54
41,38,Colorado,12,20.0,154,1.67
42,43,Colorado State,14,21.0,126,1.50
43,43,San Jose State,12,21.0,155,1.75
44,43,North Carolina,13,21.0,166,1.62
45,46,Baylor,13,22.0,113,1.69
46,46,Penn State,12,22.0,135,1.83
47,46,Ohio State,14,22.0,136,1.57
48,46,Georgia,13,22.0,140,1.69
49,46,UCF,13,22.0,149,1.69
50,46,Boston College,13,22.0,150,1.69
51,46,Western Michigan,12,22.0,154,1.83
52,53,Utah,12,23.0,138,1.92
53,53,Mississippi State,13,23.0,150,1.77
54,53,South Carolina,13,23.0,153,1.77
55,53,Wake Forest,12,23.0,176,1.92
56,57,New Mexico,12,24.0,146,2.00
57,57,TCU,12,24.0,166,2.00
58,57,Virginia,12,24.0,187,2.00
59,60,Florida Atlantic,12,25.0,143,2.08
60,60,New Mexico State,12,25.0,167,2.08
61,60,Akron,12,25.0,185,2.08
62,60,LSU,13,25.0,196,1.92
63,60,Oregon State,13,25.0,212,1.92
64,65,Boise State,13,26.0,138,2.00
65,65,Kansas State,13,26.0,150,2.00
66,65,UAB,12,26.0,158,2.17
67,65,Nevada,12,26.0,171,2.17
68,65,UTEP,12,26.0,171,2.17
69,65,Marshall,14,26.0,184,1.86
70,65,Louisville,13,26.0,188,2.00
71,65,UNLV,13,26.0,194,2.00
72,65,Kansas,12,26.0,202,2.17
73,74,Louisiana-Monroe,12,27.0,139,2.25
74,74,Missouri,14,27.0,159,1.93
75,74,Louisiana-Lafayette,13,27.0,166,2.08
76,74,Minnesota,13,27.0,170,2.08
77,74,Mississippi,13,27.0,178,2.08
78,74,Wyoming,12,27.0,190,2.25
79,74,Maryland,13,27.0,204,2.08
80,74,Florida,12,27.0,227,2.25
81,82,Eastern Michigan,12,28.0,143,2.33
82,82,West Virginia,12,28.0,170,2.33
83,82,Memphis,12,28.0,213,2.33
84,85,Arkansas State,13,29.0,155,2.23
85,85,Houston,13,29.0,209,2.23
86,85,Illinois,12,29.0,228,2.42
87,88,South Florida,12,30.0,187,2.50
88,88,East Carolina,13,30.0,200,2.31
89,88,Washington,13,30.0,200,2.31
90,88,Louisiana Tech,12,30.0,209,2.50
91,88,San Diego State,13,30.0,221,2.31
92,93,Central Michigan,12,31.0,198,2.58
93,94,Tulane,13,32.0,167,2.46
94,94,Utah State,14,32.0,189,2.29
95,94,Georgia State,12,32.0,189,2.67
96,94,Temple,12,32.0,208,2.67
97,94,Washington State,13,32.0,244,2.46
98,99,Vanderbilt,13,33.0,178,2.54
99,99,California,12,33.0,200,2.75
100,99,Texas Tech,13,33.0,222,2.54
101,99,Florida State,14,33.0,233,2.36
102,99,Virginia Tech,13,33.0,247,2.54
103,104,Clemson,13,34.0,209,2.62
104,104,USC,14,34.0,220,2.43
105,106,Northwestern,12,35.0,196,2.92
106,106,North Carolina State,12,35.0,208,2.92
107,106,Rutgers,13,35.0,230,2.69
108,109,UCLA,13,36.0,203,2.77
109,109,Southern Mississippi,12,36.0,235,3.00
110,109,Michigan,13,36.0,270,2.77
111,112,Rice,14,37.0,201,2.64
112,112,SMU,12,37.0,210,3.08
113,112,Kentucky,12,37.0,239,3.08
114,115,Iowa State,12,38.0,225,3.17
115,115,BYU,13,38.0,232,2.92
116,117,Purdue,12,39.0,267,3.25
117,118,Arizona State,14,40.0,226,2.86
118,119,Bowling Green,14,41.0,232,2.93
119,119,Connecticut,12,41.0,284,3.42
120,121,Hawai'i,12,43.0,260,3.58
121,121,Pittsburgh,13,43.0,361,3.31
122,123,Miami (Ohio),12,50.0,314,4.17
123,124,Florida International,12,52.0,358,4.33
124,125,Idaho,12,53.0,368,4.42
