,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Auburn,14,147,42,23,13,7,2,1,0,0
1,1,Ohio State,14,147,42,23,12,5,1,1,0,0
2,3,Navy,13,134,35,12,5,2,1,0,0,0
3,4,Northern Illinois,14,130,39,18,10,3,1,0,0,0
4,5,New Mexico,12,125,40,21,11,7,5,1,1,0
5,6,BYU,13,117,30,16,10,5,4,1,0,0
6,6,Oregon,13,117,41,17,12,4,3,1,0,0
7,8,Georgia Tech,13,114,33,21,9,4,2,0,0,0
8,9,Wisconsin,13,112,39,23,14,9,7,6,2,1
9,10,Missouri,14,110,28,15,10,6,3,1,1,0
10,10,Rice,14,110,22,9,4,1,0,0,0,0
11,12,Baylor,13,108,34,13,8,4,3,2,1,0
12,13,Army,12,99,26,16,7,6,5,3,2,1
13,14,Florida State,14,95,34,14,7,5,4,1,0,0
14,15,Marshall,14,94,27,11,10,7,5,3,0,0
15,16,Bowling Green,14,93,24,10,3,1,0,0,0,0
16,17,Oklahoma,13,91,25,14,6,5,4,1,0,0
17,18,Alabama,13,89,29,10,6,4,2,1,1,0
18,18,Texas A&M,13,89,18,4,2,0,0,0,0,0
19,18,UCLA,13,89,24,10,3,2,2,1,1,0
20,21,Arizona State,14,88,24,11,6,1,0,0,0,0
21,22,Mississippi State,13,87,19,8,6,2,1,1,0,0
22,23,Western Kentucky,12,86,22,7,4,1,1,0,0,0
23,24,USC,14,85,24,12,6,4,1,1,0,0
24,24,Washington,13,85,34,16,9,7,5,2,0,0
25,26,LSU,13,84,25,14,9,7,2,0,0,0
26,27,Nebraska,13,83,25,11,5,3,1,0,0,0
27,27,Toledo,12,83,25,11,7,3,1,0,0,0
28,29,Air Force,12,82,22,8,6,4,4,3,0,0
29,29,Arizona,13,82,29,17,7,5,2,1,1,1
30,29,Arkansas State,13,82,16,7,4,3,3,2,1,1
31,32,Kansas State,13,81,16,5,3,2,1,0,0,0
32,32,Stanford,14,81,25,9,5,3,1,0,0,0
33,32,UAB,12,81,14,6,4,2,0,0,0,0
34,35,Colorado State,14,80,20,10,7,6,3,3,1,0
35,35,Maryland,13,80,20,9,3,1,1,0,0,0
36,37,Minnesota,13,79,19,9,5,3,1,0,0,0
37,38,Buffalo,13,78,14,5,1,1,1,0,0,0
38,38,Georgia,13,78,17,7,3,3,1,1,0,0
39,38,Louisiana-Lafayette,13,78,21,8,4,3,2,1,0,0
40,38,Middle Tennessee,13,78,20,11,6,2,2,0,0,0
41,38,Utah State,14,78,22,11,5,4,2,1,0,0
42,43,Arkansas,12,74,20,11,7,3,1,1,0,0
43,43,Boston College,13,74,35,19,9,7,4,2,1,0
44,43,Indiana,12,74,27,15,12,8,4,1,0,0
45,43,Mississippi,13,74,21,10,6,3,2,1,0,0
46,47,Boise State,13,73,22,10,5,4,2,1,0,0
47,47,South Alabama,12,73,14,6,3,2,1,0,0,0
48,49,Clemson,13,72,14,6,2,0,0,0,0,0
49,50,East Carolina,13,71,18,3,0,0,0,0,0,0
50,50,Miami (Florida),13,71,15,8,6,4,2,1,0,0
51,50,South Carolina,13,71,23,10,8,6,3,3,0,0
52,53,Texas,13,70,22,7,3,1,0,0,0,0
53,53,UCF,13,70,19,7,4,2,1,1,0,0
54,55,Illinois,12,69,14,4,1,1,0,0,0,0
55,55,San Diego State,13,69,21,14,6,3,1,1,0,0
56,55,Syracuse,13,69,21,9,6,5,2,0,0,0
57,55,Tennessee,12,69,14,9,7,3,1,0,0,0
58,59,Michigan,13,68,16,9,1,0,0,0,0,0
59,59,Utah,12,68,18,8,2,2,1,0,0,0
60,61,Duke,14,67,18,9,3,2,0,0,0,0
61,61,Fresno State,13,67,12,4,1,0,0,0,0,0
62,61,Houston,13,67,13,5,4,1,1,0,0,0
63,64,Louisiana Tech,12,66,26,8,5,4,3,1,0,0
64,64,Texas State,12,66,16,10,3,2,1,1,0,0
65,64,UTSA,12,66,23,8,5,2,2,1,1,0
66,67,Michigan State,14,65,20,12,3,0,0,0,0,0
67,67,Oklahoma State,13,65,23,8,4,3,1,0,0,0
68,67,Temple,12,65,19,4,2,1,0,0,0,0
69,67,Troy,12,65,11,3,2,0,0,0,0,0
70,71,Wyoming,12,64,21,13,10,8,4,2,0,0
71,72,Iowa,13,63,11,4,1,0,0,0,0,0
72,72,Nevada,12,63,15,7,4,1,1,0,0,0
73,74,Idaho,12,62,10,6,3,1,0,0,0,0
74,74,Memphis,12,62,12,6,2,1,1,0,0,0
75,74,New Mexico State,12,62,12,3,0,0,0,0,0,0
76,74,North Texas,13,62,20,9,3,2,2,2,2,1
77,74,UNLV,13,62,22,9,8,5,5,3,0,0
78,79,Kent State,12,61,20,11,6,3,3,1,0,0
79,79,Louisville,13,61,14,8,3,1,1,1,0,0
80,79,Northwestern,12,61,15,7,2,1,0,0,0,0
81,79,Virginia,12,61,13,7,4,1,1,0,0,0
82,83,Texas Tech,13,60,10,4,1,1,0,0,0,0
83,83,Tulsa,12,60,12,4,3,0,0,0,0,0
84,85,Florida Atlantic,12,59,20,8,6,4,1,0,0,0
85,86,Cincinnati,13,58,17,6,2,2,1,1,0,0
86,86,Pittsburgh,13,58,16,7,3,0,0,0,0,0
87,86,UTEP,12,58,12,8,7,6,2,1,1,0
88,89,Kansas,12,57,18,5,3,3,2,0,0,0
89,89,Kentucky,12,57,17,7,6,4,2,1,1,0
90,89,Penn State,12,57,11,5,3,2,1,0,0,0
91,92,Eastern Michigan,12,56,11,6,5,3,3,2,0,0
92,92,Rutgers,13,56,12,7,4,4,1,0,0,0
93,92,West Virginia,12,56,19,11,4,3,2,2,0,0
94,95,Ball State,13,55,16,7,3,1,1,1,0,0
95,96,North Carolina,13,53,8,2,2,1,1,0,0,0
96,96,Notre Dame,13,53,11,9,4,1,1,1,1,0
97,96,TCU,12,53,9,2,1,0,0,0,0,0
98,99,North Carolina State,12,52,13,4,2,1,1,1,0,0
99,100,Florida,12,49,14,4,2,2,1,0,0,0
100,100,Ohio,13,49,12,6,2,2,0,0,0,0
101,100,Tulane,13,49,12,5,4,2,0,0,0,0
102,100,Vanderbilt,13,49,11,3,1,1,0,0,0,0
103,104,Iowa State,12,47,14,4,2,2,0,0,0,0
104,105,Akron,12,45,9,3,2,2,1,0,0,0
105,105,California,12,45,8,4,2,2,1,1,0,0
106,105,Central Michigan,12,45,15,8,3,1,1,1,1,0
