,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
107,108,Hawai'i,12,44,9,4,1,0,0,0,0,0
108,108,San Jose State,12,44,7,5,1,1,0,0,0,0
109,108,Western Michigan,12,44,8,3,2,0,0,0,0,0
110,111,Louisiana-Monroe,12,42,12,6,4,4,3,1,0,0
111,111,Oregon State,13,42,10,2,0,0,0,0,0,0
112,113,Colorado,12,39,7,4,0,0,0,0,0,0
113,113,Virginia Tech,13,39,7,4,3,2,2,2,0,0
114,115,Georgia State,12,38,9,5,4,2,2,1,1,0
115,116,Massachusetts,12,37,6,3,2,1,0,0,0,0
116,116,Wake Forest,12,37,4,0,0,0,0,0,0,0
117,118,Connecticut,12,36,7,3,2,2,0,0,0,0
118,118,Miami (Ohio),12,36,7,3,2,0,0,0,0,0
119,120,SMU,12,35,12,2,1,1,0,0,0,0
120,121,Florida International,12,31,4,2,0,0,0,0,0,0
121,121,Southern Mississippi,12,31,9,2,0,0,0,0,0,0
122,123,Purdue,12,28,4,1,1,1,1,0,0,0
123,123,Washington State,13,28,3,1,1,1,0,0,0,0
124,125,South Florida,12,27,13,5,4,1,1,1,1,0
