,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Florida State,14,31,873,28.16,2,2.2,62.4
1,2,Stanford,14,43,1178,27.40,2,3.1,84.1
2,3,TCU,12,39,1025,26.28,2,3.3,85.4
3,4,LSU,13,36,917,25.47,0,2.8,70.5
4,5,Houston,13,47,1187,25.26,1,3.6,91.3
5,6,East Carolina,13,28,703,25.11,0,2.2,54.1
6,7,Miami (Florida),13,60,1505,25.08,1,4.6,115.8
7,8,UCLA,13,47,1168,24.85,0,3.6,89.8
8,9,Florida,12,34,844,24.82,1,2.8,70.3
9,10,UTEP,12,46,1138,24.74,2,3.8,94.8
10,11,BYU,13,44,1088,24.73,0,3.4,83.7
11,12,Duke,14,36,890,24.72,2,2.6,63.6
12,13,Bowling Green,14,25,605,24.20,1,1.8,43.2
13,14,New Mexico,12,67,1620,24.18,3,5.6,135.0
14,15,Arkansas State,13,40,957,23.93,1,3.1,73.6
15,16,Texas Tech,13,37,885,23.92,1,2.8,68.1
16,17,Marshall,14,47,1121,23.85,0,3.4,80.1
17,18,North Texas,13,36,858,23.83,1,2.8,66.0
18,19,North Carolina,13,49,1166,23.80,2,3.8,89.7
19,19,Colorado State,14,41,976,23.80,0,2.9,69.7
20,21,Tennessee,12,37,880,23.78,0,3.1,73.3
21,22,Notre Dame,13,42,998,23.76,0,3.2,76.8
22,23,Alabama,13,31,736,23.74,1,2.4,56.6
23,24,Air Force,12,28,664,23.71,0,2.3,55.3
24,25,Boise State,13,48,1137,23.69,1,3.7,87.5
25,26,Kansas State,13,37,866,23.41,1,2.8,66.6
26,27,Auburn,14,40,936,23.40,2,2.9,66.9
27,28,Washington,13,39,907,23.26,1,3.0,69.8
28,29,Central Michigan,12,43,999,23.23,1,3.6,83.3
29,30,Memphis,12,47,1088,23.15,0,3.9,90.7
30,31,Wisconsin,13,31,716,23.10,1,2.4,55.1
31,32,Missouri,14,30,692,23.07,0,2.1,49.4
32,33,Purdue,12,49,1129,23.04,2,4.1,94.1
33,34,Texas State,12,39,897,23.00,2,3.3,74.8
34,34,South Alabama,12,27,621,23.00,0,2.3,51.8
35,36,Tulsa,12,41,940,22.93,0,3.4,78.3
36,36,Ohio State,14,29,665,22.93,0,2.1,47.5
37,38,Oklahoma State,13,38,871,22.92,1,2.9,67.0
38,39,UNLV,13,51,1168,22.90,0,3.9,89.8
39,40,Maryland,13,51,1165,22.84,0,3.9,89.6
40,41,Nebraska,13,41,934,22.78,1,3.2,71.8
41,42,Louisville,13,28,636,22.71,1,2.2,48.9
42,43,Colorado,12,48,1085,22.60,1,4.0,90.4
43,44,UCF,13,41,923,22.51,0,3.2,71.0
44,45,Rutgers,13,47,1057,22.49,2,3.6,81.3
45,46,Utah State,14,24,539,22.46,0,1.7,38.5
46,47,Oklahoma,13,34,761,22.38,0,2.6,58.5
47,48,Iowa State,12,49,1085,22.14,2,4.1,90.4
48,49,Michigan,13,51,1128,22.12,0,3.9,86.8
49,50,Minnesota,13,40,884,22.10,1,3.1,68.0
50,51,Buffalo,13,47,1036,22.04,1,3.6,79.7
51,52,Georgia Tech,13,40,881,22.03,0,3.1,67.8
52,53,Baylor,13,48,1056,22.00,1,3.7,81.2
53,54,Pittsburgh,13,49,1077,21.98,0,3.8,82.8
54,55,Iowa,13,39,857,21.97,0,3.0,65.9
55,56,Navy,13,32,700,21.88,0,2.5,53.8
56,57,Northern Illinois,14,46,1006,21.87,1,3.3,71.9
57,58,Northwestern,12,30,652,21.73,0,2.5,54.3
58,59,Oregon,13,49,1063,21.69,1,3.8,81.8
59,60,Mississippi State,13,28,607,21.68,0,2.2,46.7
60,61,Middle Tennessee,13,38,821,21.61,0,2.9,63.2
61,62,Arizona State,14,45,970,21.56,0,3.2,69.3
62,63,Florida Atlantic,12,25,537,21.48,0,2.1,44.8
63,64,Louisiana Tech,12,36,766,21.28,0,3.0,63.8
64,65,Kentucky,12,37,784,21.19,0,3.1,65.3
65,66,Arkansas,12,35,740,21.14,0,2.9,61.7
66,67,Texas A&M,13,48,1012,21.08,0,3.7,77.8
67,68,Kansas,12,44,927,21.07,0,3.7,77.3
68,69,San Diego State,13,55,1157,21.04,0,4.2,89.0
69,69,Indiana,12,50,1052,21.04,0,4.2,87.7
70,71,Cincinnati,13,33,694,21.03,0,2.5,53.4
71,72,Texas,13,41,862,21.02,0,3.2,66.3
72,73,Florida International,12,33,693,21.00,0,2.8,57.8
73,74,UTSA,12,36,755,20.97,0,3.0,62.9
74,75,Hawai'i,12,53,1111,20.96,0,4.4,92.6
75,76,Washington State,13,50,1047,20.94,0,3.8,80.5
76,77,Virginia Tech,13,33,690,20.91,0,2.5,53.1
77,78,Oregon State,13,66,1367,20.71,1,5.1,105.2
78,79,Idaho,12,48,991,20.65,0,4.0,82.6
79,80,Ball State,13,44,905,20.57,0,3.4,69.6
80,81,Massachusetts,12,60,1227,20.45,1,5.0,102.3
81,82,UAB,12,53,1080,20.38,1,4.4,90.0
82,83,Tulane,13,30,606,20.20,0,2.3,46.6
83,84,Boston College,13,47,946,20.13,1,3.6,72.8
84,85,California,12,70,1408,20.11,0,5.8,117.3
85,86,Ohio,13,55,1104,20.07,0,4.2,84.9
86,87,Georgia State,12,58,1160,20.00,0,4.8,96.7
87,87,Western Michigan,12,43,860,20.00,0,3.6,71.7
88,89,Arizona,13,34,676,19.88,0,2.6,52.0
89,90,Louisiana-Lafayette,13,43,853,19.84,1,3.3,65.6
90,91,South Florida,12,47,932,19.83,0,3.9,77.7
91,92,Southern Mississippi,12,57,1124,19.72,0,4.8,93.7
92,92,Temple,12,47,927,19.72,0,3.9,77.3
93,94,South Carolina,13,36,709,19.69,0,2.8,54.5
94,95,Illinois,12,52,1015,19.52,1,4.3,84.6
95,96,Syracuse,13,37,722,19.51,0,2.8,55.5
96,97,Mississippi,13,34,661,19.44,0,2.6,50.8
97,98,Vanderbilt,13,45,872,19.38,0,3.5,67.1
98,99,Rice,14,32,618,19.31,0,2.3,44.1
99,100,SMU,12,47,907,19.30,0,3.9,75.6
100,101,Michigan State,14,18,345,19.17,0,1.3,24.6
101,102,Penn State,12,36,689,19.14,0,3.0,57.4
102,103,North Carolina State,12,44,835,18.98,0,3.7,69.6
103,104,Eastern Michigan,12,68,1288,18.94,1,5.7,107.3
104,105,Western Kentucky,12,41,773,18.85,0,3.4,64.4
105,106,Clemson,13,29,545,18.79,0,2.2,41.9
106,107,Connecticut,12,40,747,18.68,0,3.3,62.3
107,108,Miami (Ohio),12,48,894,18.63,0,4.0,74.5
108,109,Fresno State,13,57,1061,18.61,0,4.4,81.6
109,110,Georgia,13,25,465,18.60,0,1.9,35.8
110,111,Utah,12,37,688,18.59,0,3.1,57.3
111,112,Virginia,12,54,1003,18.57,0,4.5,83.6
112,112,West Virginia,12,53,984,18.57,0,4.4,82.0
113,112,Akron,12,44,817,18.57,0,3.7,68.1
114,115,San Jose State,12,44,814,18.50,0,3.7,67.8
115,116,Louisiana-Monroe,12,35,643,18.37,1,2.9,53.6
116,117,Toledo,12,48,875,18.23,0,4.0,72.9
117,118,Nevada,12,37,662,17.89,0,3.1,55.2
118,119,Wake Forest,12,21,366,17.43,0,1.8,30.5
119,120,Kent State,12,53,923,17.42,1,4.4,76.9
120,121,New Mexico State,12,48,835,17.40,0,4.0,69.6
121,122,Wyoming,12,31,523,16.87,0,2.6,43.6
122,123,Troy,12,44,701,15.93,0,3.7,58.4
123,124,Army,12,40,611,15.28,0,3.3,50.9
124,125,USC,14,33,476,14.42,0,2.4,34.0
