,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Florida,12,75,36,18,6,4,1,1,0,0
1,2,Western Kentucky,12,78,34,15,5,3,2,0,0,0
2,3,Western Michigan,12,80,31,12,6,3,0,0,0,0
3,4,Florida Atlantic,12,84,22,10,2,1,1,0,0,0
4,4,Louisville,13,84,36,11,5,2,0,0,0,0
5,6,Iowa,13,86,25,10,6,2,1,0,0,0
6,7,Michigan State,14,90,31,17,7,3,0,0,0,0
7,7,Wisconsin,13,90,36,17,7,4,1,0,0,0
8,9,Alabama,13,91,38,17,5,1,1,1,1,1
9,10,Oregon,13,93,26,14,6,4,1,1,0,0
10,11,Kent State,12,94,39,19,11,6,1,1,1,1
11,12,Baylor,13,95,48,24,13,6,1,0,0,0
12,12,North Texas,13,95,37,17,9,6,3,3,1,1
13,12,South Florida,12,95,29,15,7,5,2,1,0,0
14,12,Virginia Tech,13,95,27,15,10,3,2,2,2,0
15,16,Army,12,96,46,19,7,3,2,0,0,0
16,16,Florida State,14,96,24,8,4,4,1,0,0,0
17,16,Notre Dame,13,96,25,12,6,4,2,0,0,0
18,16,Tennessee,12,96,41,17,9,5,1,1,0,0
19,20,Central Michigan,12,97,29,18,10,4,2,1,1,0
20,20,South Carolina,13,97,35,15,7,5,4,4,2,1
21,20,TCU,12,97,37,20,12,7,4,2,0,0
22,20,Wake Forest,12,97,27,12,8,5,2,1,0,0
23,24,Florida International,12,98,44,24,9,4,2,0,0,0
24,24,Massachusetts,12,98,40,19,12,7,3,1,1,0
25,26,Bowling Green,14,99,23,11,6,2,1,0,0,0
26,27,BYU,13,100,30,16,11,5,4,2,0,0
27,28,Purdue,12,101,38,18,8,3,1,1,1,0
28,28,Rice,14,101,42,22,12,9,6,4,1,0
29,28,South Alabama,12,101,35,19,14,6,3,2,1,0
30,31,LSU,13,102,37,15,7,4,0,0,0,0
31,31,UTEP,12,102,50,22,14,8,5,3,1,0
32,33,Ball State,13,103,37,12,8,4,0,0,0,0
33,34,Mississippi State,13,104,34,14,6,3,2,2,0,0
34,34,Oklahoma,13,104,41,17,10,6,4,1,1,1
35,36,Louisiana Tech,12,105,38,14,7,4,3,0,0,0
36,36,North Carolina State,12,105,36,15,7,4,1,1,0,0
37,36,Virginia,12,105,43,23,11,5,4,3,1,1
38,39,Kansas State,13,106,27,12,9,6,3,2,1,1
39,39,Minnesota,13,106,44,18,7,3,3,2,0,0
40,39,New Mexico State,12,106,43,23,14,8,6,2,0,0
41,39,Texas State,12,106,45,18,13,6,2,0,0,0
42,43,Akron,12,107,32,15,6,2,1,1,1,1
43,43,Iowa State,12,107,39,19,8,1,1,1,0,0
44,43,Middle Tennessee,13,107,32,13,6,3,0,0,0,0
45,43,UTSA,12,107,42,14,6,2,0,0,0,0
46,47,San Jose State,12,108,35,20,11,4,1,1,1,1
47,48,Clemson,13,109,37,16,7,7,5,3,1,1
48,48,Eastern Michigan,12,109,47,26,16,8,4,4,2,0
49,48,Kentucky,12,109,38,14,9,3,3,0,0,0
50,48,Mississippi,13,109,38,18,8,6,4,1,0,0
51,48,New Mexico,12,109,48,25,14,9,2,1,0,0
52,48,Southern Mississippi,12,109,32,13,11,3,0,0,0,0
53,48,Texas Tech,13,109,35,17,10,4,2,2,0,0
54,55,Georgia,13,110,41,16,10,5,5,4,2,1
55,55,Illinois,12,110,44,18,8,3,1,0,0,0
56,55,Syracuse,13,110,37,16,13,7,2,1,1,1
57,58,Texas,13,111,40,16,7,3,2,2,1,1
58,58,Tulsa,12,111,30,13,6,3,2,2,1,0
59,58,UNLV,13,111,43,16,8,2,2,1,0,0
60,58,Vanderbilt,13,111,28,12,4,2,1,0,0,0
61,62,Buffalo,13,112,41,21,12,7,3,1,1,0
62,62,Georgia State,12,112,47,23,10,5,1,1,1,0
63,62,Kansas,12,112,37,26,11,5,2,1,0,0
64,65,Arkansas,12,113,35,19,10,6,2,2,1,0
65,66,Air Force,12,114,40,15,6,2,2,0,0,0
66,66,Arkansas State,13,114,45,20,11,8,4,1,0,0
67,66,Maryland,13,114,43,16,5,3,2,2,0,0
68,66,Memphis,12,114,44,22,8,2,2,2,0,0
69,70,Connecticut,12,115,46,22,11,6,2,1,1,0
70,70,UCLA,13,115,34,11,4,2,0,0,0,0
71,70,Utah State,14,115,51,25,8,5,3,0,0,0
72,70,Wyoming,12,115,45,22,8,4,2,1,0,0
73,74,Ohio,13,116,41,21,4,2,1,0,0,0
74,75,Arizona,13,117,38,15,9,8,6,1,0,0
75,75,Cincinnati,13,117,34,9,3,1,1,1,0,0
76,75,Marshall,14,117,43,17,8,4,2,2,1,0
77,75,Miami (Ohio),12,117,37,17,9,6,3,3,1,0
78,75,Navy,13,117,33,5,3,0,0,0,0,0
79,75,Nevada,12,117,43,9,5,3,0,0,0,0
80,75,Pittsburgh,13,117,39,18,11,6,4,2,1,0
81,75,San Diego State,13,117,44,26,12,6,3,1,0,0
82,75,UCF,13,117,42,17,8,2,1,1,0,0
83,84,Louisiana-Monroe,12,118,40,14,11,6,4,0,0,0
84,84,Nebraska,13,118,47,18,6,1,0,0,0,0
85,86,North Carolina,13,119,38,14,6,3,3,1,1,0
