,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,TCU,13,33,965,29.24,1,2.5,74.2
1,2,Cincinnati,13,54,1540,28.52,3,4.2,118.5
2,3,Stanford,13,58,1597,27.53,3,4.5,122.8
3,4,Boise State,14,44,1172,26.64,2,3.1,83.7
4,5,Florida,14,40,1055,26.38,1,2.9,75.4
5,6,Kansas State,12,50,1316,26.32,4,4.2,109.7
6,7,Texas,14,43,1119,26.02,3,3.1,79.9
7,8,Michigan State,13,55,1422,25.85,1,4.2,109.4
8,9,Connecticut,13,53,1365,25.75,3,4.1,105.0
9,10,Oregon,13,56,1395,24.91,1,4.3,107.3
10,10,Arizona,13,53,1320,24.91,1,4.1,101.5
11,12,Mississippi State,12,61,1514,24.82,1,5.1,126.2
12,13,Southern Mississippi,13,64,1586,24.78,2,4.9,122.0
13,14,Texas Tech,13,47,1148,24.43,0,3.6,88.3
14,15,Air Force,13,37,901,24.35,1,2.8,69.3
15,16,UCF,13,54,1314,24.33,1,4.2,101.1
16,17,Indiana,12,55,1328,24.15,2,4.6,110.7
17,18,Louisville,12,49,1182,24.12,0,4.1,98.5
18,19,Nebraska,14,33,795,24.09,0,2.4,56.8
19,20,Tennessee,13,57,1369,24.02,0,4.4,105.3
20,21,Clemson,14,46,1100,23.91,4,3.3,78.6
21,22,Colorado,12,62,1480,23.87,1,5.2,123.3
22,23,Temple,13,53,1264,23.85,2,4.1,97.2
23,24,Rutgers,13,37,882,23.84,3,2.8,67.8
24,25,Michigan,12,54,1285,23.80,1,4.5,107.1
25,26,Arkansas,13,54,1283,23.76,1,4.2,98.7
26,27,UCLA,13,48,1140,23.75,0,3.7,87.7
27,28,Auburn,13,63,1493,23.70,1,4.8,114.8
28,29,Virginia Tech,13,42,994,23.67,1,3.2,76.5
29,30,Nevada,13,47,1112,23.66,0,3.6,85.5
30,31,East Carolina,14,56,1311,23.41,3,4.0,93.6
31,32,Alabama,14,34,793,23.32,0,2.4,56.6
