,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
32,33,Kentucky,13,56,1302,23.25,1,4.3,100.2
33,34,Mississippi,13,46,1068,23.22,2,3.5,82.2
34,35,Maryland,12,64,1481,23.14,2,5.3,123.4
35,36,Colorado State,12,58,1335,23.02,0,4.8,111.3
36,37,Iowa,13,40,918,22.95,1,3.1,70.6
37,38,Houston,14,68,1555,22.87,5,4.9,111.1
38,39,Utah State,12,58,1322,22.79,0,4.8,110.2
39,40,Syracuse,12,55,1250,22.73,0,4.6,104.2
40,41,Minnesota,13,57,1291,22.65,0,4.4,99.3
41,42,Utah,13,53,1188,22.42,0,4.1,91.4
42,43,UNLV,12,63,1411,22.40,1,5.3,117.6
43,44,Ohio State,13,38,849,22.34,1,2.9,65.3
44,45,Hawai'i,13,68,1518,22.32,0,5.2,116.8
45,46,Wyoming,13,43,959,22.30,0,3.3,73.8
46,47,North Texas,12,62,1382,22.29,0,5.2,115.2
47,48,Vanderbilt,12,53,1180,22.26,3,4.4,98.3
48,49,Texas A&M,13,71,1580,22.25,1,5.5,121.5
49,49,Tulsa,12,64,1424,22.25,0,5.3,118.7
50,51,Western Kentucky,12,81,1797,22.19,0,6.8,149.8
51,52,Duke,12,62,1375,22.18,0,5.2,114.6
52,53,Wake Forest,12,49,1086,22.16,0,4.1,90.5
53,54,Georgia,13,60,1327,22.12,3,4.6,102.1
54,55,Baylor,12,54,1185,21.94,0,4.5,98.8
55,55,Pittsburgh,13,49,1075,21.94,0,3.8,82.7
56,57,SMU,13,55,1206,21.93,0,4.2,92.8
57,58,Northern Illinois,13,53,1160,21.89,1,4.1,89.2
58,58,Oregon State,13,47,1029,21.89,0,3.6,79.2
59,60,West Virginia,13,54,1181,21.87,1,4.2,90.8
60,61,North Carolina State,12,61,1332,21.84,1,5.1,111.0
61,62,BYU,13,40,873,21.83,0,3.1,67.2
62,63,Georgia Tech,14,54,1176,21.78,0,3.9,84.0
63,64,Western Michigan,12,53,1153,21.75,0,4.4,96.1
64,65,Notre Dame,12,50,1085,21.70,0,4.2,90.4
65,66,Miami (Florida),13,57,1235,21.67,0,4.4,95.0
66,67,Akron,12,56,1211,21.63,1,4.7,100.9
67,68,Kansas,12,56,1206,21.54,1,4.7,100.5
68,69,Rice,12,77,1653,21.47,0,6.4,137.8
69,70,Fresno State,13,51,1094,21.45,0,3.9,84.2
70,71,Iowa State,13,52,1115,21.44,0,4.0,85.8
71,72,South Carolina,13,54,1149,21.28,0,4.2,88.4
72,73,UTEP,12,60,1274,21.23,0,5.0,106.2
73,74,Toledo,12,72,1526,21.19,1,6.0,127.2
74,75,Boston College,13,44,932,21.18,0,3.4,71.7
75,76,Arizona State,12,48,1014,21.13,1,4.0,84.5
76,77,Kent State,12,53,1118,21.09,1,4.4,93.2
77,78,Troy,13,62,1305,21.05,1,4.8,100.4
78,79,Louisiana Tech,12,60,1261,21.02,1,5.0,105.1
79,80,Missouri,13,63,1315,20.87,0,4.8,101.2
80,81,Central Michigan,14,49,1021,20.84,1,3.5,72.9
81,82,Arkansas State,12,47,979,20.83,0,3.9,81.6
82,83,Oklahoma,13,33,687,20.82,0,2.5,52.8
83,84,Ohio,14,50,1038,20.76,1,3.6,74.1
84,85,Florida State,13,67,1390,20.75,0,5.2,106.9
85,86,UAB,12,52,1078,20.73,0,4.3,89.8
86,87,Purdue,12,58,1201,20.71,1,4.8,100.1
87,88,Florida International,12,71,1466,20.65,1,5.9,122.2
88,89,Northwestern,13,57,1175,20.61,0,4.4,90.4
89,90,Memphis,12,66,1357,20.56,0,5.5,113.1
90,91,New Mexico State,13,62,1273,20.53,0,4.8,97.9
91,91,North Carolina,13,40,821,20.53,0,3.1,63.2
92,93,Idaho,13,62,1270,20.48,1,4.8,97.7
93,94,Ball State,12,55,1125,20.45,0,4.6,93.8
94,95,Eastern Michigan,12,72,1463,20.32,0,6.0,121.9
95,96,California,13,57,1152,20.21,0,4.4,88.6
96,97,San Diego State,12,60,1192,19.87,0,5.0,99.3
97,98,South Florida,13,48,946,19.71,0,3.7,72.8
98,99,Middle Tennessee,13,57,1119,19.63,0,4.4,86.1
99,100,Louisiana-Monroe,12,58,1138,19.62,0,4.8,94.8
100,101,Tulane,12,76,1486,19.55,1,6.3,123.8
101,102,Marshall,13,49,957,19.53,0,3.8,73.6
102,103,Bowling Green,13,62,1208,19.48,1,4.8,92.9
103,104,Army,12,46,889,19.33,0,3.8,74.1
104,105,Illinois,12,57,1101,19.32,0,4.8,91.8
105,106,Wisconsin,13,52,1002,19.27,0,4.0,77.1
106,107,Penn State,13,38,729,19.18,0,2.9,56.1
107,108,New Mexico,12,54,1035,19.17,0,4.5,86.3
108,109,LSU,13,47,900,19.15,0,3.6,69.2
109,110,Florida Atlantic,12,63,1199,19.03,0,5.3,99.9
110,111,USC,13,50,943,18.86,0,3.8,72.5
111,112,Washington,12,63,1173,18.62,0,5.3,97.8
112,113,Virginia,12,63,1171,18.59,0,5.3,97.6
113,114,Washington State,12,63,1168,18.54,0,5.3,97.3
114,115,Oklahoma State,13,56,1037,18.52,0,4.3,79.8
115,115,Navy,14,46,852,18.52,0,3.3,60.9
116,117,San Jose State,12,64,1184,18.50,0,5.3,98.7
117,118,Louisiana-Lafayette,12,52,939,18.06,0,4.3,78.3
118,119,Buffalo,12,52,919,17.67,0,4.3,76.6
119,120,Miami (Ohio),12,67,1039,15.51,0,5.6,86.6
