,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
43,44,San Diego State,12,28,213,7.61,0,2.3,17.8
44,45,Illinois,12,21,161,7.67,1,1.8,13.4
45,46,Washington,12,18,139,7.72,1,1.5,11.6
46,47,Michigan State,13,26,201,7.73,0,2.0,15.5
47,48,Virginia Tech,13,22,172,7.82,0,1.7,13.2
48,49,Duke,12,31,243,7.84,1,2.6,20.3
49,50,Bowling Green,13,13,103,7.92,1,1.0,7.9
50,51,Florida State,13,17,136,8.00,0,1.3,10.5
51,51,Marshall,13,25,200,8.00,1,1.9,15.4
52,53,Boston College,13,29,241,8.31,1,2.2,18.5
53,54,Temple,13,22,184,8.36,1,1.7,14.2
54,55,Mississippi,13,13,109,8.38,0,1.0,8.4
55,56,Navy,14,21,179,8.52,1,1.5,12.8
56,57,Wake Forest,12,15,128,8.53,1,1.3,10.7
57,58,Purdue,12,21,180,8.57,1,1.8,15.0
58,59,Air Force,13,18,155,8.61,0,1.4,11.9
59,60,Louisiana Tech,12,30,261,8.70,0,2.5,21.8
60,61,West Virginia,13,28,245,8.75,0,2.2,18.8
61,62,Kent State,12,27,243,9.00,2,2.3,20.3
62,63,UAB,12,24,217,9.04,0,2.0,18.1
63,64,Alabama,14,17,156,9.18,0,1.2,11.1
64,65,Miami (Florida),13,12,112,9.33,2,0.9,8.6
65,66,Pittsburgh,13,21,199,9.48,1,1.6,15.3
66,66,East Carolina,14,27,256,9.48,0,1.9,18.3
67,68,Western Kentucky,12,30,285,9.50,0,2.5,23.8
68,69,New Mexico,12,37,354,9.57,0,3.1,29.5
69,70,Utah State,12,19,185,9.74,0,1.6,15.4
70,71,Eastern Michigan,12,24,234,9.75,2,2.0,19.5
71,72,Virginia,12,22,216,9.82,1,1.8,18.0
72,73,California,13,22,217,9.86,1,1.7,16.7
73,74,Northwestern,13,17,169,9.94,1,1.3,13.0
74,75,Texas,14,26,259,9.96,1,1.9,18.5
75,76,Middle Tennessee,13,36,359,9.97,1,2.8,27.6
76,76,Vanderbilt,12,36,359,9.97,0,3.0,29.9
77,78,Fresno State,13,17,170,10.00,0,1.3,13.1
78,79,Army,12,28,281,10.04,2,2.3,23.4
79,80,Rice,12,29,295,10.17,0,2.4,24.6
80,81,North Carolina State,12,11,112,10.18,0,0.9,9.3
81,82,Tennessee,13,26,267,10.27,0,2.0,20.5
82,83,New Mexico State,13,28,292,10.43,1,2.2,22.5
83,84,Northern Illinois,13,27,283,10.48,2,2.1,21.8
84,85,Georgia,13,23,242,10.52,0,1.8,18.6
85,86,Louisiana-Monroe,12,15,160,10.67,1,1.3,13.3
86,87,San Jose State,12,22,235,10.68,1,1.8,19.6
87,88,Colorado,12,37,399,10.78,4,3.1,33.3
88,89,Akron,12,17,187,11.00,2,1.4,15.6
89,89,Cincinnati,13,24,264,11.00,1,1.8,20.3
90,89,SMU,13,26,286,11.00,1,2.0,22.0
91,92,Arizona State,12,34,377,11.09,1,2.8,31.4
92,93,Miami (Ohio),12,36,401,11.14,1,3.0,33.4
93,94,Idaho,13,18,204,11.33,0,1.4,15.7
94,95,Utah,13,23,261,11.35,1,1.8,20.1
95,96,North Texas,12,26,296,11.38,1,2.2,24.7
96,97,Houston,14,12,137,11.42,1,0.9,9.8
97,98,Clemson,14,22,256,11.64,1,1.6,18.3
98,99,Arkansas,13,25,295,11.80,1,1.9,22.7
99,100,Nebraska,14,31,366,11.81,0,2.2,26.1
100,101,Toledo,12,19,227,11.95,0,1.6,18.9
101,102,Maryland,12,21,254,12.10,0,1.8,21.2
102,103,Western Michigan,12,21,260,12.38,1,1.8,21.7
103,104,UTEP,12,16,200,12.50,0,1.3,16.7
104,105,Baylor,12,25,316,12.64,1,2.1,26.3
105,106,Notre Dame,12,8,102,12.75,0,0.7,8.5
106,107,Auburn,13,13,168,12.92,1,1.0,12.9
107,108,Memphis,12,21,272,12.95,1,1.8,22.7
108,109,Kansas,12,17,221,13.00,0,1.4,18.4
109,110,South Carolina,13,29,378,13.03,0,2.2,29.1
110,111,Washington State,12,38,496,13.05,2,3.2,41.3
111,112,Ohio,14,18,236,13.11,1,1.3,16.9
112,113,Syracuse,12,18,237,13.17,0,1.5,19.8
113,114,Arizona,13,17,224,13.18,0,1.3,17.2
114,115,Mississippi State,12,13,173,13.31,1,1.1,14.4
115,116,Colorado State,12,18,272,15.11,1,1.5,22.7
116,117,Penn State,13,20,308,15.40,1,1.5,23.7
117,118,Tulane,12,25,442,17.68,1,2.1,36.8
118,119,Oklahoma State,13,30,533,17.77,1,2.3,41.0
119,120,South Florida,13,11,231,21.00,1,0.8,17.8
