,Rank,Name,G,TFL,TFL Yards,TFL/G
0,1,Rutgers,13,113.0,426,8.69
1,2,Texas,14,112.0,577,8.00
2,2,Middle Tennessee,13,112.0,439,8.62
3,4,Cincinnati,13,110.0,411,8.46
4,5,UCLA,13,106.0,395,8.15
5,6,North Carolina,13,105.0,460,8.08
6,6,Penn State,13,105.0,394,8.08
7,8,Clemson,14,101.0,386,7.21
8,9,Kent State,12,100.0,363,8.33
9,9,Boise State,14,100.0,343,7.14
10,11,Pittsburgh,13,97.0,494,7.46
11,11,Oklahoma,13,97.0,398,7.46
12,13,Alabama,14,96.0,427,6.86
13,13,Mississippi,13,96.0,424,7.39
14,15,UCF,13,94.0,434,7.23
15,16,Nebraska,14,93.0,419,6.64
16,16,Utah,13,93.0,357,7.15
17,18,Wisconsin,13,92.0,411,7.08
18,18,Virginia Tech,13,92.0,411,7.08
19,18,Miami (Florida),13,92.0,363,7.08
20,21,East Carolina,14,91.0,349,6.50
21,21,USC,13,91.0,336,7.00
22,23,Georgia,13,90.0,348,6.92
23,24,Nevada,13,89.0,330,6.85
24,25,Southern Mississippi,13,88.0,416,6.77
25,25,Troy,13,88.0,332,6.77
26,27,Arkansas,13,86.0,348,6.62
27,28,Syracuse,12,85.0,380,7.08
28,29,Texas Tech,13,84.0,351,6.46
29,29,Northern Illinois,13,84.0,348,6.46
30,29,California,13,84.0,289,6.46
31,32,South Florida,13,83.0,307,6.39
32,32,Michigan,12,83.0,295,6.92
33,34,Texas A&M,13,82.0,353,6.31
34,34,Oregon,13,82.0,318,6.31
35,36,Missouri,13,81.0,377,6.23
36,36,West Virginia,13,81.0,327,6.23
37,36,Washington,12,81.0,312,6.75
38,36,LSU,13,81.0,295,6.23
39,40,Ohio State,13,79.0,337,6.08
40,40,Boston College,13,79.0,279,6.08
41,40,South Carolina,13,79.0,278,6.08
42,43,Kansas,12,78.0,328,6.50
43,43,TCU,13,78.0,298,6.00
44,43,Arizona State,12,78.0,279,6.50
45,46,Temple,13,77.0,351,5.92
46,46,Auburn,13,77.0,326,5.92
47,46,Purdue,12,77.0,321,6.42
48,46,Oklahoma State,13,77.0,314,5.92
49,46,Tulsa,12,77.0,297,6.42
50,51,Florida,14,76.0,355,5.43
51,51,Florida International,12,76.0,271,6.33
52,53,Marshall,13,75.0,288,5.77
53,53,Florida State,13,75.0,266,5.77
54,55,Connecticut,13,73.0,306,5.62
55,55,New Mexico,12,73.0,303,6.08
56,55,Iowa,13,73.0,281,5.62
57,55,Notre Dame,12,73.0,253,6.08
58,55,Ohio,14,73.0,251,5.21
59,60,Arizona,13,72.0,292,5.54
60,60,Minnesota,13,72.0,286,5.54
61,60,Fresno State,13,72.0,212,5.54
62,63,Tennessee,13,71.0,302,5.46
63,63,Wyoming,13,71.0,279,5.46
64,65,Army,12,70.0,311,5.83
65,65,Memphis,12,70.0,254,5.83
66,65,Ball State,12,70.0,212,5.83
67,68,Michigan State,13,69.0,309,5.31
68,68,Georgia Tech,14,69.0,270,4.93
69,68,Oregon State,13,69.0,264,5.31
70,68,Northwestern,13,69.0,261,5.31
71,68,Louisville,12,69.0,259,5.75
72,68,UAB,12,69.0,255,5.75
73,74,Indiana,12,68.0,269,5.67
74,75,Duke,12,67.0,233,5.58
75,76,Houston,14,66.0,314,4.71
76,76,Central Michigan,14,66.0,287,4.71
77,76,Colorado,12,66.0,280,5.50
78,76,Eastern Michigan,12,66.0,258,5.50
79,76,SMU,13,66.0,256,5.08
80,76,Louisiana-Monroe,12,66.0,241,5.50
81,76,Vanderbilt,12,66.0,219,5.50
82,83,North Carolina State,12,65.0,291,5.42
83,83,Buffalo,12,65.0,283,5.42
84,83,Arkansas State,12,65.0,233,5.42
85,83,Akron,12,65.0,186,5.42
86,87,San Diego State,12,64.0,236,5.33
87,87,Western Michigan,12,64.0,218,5.33
88,87,Iowa State,13,64.0,203,4.92
89,87,Kentucky,13,64.0,201,4.92
90,91,Maryland,12,63.0,271,5.25
91,91,Hawai'i,13,63.0,260,4.85
92,91,Illinois,12,63.0,236,5.25
93,94,BYU,13,62.5,286,4.81
94,95,Kansas State,12,62.0,279,5.17
95,95,UTEP,12,62.0,246,5.17
96,97,Air Force,13,61.0,269,4.69
97,97,Mississippi State,12,61.0,221,5.08
98,97,Florida Atlantic,12,61.0,220,5.08
99,100,Colorado State,12,59.0,280,4.92
100,100,Miami (Ohio),12,59.0,244,4.92
101,102,Stanford,13,58.0,271,4.46
102,102,Toledo,12,58.0,240,4.83
103,102,North Texas,12,58.0,206,4.83
104,105,San Jose State,12,56.0,251,4.67
105,105,Rice,12,56.0,206,4.67
106,107,New Mexico State,13,55.0,218,4.23
107,107,Washington State,12,55.0,163,4.58
108,109,Wake Forest,12,54.0,232,4.50
109,109,Bowling Green,13,54.0,212,4.15
110,111,Utah State,12,53.0,208,4.42
111,111,Virginia,12,53.0,207,4.42
112,111,Idaho,13,53.0,173,4.08
113,114,Louisiana Tech,12,52.0,249,4.33
114,114,Navy,14,52.0,234,3.71
115,116,Louisiana-Lafayette,12,51.0,196,4.25
116,117,Baylor,12,50.0,203,4.17
117,118,UNLV,12,49.0,193,4.08
118,119,Western Kentucky,12,47.0,160,3.92
119,120,Tulane,12,45.0,167,3.75
