,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
0,1,Clemson,14,62,3336,53.81,3,4.84,6,2
1,2,LSU,13,54,3001,55.57,6,11.11,0,1
2,3,Rutgers,13,51,2958,58.00,8,15.69,3,1
3,3,Louisiana-Monroe,12,63,3654,58.00,3,4.76,1,2
4,5,Florida State,13,73,4239,58.07,4,5.48,1,1
5,6,Oklahoma State,13,59,3442,58.34,3,5.08,0,1
6,6,Florida International,12,80,4667,58.34,8,10.00,2,1
7,8,East Carolina,14,64,3738,58.41,4,6.25,2,3
8,9,Temple,13,60,3505,58.42,2,3.33,5,2
9,10,Alabama,14,40,2347,58.68,1,2.50,2,3
10,11,Virginia,12,68,4042,59.44,4,5.88,1,0
11,12,Louisiana Tech,12,65,3865,59.46,4,6.15,1,0
12,13,Middle Tennessee,13,63,3748,59.49,3,4.76,2,1
13,14,Ohio,14,62,3690,59.52,8,12.90,4,1
14,15,Stanford,13,67,3989,59.54,5,7.46,3,1
15,16,Kentucky,13,62,3692,59.55,5,8.06,1,0
16,16,Akron,12,65,3871,59.55,6,9.23,3,0
17,18,Pittsburgh,13,54,3216,59.56,3,5.56,1,0
18,19,Bowling Green,13,69,4110,59.57,4,5.80,1,1
19,20,Indiana,12,69,4111,59.58,8,11.59,3,0
20,21,Oregon State,13,61,3638,59.64,11,18.03,3,2
21,22,Houston,14,80,4786,59.83,10,12.50,1,1
22,23,Connecticut,13,60,3597,59.95,5,8.33,2,1
23,24,Arkansas State,12,57,3418,59.96,7,12.28,1,0
24,25,Miami (Florida),13,67,4018,59.97,9,13.43,0,1
25,26,Mississippi,13,53,3182,60.04,4,7.55,3,1
26,26,Central Michigan,14,56,3362,60.04,5,8.93,2,5
27,28,North Texas,12,79,4746,60.08,10,12.66,5,0
28,29,Northern Illinois,13,60,3608,60.13,5,8.33,1,1
29,30,Penn State,13,40,2406,60.15,3,7.50,0,4
30,31,Southern Mississippi,13,70,4212,60.17,4,5.71,2,1
31,31,Eastern Michigan,12,83,4994,60.17,6,7.23,4,0
