,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
32,33,Vanderbilt,12,62,3732,60.19,6,9.68,3,0
33,34,Auburn,13,72,4335,60.21,3,4.17,3,1
34,35,Virginia Tech,13,52,3133,60.25,6,11.54,3,0
35,35,Florida Atlantic,12,75,4519,60.25,7,9.33,5,2
36,37,Miami (Ohio),12,77,4643,60.30,6,7.79,2,0
37,38,Boise State,14,49,2958,60.37,2,4.08,1,4
38,39,Illinois,12,70,4233,60.47,8,11.43,4,0
39,40,Marshall,13,60,3629,60.48,9,15.00,2,3
40,41,Georgia,13,71,4295,60.49,4,5.63,2,1
41,42,Wisconsin,13,59,3580,60.68,7,11.86,0,2
42,42,UCF,13,60,3641,60.68,3,5.00,1,1
43,44,Arkansas,13,70,4253,60.76,12,17.14,3,1
44,45,Kent State,12,62,3771,60.82,4,6.45,4,1
45,46,Tulsa,12,69,4197,60.83,4,5.80,2,1
46,47,UTEP,12,74,4503,60.85,11,14.86,0,0
47,48,USC,13,59,3597,60.97,5,8.47,1,0
48,49,Maryland,12,73,4454,61.01,8,10.96,0,1
49,50,Troy,13,73,4455,61.03,7,9.59,2,2
50,51,Tulane,12,83,5071,61.10,4,4.82,2,0
51,52,Army,12,54,3303,61.17,5,9.26,3,1
52,53,Iowa,13,46,2815,61.20,5,10.87,1,3
53,54,Kansas State,12,57,3493,61.28,3,5.26,1,1
54,55,SMU,13,68,4169,61.31,10,14.71,3,1
55,56,Toledo,12,78,4790,61.41,5,6.41,2,4
56,57,Iowa State,13,60,3690,61.50,7,11.67,1,0
57,58,Boston College,13,61,3754,61.54,12,19.67,0,1
58,58,Memphis,12,81,4985,61.54,10,12.35,1,0
59,60,Western Kentucky,12,87,5356,61.56,5,5.75,1,0
60,61,Buffalo,12,63,3879,61.57,7,11.11,4,0
61,62,West Virginia,13,66,4064,61.58,10,15.15,2,1
62,62,Ball State,12,67,4126,61.58,8,11.94,3,0
63,64,South Carolina,13,60,3699,61.65,5,8.33,1,0
64,65,Western Michigan,12,67,4132,61.67,9,13.43,3,2
65,66,Fresno State,13,65,4009,61.68,12,18.46,1,4
66,67,Ohio State,13,41,2533,61.78,1,2.44,2,0
67,68,Washington,12,68,4204,61.82,5,7.35,0,0
68,69,South Florida,13,59,3658,62.00,7,11.86,2,0
69,70,UCLA,13,61,3788,62.10,7,11.48,3,0
70,70,California,13,69,4285,62.10,11,15.94,1,0
71,72,San Diego State,12,72,4478,62.19,10,13.89,1,0
72,73,Nebraska,14,38,2371,62.39,4,10.53,1,0
73,73,Duke,12,70,4367,62.39,6,8.57,1,0
74,75,Navy,14,58,3620,62.41,11,18.97,1,3
75,76,Georgia Tech,14,68,4247,62.46,8,11.76,5,4
76,77,Wake Forest,12,61,3812,62.49,8,13.11,3,1
77,78,BYU,13,57,3567,62.58,15,26.32,1,2
78,78,Michigan,12,67,4193,62.58,9,13.43,2,1
79,80,Utah,13,59,3698,62.68,4,6.78,1,1
80,80,Kansas,12,69,4325,62.68,11,15.94,2,0
81,82,Minnesota,13,66,4138,62.70,7,10.61,1,1
82,83,Mississippi State,12,64,4015,62.73,1,1.56,1,1
83,84,Cincinnati,13,60,3775,62.92,5,8.33,1,3
84,84,Northwestern,13,63,3964,62.92,4,6.35,2,2
85,86,Arizona State,12,55,3463,62.96,5,9.09,2,0
86,87,Idaho,13,83,5229,63.00,16,19.28,3,2
87,88,San Jose State,12,75,4729,63.05,8,10.67,2,0
88,89,Purdue,12,70,4425,63.21,10,14.29,2,1
89,90,Oregon,13,63,3983,63.22,6,9.52,1,1
90,91,Michigan State,13,69,4371,63.35,9,13.04,2,2
91,92,Arizona,13,64,4058,63.41,10,15.63,1,1
92,93,Texas Tech,13,60,3805,63.42,11,18.33,2,3
93,94,Florida,14,48,3045,63.44,7,14.58,1,0
94,95,Louisiana-Lafayette,12,69,4380,63.48,15,21.74,1,0
95,96,Colorado,12,70,4445,63.50,6,8.57,2,0
96,97,Missouri,13,75,4763,63.51,10,13.33,2,0
97,98,Texas,14,55,3494,63.53,10,18.18,2,2
98,99,New Mexico,12,78,4956,63.54,23,29.49,0,0
99,100,Texas A&M,13,80,5084,63.55,9,11.25,0,4
100,101,TCU,13,40,2543,63.58,3,7.50,2,2
101,102,Hawai'i,13,76,4833,63.59,4,5.26,3,1
102,103,Syracuse,12,62,3943,63.60,7,11.29,1,2
103,104,Air Force,13,46,2927,63.63,8,17.39,0,1
104,105,Washington State,12,83,5287,63.70,14,16.87,5,1
105,106,Baylor,12,70,4460,63.71,14,20.00,2,0
106,107,Rice,12,92,5887,63.99,12,13.04,1,0
107,108,Tennessee,13,68,4353,64.01,9,13.24,2,1
108,109,UAB,12,68,4357,64.07,15,22.06,1,3
109,110,Louisville,12,65,4167,64.11,13,20.00,1,0
110,111,Notre Dame,12,59,3789,64.22,8,13.56,1,1
111,112,New Mexico State,13,78,5021,64.37,15,19.23,1,1
112,113,North Carolina,13,50,3226,64.52,7,14.00,3,2
113,114,North Carolina State,12,70,4522,64.60,8,11.43,1,1
114,115,UNLV,12,73,4728,64.77,10,13.70,0,1
115,116,Nevada,13,70,4536,64.80,19,27.14,2,2
116,117,Colorado State,12,67,4361,65.09,8,11.94,1,1
117,118,Utah State,12,74,4827,65.23,13,17.57,2,1
118,119,Oklahoma,13,47,3081,65.55,11,23.40,2,0
119,120,Wyoming,13,73,4799,65.74,26,35.62,3,1
