,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
59,60,Louisiana Tech,12,1952,2466,828,4418,5.34,368.2
60,61,Duke,12,1834,2589,799,4423,5.54,368.6
61,62,Connecticut,13,1727,3067,862,4794,5.56,368.8
62,63,Minnesota,13,1972,2827,914,4799,5.25,369.2
63,64,Missouri,13,1542,3269,938,4811,5.13,370.1
64,65,Louisville,12,1981,2472,768,4453,5.80,371.1
65,66,Marshall,13,1753,3080,847,4833,5.71,371.8
66,67,Cincinnati,13,1869,2993,935,4862,5.20,374.0
67,68,Auburn,13,2033,2834,945,4867,5.15,374.4
68,69,Purdue,12,2081,2439,844,4520,5.36,376.7
69,70,Miami (Ohio),12,2243,2285,777,4528,5.83,377.3
70,71,California,13,1454,3459,889,4913,5.53,377.9
71,72,East Carolina,14,1684,3612,983,5296,5.39,378.3
72,73,Michigan State,13,1472,3479,914,4951,5.42,380.8
73,74,San Diego State,12,1986,2598,851,4584,5.39,382.0
74,75,Wake Forest,12,1972,2625,800,4597,5.75,383.1
75,76,Kansas,12,1659,2940,836,4599,5.50,383.3
76,77,Ball State,12,1828,2812,831,4640,5.58,386.7
77,78,Colorado State,12,1825,2828,816,4653,5.70,387.8
78,79,Washington,12,1786,2888,759,4674,6.16,389.5
79,80,Wyoming,13,2227,2870,912,5097,5.59,392.1
80,81,Southern Mississippi,13,1708,3394,949,5102,5.38,392.5
81,82,Michigan,12,2063,2657,838,4720,5.63,393.3
82,83,Maryland,12,1808,2946,818,4754,5.81,396.2
83,84,Tulsa,12,1764,3000,849,4764,5.61,397.0
84,85,SMU,13,2167,2995,929,5162,5.56,397.1
85,86,Notre Dame,12,2043,2730,771,4773,6.19,397.8
86,87,Bowling Green,13,2525,2652,860,5177,6.02,398.2
87,88,Indiana,12,1916,2896,836,4812,5.76,401.0
88,89,Arkansas,13,1985,3230,905,5215,5.76,401.2
89,90,Stanford,13,1793,3442,879,5235,5.96,402.7
90,91,Hawai'i,13,2624,2615,871,5239,6.01,403.0
91,92,Illinois,12,1853,2986,811,4839,5.97,403.3
92,93,Louisiana-Lafayette,12,2183,2669,810,4852,5.99,404.3
93,94,Baylor,12,2145,2722,907,4867,5.37,405.6
94,95,Toledo,12,1992,2897,848,4889,5.77,407.4
95,96,Nevada,13,1450,3871,831,5321,6.40,409.3
96,97,North Texas,12,2347,2601,843,4948,5.87,412.3
97,98,Fresno State,13,2783,2595,829,5378,6.49,413.7
98,99,Iowa State,13,2154,3252,929,5406,5.82,415.8
99,100,New Mexico,12,1980,3040,873,5020,5.75,418.3
100,101,Western Michigan,12,2150,2886,845,5036,5.96,419.7
101,102,Tulane,12,2495,2579,804,5074,6.31,422.8
102,103,New Mexico State,13,2869,2638,875,5507,6.29,423.6
103,104,Troy,13,1791,3728,937,5519,5.89,424.5
104,105,Texas A&M,13,2231,3311,934,5542,5.93,426.3
105,106,Eastern Michigan,12,3322,1801,748,5123,6.85,426.9
106,107,Idaho,13,2020,3615,868,5635,6.49,433.5
107,108,Florida State,13,2668,2981,837,5649,6.75,434.5
108,109,San Jose State,12,3110,2205,796,5315,6.68,442.9
109,110,UTEP,12,2410,2953,880,5363,6.09,446.9
110,111,Houston,14,3172,3146,1049,6318,6.02,451.3
111,112,Florida Atlantic,12,2647,2791,775,5438,7.02,453.2
112,113,UAB,12,1724,3716,856,5440,6.36,453.3
113,114,Utah State,12,2466,2995,858,5461,6.36,455.1
114,115,UNLV,12,2647,2827,824,5474,6.64,456.2
115,116,Memphis,12,2089,3401,854,5490,6.43,457.5
116,117,Rice,12,2287,3281,844,5568,6.60,464.0
117,118,Western Kentucky,12,2938,2801,829,5739,6.92,478.3
118,119,Florida International,12,2794,3105,897,5899,6.58,491.6
119,120,Washington State,12,2837,3307,865,6144,7.10,512.0
