,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
66,67,Tulane,12,39,857,21.97,0,3.3,71.4
67,68,Mississippi State,12,57,1253,21.98,0,4.8,104.4
68,68,Notre Dame,12,63,1385,21.98,2,5.3,115.4
69,70,San Jose State,12,35,772,22.06,1,2.9,64.3
70,70,Hawai'i,13,48,1059,22.06,0,3.7,81.5
71,72,Baylor,12,48,1060,22.08,0,4.0,88.3
72,72,Florida Atlantic,12,53,1170,22.08,0,4.4,97.5
73,72,North Carolina State,12,65,1435,22.08,1,5.4,119.6
74,72,Middle Tennessee,13,74,1634,22.08,1,5.7,125.7
75,76,Miami (Ohio),12,33,730,22.12,1,2.8,60.8
76,77,Michigan State,13,63,1397,22.17,0,4.8,107.5
77,78,Duke,12,56,1246,22.25,1,4.7,103.8
78,79,Michigan,12,51,1139,22.33,0,4.3,94.9
79,80,Western Kentucky,12,44,983,22.34,0,3.7,81.9
80,81,UTEP,12,58,1299,22.40,2,4.8,108.3
81,82,Tennessee,13,64,1436,22.44,2,4.9,110.5
82,83,Missouri,13,67,1505,22.46,0,5.2,115.8
83,84,Georgia Tech,14,78,1755,22.50,2,5.6,125.4
84,85,Wyoming,13,45,1016,22.58,1,3.5,78.2
85,86,Connecticut,13,59,1338,22.68,2,4.5,102.9
86,87,Mississippi,13,62,1411,22.76,0,4.8,108.5
87,88,Bowling Green,13,62,1417,22.85,0,4.8,109.0
88,89,Navy,14,69,1577,22.86,1,4.9,112.6
89,90,Illinois,12,41,945,23.05,1,3.4,78.8
90,91,Texas A&M,13,68,1569,23.07,3,5.2,120.7
91,92,Indiana,12,52,1206,23.19,1,4.3,100.5
92,92,Troy,13,63,1461,23.19,1,4.8,112.4
93,94,Syracuse,12,50,1167,23.34,2,4.2,97.3
94,95,Memphis,12,50,1171,23.42,0,4.2,97.6
95,96,Kansas,12,57,1338,23.47,0,4.8,111.5
96,97,Auburn,13,69,1624,23.54,1,5.3,124.9
97,98,Marshall,13,47,1117,23.77,1,3.6,85.9
98,99,New Mexico,12,43,1023,23.79,0,3.6,85.3
99,100,Rice,12,40,957,23.93,2,3.3,79.8
100,101,Army,12,41,984,24.00,1,3.4,82.0
101,102,Minnesota,13,46,1109,24.11,1,3.5,85.3
102,103,Colorado State,12,49,1184,24.16,0,4.1,98.7
103,104,UAB,12,58,1403,24.19,2,4.8,116.9
104,105,West Virginia,13,57,1380,24.21,1,4.4,106.2
105,106,UNLV,12,43,1044,24.28,0,3.6,87.0
106,107,South Carolina,13,53,1292,24.38,3,4.1,99.4
107,108,Oklahoma State,13,38,927,24.39,1,2.9,71.3
108,109,Idaho,13,63,1544,24.51,1,4.8,118.8
109,110,Wake Forest,12,46,1128,24.52,0,3.8,94.0
110,111,USC,13,51,1254,24.59,0,3.9,96.5
111,112,Purdue,12,57,1407,24.68,0,4.8,117.3
112,113,UCLA,13,44,1091,24.80,1,3.4,83.9
113,114,Louisville,12,44,1092,24.82,1,3.7,91.0
114,115,Alabama,14,80,2005,25.06,2,5.7,143.2
115,116,San Diego State,12,52,1305,25.10,0,4.3,108.8
116,117,Georgia,13,56,1440,25.71,1,4.3,110.8
117,118,SMU,13,51,1320,25.88,2,3.9,101.5
118,119,Wisconsin,13,64,1689,26.39,1,4.9,129.9
119,120,Washington State,12,29,804,27.72,2,2.4,67.0
