,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Kent State,12,43,644,14.98,0,3.6,53.7
1,2,Western Michigan,12,42,690,16.43,0,3.5,57.5
2,3,LSU,13,62,1086,17.52,0,4.8,83.5
3,4,Oregon State,13,72,1274,17.69,0,5.5,98.0
4,5,Ohio,14,63,1122,17.81,0,4.5,80.1
5,6,Florida International,12,43,778,18.09,0,3.6,64.8
6,7,Iowa State,13,54,978,18.11,0,4.2,75.2
7,8,Arkansas State,12,52,944,18.15,0,4.3,78.7
8,9,Iowa,13,59,1083,18.36,0,4.5,83.3
9,10,UCF,13,57,1071,18.79,2,4.4,82.4
10,11,Arizona State,12,50,942,18.84,0,4.2,78.5
11,12,Boise State,14,98,1868,19.06,0,7.0,133.4
12,13,Air Force,13,56,1077,19.23,1,4.3,82.8
13,14,Boston College,13,48,924,19.25,0,3.7,71.1
14,15,Southern Mississippi,13,72,1387,19.26,0,5.5,106.7
15,16,Akron,12,43,839,19.51,2,3.6,69.9
16,17,Texas Tech,13,66,1291,19.56,0,5.1,99.3
17,18,Nebraska,14,49,961,19.61,0,3.5,68.6
18,19,Louisiana Tech,12,50,981,19.62,1,4.2,81.8
19,20,Northern Illinois,13,60,1180,19.67,0,4.6,90.8
20,21,TCU,13,86,1697,19.73,0,6.6,130.5
21,22,Stanford,13,71,1405,19.79,0,5.5,108.1
22,23,Temple,13,64,1269,19.83,1,4.9,97.6
23,24,Clemson,14,81,1622,20.02,0,5.8,115.9
24,25,Rutgers,13,69,1387,20.10,1,5.3,106.7
25,26,Colorado,12,37,745,20.14,1,3.1,62.1
26,27,Louisiana-Lafayette,12,54,1088,20.15,1,4.5,90.7
27,28,Oklahoma,13,74,1492,20.16,1,5.7,114.8
28,29,Vanderbilt,12,44,889,20.20,0,3.7,74.1
29,30,Virginia Tech,13,63,1274,20.22,0,4.8,98.0
30,31,Virginia,12,42,853,20.31,1,3.5,71.1
31,32,Tulsa,12,57,1160,20.35,1,4.8,96.7
32,32,Fresno State,13,69,1404,20.35,0,5.3,108.0
33,34,Cincinnati,13,69,1410,20.43,0,5.3,108.5
34,35,Toledo,12,56,1149,20.52,0,4.7,95.8
35,35,South Florida,13,61,1252,20.52,0,4.7,96.3
36,37,Miami (Florida),13,67,1378,20.57,1,5.2,106.0
37,38,Buffalo,12,52,1073,20.63,1,4.3,89.4
38,39,Washington,12,58,1198,20.66,1,4.8,99.8
39,40,Houston,14,96,1986,20.69,1,6.9,141.9
40,41,New Mexico State,13,26,539,20.73,0,2.0,41.5
41,42,East Carolina,14,69,1437,20.83,0,4.9,102.6
42,43,Oregon,13,75,1564,20.85,0,5.8,120.3
43,44,Kansas State,12,49,1024,20.90,0,4.1,85.3
44,45,Utah,13,41,859,20.95,0,3.2,66.1
45,46,Nevada,13,63,1321,20.97,1,4.8,101.6
46,47,Florida,14,85,1783,20.98,0,6.1,127.4
47,48,Arizona,13,56,1178,21.04,0,4.3,90.6
48,49,North Carolina,13,64,1353,21.14,0,4.9,104.1
49,49,Arkansas,13,79,1670,21.14,0,6.1,128.5
50,51,Ohio State,13,67,1422,21.22,1,5.2,109.4
51,52,Eastern Michigan,12,38,811,21.34,1,3.2,67.6
52,53,Florida State,13,50,1068,21.36,0,3.8,82.2
53,53,Central Michigan,14,78,1666,21.36,0,5.6,119.0
54,55,Texas,14,86,1840,21.40,1,6.1,131.4
55,56,Maryland,12,50,1071,21.42,1,4.2,89.3
56,57,Northwestern,13,64,1372,21.44,1,4.9,105.5
57,58,Ball State,12,51,1097,21.51,0,4.3,91.4
58,59,BYU,13,63,1362,21.62,1,4.8,104.8
59,60,North Texas,12,53,1149,21.68,0,4.4,95.8
60,61,Kentucky,13,51,1106,21.69,0,3.9,85.1
61,62,Pittsburgh,13,66,1434,21.73,1,5.1,110.3
62,63,Penn State,13,63,1372,21.78,0,4.8,105.5
63,64,California,13,66,1440,21.82,0,5.1,110.8
64,65,Utah State,12,40,873,21.83,1,3.3,72.8
65,66,Louisiana-Monroe,12,53,1159,21.87,2,4.4,96.6
