,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
0,1,Eastern Michigan,12,224,127,56.7,1801,8.0,16,12,137.10,18.7,150.1
1,2,Florida,14,396,208,52.5,2127,5.4,10,20,95.88,28.3,151.9
2,3,Iowa,13,383,190,49.6,1988,5.2,9,21,90.00,29.5,152.9
3,4,Army,12,258,144,55.8,1836,7.1,14,13,123.41,21.5,153.0
4,5,Air Force,13,328,189,57.6,2006,6.1,10,20,106.85,25.2,154.3
5,6,TCU,13,399,189,47.4,2073,5.2,10,14,92.26,30.7,159.5
6,7,Clemson,14,361,185,51.2,2279,6.3,20,21,110.93,25.8,162.8
7,8,South Carolina,13,349,192,55.0,2119,6.1,11,6,112.97,26.8,163.0
8,9,Vanderbilt,12,305,171,56.1,1979,6.5,13,12,116.77,25.4,164.9
9,10,Alabama,14,449,210,46.8,2324,5.2,11,24,87.65,32.1,166.0
10,11,Virginia Tech,13,367,174,47.4,2172,5.9,9,11,99.22,28.2,167.1
11,12,Tennessee,13,392,219,55.9,2201,5.6,5,10,102.15,30.2,169.3
12,13,Ohio State,13,416,226,54.3,2230,5.4,10,24,95.75,32.0,171.5
13,14,North Carolina,13,396,232,58.6,2262,5.7,10,19,105.30,30.5,174.0
14,15,Mississippi,13,396,198,50.0,2267,5.7,12,13,101.52,30.5,174.4
15,16,Utah,13,397,201,50.6,2288,5.8,12,17,100.46,30.5,176.0
16,17,Kentucky,13,336,163,48.5,2308,6.9,17,16,113.39,25.8,177.5
17,18,Nebraska,14,490,234,47.8,2504,5.1,7,20,87.24,35.0,178.9
18,19,Texas,14,460,255,55.4,2514,5.5,14,25,100.52,32.9,179.6
19,20,Oklahoma,13,434,233,53.7,2336,5.4,11,18,98.98,33.4,179.7
20,21,Boise State,14,439,241,54.9,2518,5.7,15,24,103.43,31.4,179.9
21,22,San Jose State,12,289,170,58.8,2205,7.6,13,6,133.60,24.1,183.8
22,23,Penn State,13,401,217,54.1,2400,6.0,10,14,105.64,30.8,184.6
23,23,Virginia,12,352,197,56.0,2215,6.3,10,12,111.39,29.3,184.6
24,25,South Florida,13,387,215,55.6,2422,6.3,14,13,113.35,29.8,186.3
25,26,Arizona State,12,366,194,53.0,2268,6.2,13,15,108.58,30.5,189.0
26,27,Miami (Ohio),12,318,184,57.9,2285,7.2,21,6,136.24,26.5,190.4
27,28,UCLA,13,367,215,58.6,2486,6.8,16,20,118.97,28.2,191.2
28,29,LSU,13,416,222,53.4,2525,6.1,13,13,108.42,32.0,194.2
29,30,Ohio,14,448,240,53.6,2727,6.1,17,20,108.29,32.0,194.8
30,31,Akron,12,352,214,60.8,2349,6.7,19,13,127.27,29.3,195.8
31,32,Fresno State,13,366,202,55.2,2595,7.1,24,8,132.02,28.2,199.6
32,33,Hawai'i,13,334,214,64.1,2615,7.8,16,12,138.45,25.7,201.2
33,34,Arizona,13,421,239,56.8,2620,6.2,19,12,118.23,32.4,201.5
34,35,Colorado,12,337,195,57.9,2422,7.2,19,9,131.50,28.1,201.8
35,36,New Mexico State,13,364,195,53.6,2638,7.2,18,7,126.91,28.0,202.9
36,37,Purdue,12,372,209,56.2,2439,6.6,12,12,115.45,31.0,203.3
37,38,Bowling Green,13,389,227,58.4,2652,6.8,18,9,126.26,29.9,204.0
38,39,Rutgers,13,386,216,56.0,2659,6.9,13,15,117.17,29.7,204.5
39,40,Louisiana Tech,12,368,203,55.2,2466,6.7,16,13,118.73,30.7,205.5
40,40,Northern Illinois,13,374,225,60.2,2672,7.1,18,8,131.77,28.8,205.5
41,42,Louisville,12,302,195,64.6,2472,8.2,14,10,142.00,25.2,206.0
42,43,Miami (Florida),13,380,208,54.7,2695,7.1,14,9,121.73,29.2,207.3
43,44,Oregon,13,456,254,55.7,2699,5.9,18,14,112.31,35.1,207.6
44,45,Georgia Tech,14,398,245,61.6,2921,7.3,23,12,136.25,28.4,208.6
45,46,West Virginia,13,423,224,53.0,2728,6.4,19,17,113.91,32.5,209.8
46,47,Buffalo,12,402,244,60.7,2531,6.3,12,7,119.96,33.5,210.9
47,48,USC,13,463,241,52.1,2760,6.0,12,11,105.92,35.6,212.3
48,49,Pittsburgh,13,411,234,56.9,2769,6.7,17,15,119.87,31.6,213.0
49,50,Navy,14,421,248,58.9,2983,7.1,15,13,124.01,30.1,213.1
50,51,Georgia,13,388,218,56.2,2772,7.1,25,10,132.31,29.8,213.2
51,52,Tulane,12,299,201,67.2,2579,8.6,19,5,157.30,24.9,214.9
52,53,Duke,12,341,197,57.8,2589,7.6,18,8,134.27,28.4,215.8
53,54,San Diego State,12,348,204,58.6,2598,7.5,15,11,129.23,29.0,216.5
54,55,North Texas,12,359,204,56.8,2601,7.2,16,7,128.50,29.9,216.8
55,56,Minnesota,13,401,233,58.1,2827,7.0,15,12,123.69,30.8,217.5
56,56,Wisconsin,13,385,215,55.8,2827,7.3,21,15,127.73,29.6,217.5
57,58,Auburn,13,452,253,56.0,2834,6.3,19,17,114.99,34.8,218.0
58,59,Middle Tennessee,13,440,241,54.8,2835,6.4,16,19,112.25,33.8,218.1
59,60,Arkansas State,12,366,222,60.7,2622,7.2,19,8,133.60,30.5,218.5
60,61,Wake Forest,12,367,209,56.9,2625,7.2,21,9,131.02,30.6,218.8
61,62,Kent State,12,409,232,56.7,2627,6.4,14,15,114.64,34.1,218.9
62,62,BYU,13,448,261,58.3,2846,6.4,18,14,118.64,34.5,218.9
63,64,Mississippi State,12,332,187,56.3,2640,8.0,18,17,130.78,27.7,220.0
64,65,Wyoming,13,401,257,64.1,2870,7.2,18,12,133.03,30.8,220.8
65,66,Central Michigan,14,469,273,58.2,3099,6.6,12,11,117.47,33.5,221.4
66,66,Michigan,12,364,219,60.2,2657,7.3,18,11,131.76,30.3,221.4
67,68,Northwestern,13,402,238,59.2,2884,7.2,18,17,125.78,30.9,221.8
68,69,North Carolina State,12,337,211,62.6,2666,7.9,20,8,143.90,28.1,222.2
69,70,Louisiana-Lafayette,12,336,202,60.1,2669,7.9,21,16,137.95,28.0,222.4
70,71,Boston College,13,448,277,61.8,2919,6.5,12,15,118.70,34.5,224.5
71,72,Houston,14,428,268,62.6,3146,7.4,15,11,130.79,30.6,224.7
72,73,Texas Tech,13,466,281,60.3,2933,6.3,12,10,117.38,35.8,225.6
73,74,Temple,13,420,256,61.0,2943,7.0,19,16,127.12,32.3,226.4
74,75,Baylor,12,430,268,62.3,2722,6.3,16,10,123.13,35.8,226.8
75,76,Notre Dame,12,341,198,58.1,2730,8.0,17,12,134.73,28.4,227.5
76,77,Florida State,13,342,204,59.6,2981,8.7,26,14,149.76,26.3,229.3
77,78,Cincinnati,13,420,267,63.6,2993,7.1,16,16,128.38,32.3,230.2
78,79,SMU,13,435,243,55.9,2995,6.9,20,17,121.04,33.5,230.4
79,80,Florida Atlantic,12,344,232,67.4,2791,8.1,17,5,148.99,28.7,232.6
80,81,Western Kentucky,12,307,208,67.8,2801,9.1,27,6,169.50,25.6,233.4
81,82,Ball State,12,369,239,64.8,2812,7.6,26,10,146.62,30.8,234.3
82,83,Kansas State,12,395,231,58.5,2814,7.1,25,13,132.63,32.9,234.5
83,84,Oregon State,13,446,264,59.2,3056,6.9,23,8,130.18,34.3,235.1
84,85,Syracuse,12,342,222,64.9,2822,8.3,24,9,152.12,28.5,235.2
85,86,UNLV,12,357,232,65.0,2827,7.9,21,5,148.12,29.8,235.6
86,87,Colorado State,12,382,243,63.6,2828,7.4,24,11,140.77,31.8,235.7
87,88,Connecticut,13,404,260,64.4,3067,7.6,17,12,136.08,31.1,235.9
88,89,Oklahoma State,13,504,285,56.5,3078,6.1,16,18,111.19,38.8,236.8
89,90,Louisiana-Monroe,12,424,246,58.0,2843,6.7,16,13,120.66,35.3,236.9
90,90,Marshall,13,442,257,58.1,3080,7.0,20,9,127.54,34.0,236.9
91,92,Western Michigan,12,387,229,59.2,2886,7.5,20,10,133.69,32.3,240.5
92,93,Washington,12,363,228,62.8,2888,8.0,16,8,139.78,30.3,240.7
93,94,Indiana,12,361,219,60.7,2896,8.0,21,16,138.39,30.1,241.3
94,95,Toledo,12,427,245,57.4,2897,6.8,26,12,128.84,35.6,241.4
95,96,Kansas,12,423,260,61.5,2940,7.0,17,7,129.80,35.3,245.0
96,97,Maryland,12,358,218,60.9,2946,8.2,21,10,143.78,29.8,245.5
97,98,UTEP,12,401,247,61.6,2953,7.4,25,11,138.54,33.4,246.1
98,99,Arkansas,13,404,239,59.2,3230,8.0,22,13,137.85,31.1,248.5
99,100,Illinois,12,373,229,61.4,2986,8.0,19,5,142.76,31.1,248.8
100,101,Utah State,12,392,214,54.6,2995,7.6,28,12,136.22,32.7,249.6
101,102,Tulsa,12,392,227,57.9,3000,7.7,23,9,136.97,32.7,250.0
102,103,Iowa State,13,434,269,62.0,3252,7.5,23,15,135.50,33.4,250.2
103,104,Missouri,13,475,305,64.2,3269,6.9,20,8,132.55,36.5,251.5
104,105,New Mexico,12,364,229,62.9,3040,8.4,29,7,155.51,30.3,253.3
105,106,Texas A&M,13,449,277,61.7,3311,7.4,22,12,134.45,34.5,254.7
106,107,East Carolina,14,535,326,60.9,3612,6.8,24,17,126.09,38.2,258.0
107,108,Florida International,12,376,230,61.2,3105,8.3,20,10,142.77,31.3,258.8
108,109,Southern Mississippi,13,480,297,61.9,3394,7.1,21,12,130.72,36.9,261.1
109,110,Stanford,13,455,286,62.9,3442,7.6,23,8,139.57,35.0,264.8
110,111,California,13,454,289,63.7,3459,7.6,20,11,137.35,34.9,266.1
111,112,Michigan State,13,481,293,60.9,3479,7.2,32,6,141.14,37.0,267.6
112,113,UCF,13,455,281,61.8,3481,7.7,20,12,135.27,35.0,267.8
113,114,Rice,12,361,240,66.5,3281,9.1,28,6,165.10,30.1,273.4
114,115,Washington State,12,388,259,66.8,3307,8.5,21,10,151.05,32.3,275.6
115,116,Idaho,13,441,292,66.2,3615,8.2,34,7,157.33,33.9,278.1
116,117,Memphis,12,382,233,61.0,3401,8.9,29,9,156.13,31.8,283.4
117,118,Troy,13,507,313,61.7,3728,7.4,29,10,138.45,39.0,286.8
118,119,Nevada,13,431,265,61.5,3871,9.0,33,8,158.49,33.2,297.8
119,120,UAB,12,445,289,64.9,3716,8.4,27,11,150.17,37.1,309.7
