,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Oregon,13,55,55,100.0,4.2,4.2
1,1,Fresno State,13,55,55,100.0,4.2,4.2
2,1,Auburn,13,54,54,100.0,4.2,4.2
3,1,Stanford,13,53,53,100.0,4.1,4.1
4,1,Texas A&M,13,51,51,100.0,3.9,3.9
5,1,Miami (Florida),13,50,50,100.0,3.8,3.8
6,1,Virginia Tech,13,48,48,100.0,3.7,3.7
7,1,Connecticut,13,47,47,100.0,3.6,3.6
8,1,Navy,14,49,49,100.0,3.5,3.5
9,1,Penn State,13,46,46,100.0,3.5,3.5
10,1,Oklahoma State,13,46,46,100.0,3.5,3.5
11,1,Wake Forest,12,40,40,100.0,3.3,3.3
12,1,USC,13,42,42,100.0,3.2,3.2
13,1,East Carolina,14,44,44,100.0,3.1,3.1
14,1,UNLV,12,37,37,100.0,3.1,3.1
15,1,Missouri,13,39,39,100.0,3.0,3.0
16,1,Rutgers,13,39,39,100.0,3.0,3.0
17,1,Mississippi State,12,35,35,100.0,2.9,2.9
18,1,Washington,12,35,35,100.0,2.9,2.9
19,1,Indiana,12,34,34,100.0,2.8,2.8
20,1,Florida International,12,33,33,100.0,2.8,2.8
21,1,Duke,12,33,33,100.0,2.8,2.8
22,1,Nebraska,14,38,38,100.0,2.7,2.7
23,1,Marshall,13,34,34,100.0,2.6,2.6
24,1,Akron,12,30,30,100.0,2.5,2.5
25,1,Minnesota,13,31,31,100.0,2.4,2.4
26,1,Maryland,12,26,26,100.0,2.2,2.2
27,1,Western Kentucky,12,25,25,100.0,2.1,2.1
28,1,Virginia,12,23,23,100.0,1.9,1.9
29,1,Vanderbilt,12,20,20,100.0,1.7,1.7
30,31,Texas,14,67,66,98.5,4.8,4.7
31,32,Texas Tech,13,61,60,98.4,4.7,4.6
32,33,Georgia Tech,14,60,59,98.3,4.3,4.2
33,34,Troy,13,53,52,98.1,4.1,4.0
34,35,Idaho,13,51,50,98.0,3.9,3.8
35,35,Middle Tennessee,13,51,50,98.0,3.9,3.8
36,37,North Carolina State,12,47,46,97.9,3.9,3.8
37,37,SMU,13,48,47,97.9,3.7,3.6
38,37,Tennessee,13,47,46,97.9,3.6,3.5
39,40,California,13,46,45,97.8,3.5,3.5
40,40,Michigan State,13,45,44,97.8,3.5,3.4
41,42,Michigan,12,44,43,97.7,3.7,3.6
42,42,Louisiana Tech,12,43,42,97.7,3.6,3.5
43,42,Utah,13,44,43,97.7,3.4,3.3
44,42,South Florida,13,43,42,97.7,3.3,3.2
45,42,Georgia,13,43,42,97.7,3.3,3.2
46,42,Ohio State,13,43,42,97.7,3.3,3.2
47,48,Utah State,12,41,40,97.6,3.4,3.3
