,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Akron,12,17,8,47.1,1.4,0.7
1,2,Nebraska,14,24,12,50.0,1.7,0.9
2,3,Syracuse,12,17,9,52.9,1.4,0.8
3,4,Fresno State,13,24,13,54.2,1.8,1.0
4,5,SMU,13,18,10,55.6,1.4,0.8
5,6,Army,12,16,9,56.3,1.3,0.8
6,7,New Mexico State,13,23,13,56.5,1.8,1.0
7,8,Florida State,13,14,8,57.1,1.1,0.6
8,9,UTEP,12,19,11,57.9,1.6,0.9
9,10,Boise State,14,12,7,58.3,0.9,0.5
10,11,Idaho,13,17,10,58.8,1.3,0.8
11,11,Ohio State,13,17,10,58.8,1.3,0.8
12,11,Arkansas State,12,17,10,58.8,1.4,0.8
13,14,Northern Illinois,13,22,13,59.1,1.7,1.0
14,15,Oklahoma State,13,20,12,60.0,1.5,0.9
15,15,East Carolina,14,25,15,60.0,1.8,1.1
16,17,Auburn,13,23,14,60.9,1.8,1.1
17,18,Iowa,13,21,13,61.9,1.6,1.0
18,18,UCLA,13,21,13,61.9,1.6,1.0
19,18,San Jose State,12,21,13,61.9,1.8,1.1
20,21,Marshall,13,16,10,62.5,1.2,0.8
21,21,Middle Tennessee,13,24,15,62.5,1.8,1.2
22,23,Houston,14,19,12,63.2,1.4,0.9
23,23,New Mexico,12,19,12,63.2,1.6,1.0
24,25,Rutgers,13,14,9,64.3,1.1,0.7
25,25,Central Michigan,14,28,18,64.3,2.0,1.3
26,27,Indiana,12,17,11,64.7,1.4,0.9
27,28,BYU,13,20,13,65.0,1.5,1.0
28,28,UCF,13,20,13,65.0,1.5,1.0
29,30,Miami (Ohio),12,15,10,66.7,1.3,0.8
30,30,Ball State,12,21,14,66.7,1.8,1.2
31,30,Florida International,12,21,14,66.7,1.8,1.2
32,30,Western Michigan,12,24,16,66.7,2.0,1.3
33,30,Georgia Tech,14,27,18,66.7,1.9,1.3
34,35,Michigan State,13,25,17,68.0,1.9,1.3
35,35,Arizona State,12,25,17,68.0,2.1,1.4
36,37,Illinois,12,22,15,68.2,1.8,1.3
37,38,West Virginia,13,35,24,68.6,2.7,1.8
38,39,Kentucky,13,16,11,68.8,1.2,0.8
39,39,Northwestern,13,16,11,68.8,1.2,0.8
40,39,North Carolina State,12,16,11,68.8,1.3,0.9
41,39,Louisiana-Monroe,12,16,11,68.8,1.3,0.9
42,43,Bowling Green,13,13,9,69.2,1.0,0.7
43,43,TCU,13,13,9,69.2,1.0,0.7
44,43,Eastern Michigan,12,13,9,69.2,1.1,0.8
45,43,Navy,14,26,18,69.2,1.9,1.3
46,47,Texas Tech,13,23,16,69.6,1.8,1.2
47,47,South Florida,13,23,16,69.6,1.8,1.2
48,47,South Carolina,13,23,16,69.6,1.8,1.2
49,50,Alabama,14,17,12,70.6,1.2,0.9
50,50,Hawai'i,13,17,12,70.6,1.3,0.9
51,50,Pittsburgh,13,17,12,70.6,1.3,0.9
52,50,Toledo,12,17,12,70.6,1.4,1.0
53,50,Western Kentucky,12,17,12,70.6,1.4,1.0
54,55,Minnesota,13,24,17,70.8,1.8,1.3
55,55,Colorado,12,24,17,70.8,2.0,1.4
56,57,Oregon State,13,7,5,71.4,0.5,0.4
57,57,Texas,14,21,15,71.4,1.5,1.1
58,57,Tulane,12,21,15,71.4,1.8,1.3
59,60,Mississippi,13,25,18,72.0,1.9,1.4
60,61,Air Force,13,18,13,72.2,1.4,1.0
61,61,Penn State,13,18,13,72.2,1.4,1.0
62,63,Kent State,12,22,16,72.7,1.8,1.3
63,63,Purdue,12,22,16,72.7,1.8,1.3
64,65,Iowa State,13,15,11,73.3,1.2,0.8
65,65,Rice,12,15,11,73.3,1.3,0.9
66,65,Virginia,12,30,22,73.3,2.5,1.8
67,68,Connecticut,13,19,14,73.7,1.5,1.1
68,68,Troy,13,19,14,73.7,1.5,1.1
69,68,Louisiana-Lafayette,12,19,14,73.7,1.6,1.2
70,68,Notre Dame,12,19,14,73.7,1.6,1.2
71,72,Ohio,14,23,17,73.9,1.6,1.2
72,72,Buffalo,12,23,17,73.9,1.9,1.4
73,74,San Diego State,12,27,20,74.1,2.3,1.7
74,75,Utah State,12,12,9,75.0,1.0,0.8
75,75,Oklahoma,13,16,12,75.0,1.2,0.9
76,75,Mississippi State,12,16,12,75.0,1.3,1.0
77,75,Baylor,12,28,21,75.0,2.3,1.8
78,79,Nevada,13,13,10,76.9,1.0,0.8
79,79,Kansas State,12,13,10,76.9,1.1,0.8
80,81,Miami (Florida),13,31,24,77.4,2.4,1.8
81,82,UNLV,12,18,14,77.8,1.5,1.2
82,82,Wake Forest,12,18,14,77.8,1.5,1.2
83,82,Arkansas,13,27,21,77.8,2.1,1.6
84,85,Arizona,13,23,18,78.3,1.8,1.4
85,85,Maryland,12,23,18,78.3,1.9,1.5
86,87,Michigan,12,24,19,79.2,2.0,1.6
87,87,Louisiana Tech,12,24,19,79.2,2.0,1.6
88,89,Wyoming,13,20,16,80.0,1.5,1.2
89,89,Boston College,13,25,20,80.0,1.9,1.5
90,91,LSU,13,31,25,80.6,2.4,1.9
91,92,Tulsa,12,26,21,80.8,2.2,1.8
92,93,Florida,14,21,17,81.0,1.5,1.2
93,93,California,13,21,17,81.0,1.6,1.3
94,95,Stanford,13,16,13,81.3,1.2,1.0
95,95,UAB,12,16,13,81.3,1.3,1.1
96,97,Oregon,13,27,22,81.5,2.1,1.7
97,98,Utah,13,17,14,82.4,1.3,1.1
98,98,Washington State,12,17,14,82.4,1.4,1.2
99,100,Clemson,14,23,19,82.6,1.6,1.4
100,100,Temple,13,23,19,82.6,1.8,1.5
101,102,Texas A&M,13,18,15,83.3,1.4,1.2
102,102,Wisconsin,13,18,15,83.3,1.4,1.2
103,102,USC,13,18,15,83.3,1.4,1.2
104,105,Colorado State,12,13,11,84.6,1.1,0.9
105,105,North Carolina,13,26,22,84.6,2.0,1.7
106,107,Tennessee,13,33,28,84.8,2.5,2.2
107,108,Georgia,13,20,17,85.0,1.5,1.3
108,108,Louisville,12,20,17,85.0,1.7,1.4
109,110,Southern Mississippi,13,21,18,85.7,1.6,1.4
110,111,Cincinnati,13,16,14,87.5,1.2,1.1
111,112,Washington,12,25,22,88.0,2.1,1.8
112,113,Kansas,12,18,16,88.9,1.5,1.3
113,113,Duke,12,18,16,88.9,1.5,1.3
114,115,North Texas,12,19,17,89.5,1.6,1.4
115,116,Virginia Tech,13,23,21,91.3,1.8,1.6
116,117,Florida Atlantic,12,16,15,93.8,1.3,1.3
117,118,Memphis,12,18,17,94.4,1.5,1.4
118,119,Missouri,13,19,18,94.7,1.5,1.4
119,120,Vanderbilt,12,17,17,100.0,1.4,1.4
