,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
72,73,Michigan State,13,23,182,7.91,0,1.8,14.0
73,74,South Carolina,13,23,181,7.87,0,1.8,13.9
74,75,Miami (Ohio),12,19,149,7.84,0,1.6,12.4
75,76,Pittsburgh,13,22,169,7.68,0,1.7,13.0
76,77,Stanford,13,30,229,7.63,1,2.3,17.6
77,78,Florida,14,40,300,7.50,1,2.9,21.4
78,78,Iowa,13,30,225,7.50,1,2.3,17.3
79,78,Western Kentucky,12,8,60,7.50,0,0.7,5.0
80,81,Western Michigan,12,23,172,7.48,0,1.9,14.3
81,82,Wisconsin,13,24,175,7.29,3,1.8,13.5
82,83,Kansas,12,24,171,7.13,0,2.0,14.3
83,84,Houston,14,17,120,7.06,0,1.2,8.6
84,85,Syracuse,12,21,145,6.90,0,1.8,12.1
85,86,Washington State,12,9,62,6.89,0,0.8,5.2
86,87,Navy,14,16,109,6.81,1,1.1,7.8
87,88,UNLV,12,9,59,6.56,0,0.8,4.9
88,89,Hawai'i,13,23,150,6.52,0,1.8,11.5
89,90,Middle Tennessee,13,24,155,6.46,1,1.8,11.9
90,91,Akron,12,19,122,6.42,1,1.6,10.2
91,92,South Florida,13,19,121,6.37,0,1.5,9.3
92,93,Virginia,12,30,189,6.30,1,2.5,15.8
93,93,Northwestern,13,20,126,6.30,0,1.5,9.7
94,95,BYU,13,28,174,6.21,0,2.2,13.4
95,96,Duke,12,19,117,6.16,0,1.6,9.8
96,97,Utah State,12,22,135,6.14,0,1.8,11.3
97,98,Texas A&M,13,26,158,6.08,0,2.0,12.2
98,99,Iowa State,13,27,164,6.07,0,2.1,12.6
99,100,North Texas,12,11,65,5.91,0,0.9,5.4
100,101,Maryland,12,28,164,5.86,0,2.3,13.7
101,101,Rutgers,13,21,123,5.86,1,1.6,9.5
102,103,Buffalo,12,19,110,5.79,0,1.6,9.2
103,104,Tulane,12,9,52,5.78,0,0.8,4.3
104,105,Army,12,26,139,5.35,0,2.2,11.6
105,106,Wake Forest,12,12,64,5.33,0,1.0,5.3
106,107,Penn State,13,29,144,4.97,0,2.2,11.1
107,108,Eastern Michigan,12,15,74,4.93,0,1.3,6.2
108,109,Vanderbilt,12,31,149,4.81,0,2.6,12.4
109,110,Florida Atlantic,12,21,100,4.76,0,1.8,8.3
110,111,UAB,12,13,59,4.54,0,1.1,4.9
111,112,Louisiana-Monroe,12,24,108,4.50,0,2.0,9.0
112,113,Auburn,13,24,107,4.46,0,1.8,8.2
113,114,Illinois,12,12,50,4.17,0,1.0,4.2
114,115,New Mexico,12,19,68,3.58,0,1.6,5.7
115,116,Troy,13,30,106,3.53,0,2.3,8.2
116,117,Colorado,12,30,100,3.33,0,2.5,8.3
117,118,Memphis,12,20,60,3.00,0,1.7,5.0
118,119,San Jose State,12,15,26,1.73,0,1.3,2.2
119,120,Nevada,13,18,3,0.17,0,1.4,0.2
