,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
31,32,Tulsa,12,389,228,58.6,3112,8.0,25,10,141.88,32.4,259.3
32,33,Central Michigan,14,478,329,68.8,3577,7.5,28,9,147.25,34.1,255.5
33,34,Purdue,12,449,272,60.6,3063,6.8,23,14,128.54,37.4,255.3
34,35,Indiana,12,440,272,61.8,2976,6.8,17,15,124.57,36.7,248.0
35,36,Utah State,12,376,218,58.0,2961,7.9,19,4,138.67,31.3,246.8
36,37,Baylor,12,431,267,61.9,2908,6.7,13,16,121.15,35.9,242.3
37,38,Buffalo,12,402,228,56.7,2903,7.2,21,15,127.16,33.5,241.9
38,39,Penn State,13,397,241,60.7,3083,7.8,25,10,141.68,30.5,237.2
39,40,Washington,12,397,231,58.2,2838,7.1,21,11,130.16,33.1,236.5
40,41,Florida,14,364,249,68.4,3305,9.1,28,5,167.31,26.0,236.1
41,42,Middle Tennessee,13,436,238,54.6,3064,7.0,25,15,125.67,33.5,235.7
42,43,Southern Mississippi,13,391,242,61.9,3055,7.8,27,6,147.24,30.1,235.0
43,44,Utah,13,405,245,60.5,2980,7.4,19,9,133.34,31.2,229.2
44,45,Colorado,12,473,250,52.9,2717,5.7,18,18,106.05,39.4,226.4
45,46,Tennessee,13,401,233,58.1,2942,7.3,28,14,135.80,30.8,226.3
46,47,South Carolina,13,440,244,55.5,2940,6.7,18,10,120.54,33.8,226.2
47,48,Arizona,13,484,301,62.2,2926,6.0,20,12,121.65,37.2,225.1
48,49,Louisiana-Lafayette,12,406,240,59.1,2698,6.6,14,8,122.37,33.8,224.8
49,50,UNLV,12,417,248,59.5,2693,6.5,17,14,120.46,34.8,224.4
50,51,North Texas,12,413,277,67.1,2681,6.5,15,17,125.36,34.4,223.4
51,52,UCLA,13,436,244,56.0,2896,6.6,10,12,113.82,33.5,222.8
52,53,California,13,393,214,54.5,2895,7.4,18,8,127.36,30.2,222.7
53,54,USC,13,379,228,60.2,2890,7.6,16,15,130.22,29.2,222.3
54,55,Iowa,13,392,213,54.3,2887,7.4,19,20,122.01,30.2,222.1
55,56,Auburn,13,364,218,59.9,2857,7.8,25,9,143.53,28.0,219.8
56,57,Mississippi,13,377,205,54.4,2844,7.5,22,21,125.87,29.0,218.8
57,58,East Carolina,14,452,265,58.6,3043,6.7,15,12,120.82,32.3,217.4
58,59,TCU,13,326,202,62.0,2823,8.7,24,8,154.08,25.1,217.2
59,60,Florida International,12,433,231,53.3,2600,6.0,14,12,108.92,36.1,216.7
60,61,Connecticut,13,375,214,57.1,2815,7.5,16,13,127.28,28.8,216.5
61,62,Arizona State,12,419,225,53.7,2582,6.2,17,12,113.12,34.9,215.2
62,63,New Mexico,12,470,268,57.0,2581,5.5,13,15,105.89,39.2,215.1
63,64,Memphis,12,402,239,59.5,2572,6.4,13,15,116.40,33.5,214.3
64,65,Wisconsin,13,340,218,64.1,2770,8.1,16,12,141.02,26.2,213.1
65,65,Kent State,12,393,217,55.2,2557,6.5,16,16,115.16,32.8,213.1
66,67,Pittsburgh,13,338,219,64.8,2747,8.1,23,8,150.79,26.0,211.3
67,68,UCF,13,379,223,58.8,2734,7.2,21,13,130.87,29.2,210.3
68,69,Maryland,12,392,226,57.7,2520,6.4,12,10,116.65,32.7,210.0
69,70,Stanford,13,313,174,55.6,2722,8.7,14,6,139.57,24.1,209.4
70,71,Louisville,12,365,205,56.2,2507,6.9,9,11,115.96,30.4,208.9
71,72,Louisiana-Monroe,12,329,185,56.2,2501,7.6,18,20,125.98,27.4,208.4
72,73,San Jose State,12,403,240,59.6,2488,6.2,13,15,114.62,33.6,207.3
73,74,Tulane,12,373,234,62.7,2486,6.7,13,14,122.72,31.1,207.2
74,75,Minnesota,13,385,199,51.7,2691,7.0,15,16,114.96,29.6,207.0
75,76,Colorado State,12,324,180,55.6,2479,7.7,17,15,127.89,27.0,206.6
76,77,Marshall,13,404,233,57.7,2683,6.6,14,13,118.44,31.1,206.4
77,78,Syracuse,12,354,229,64.7,2446,6.9,16,15,129.18,29.5,203.8
78,79,Fresno State,13,321,194,60.4,2621,8.2,21,11,143.77,24.7,201.6
79,80,Georgia,13,346,190,54.9,2615,7.6,24,17,131.46,26.6,201.2
80,81,Michigan,12,329,189,57.4,2380,7.2,15,15,124.14,27.4,198.3
81,82,Ohio,14,402,228,56.7,2774,6.9,23,13,127.09,28.7,198.1
82,83,UAB,12,291,169,58.1,2352,8.1,22,8,145.42,24.3,196.0
83,84,Rice,12,452,248,54.9,2344,5.2,14,17,101.13,37.7,195.3
84,85,South Florida,13,297,168,56.6,2531,8.5,20,12,142.29,22.8,194.7
85,86,Arkansas State,12,330,192,58.2,2323,7.0,10,12,120.04,27.5,193.6
86,87,Illinois,12,330,184,55.8,2317,7.0,15,12,122.47,27.5,193.1
87,88,Clemson,14,390,220,56.4,2688,6.9,23,13,127.09,27.9,192.0
88,89,Rutgers,13,327,165,50.5,2495,7.6,15,10,123.57,25.2,191.9
89,90,West Virginia,13,347,220,63.4,2484,7.2,12,10,129.19,26.7,191.1
90,91,Louisiana Tech,12,320,188,58.8,2257,7.1,19,5,134.47,26.7,188.1
91,92,Alabama,14,346,212,61.3,2631,7.6,17,5,138.46,24.7,187.9
92,93,Boston College,13,350,176,50.3,2423,6.9,21,18,117.95,26.9,186.4
93,94,Iowa State,13,381,221,58.0,2403,6.3,17,17,116.79,29.3,184.8
94,95,Virginia Tech,13,249,137,55.0,2391,9.6,14,5,150.21,19.2,183.9
95,96,Akron,12,342,190,55.6,2190,6.4,12,13,113.33,28.5,182.5
96,97,LSU,13,336,198,58.9,2363,7.0,19,8,131.91,25.8,181.8
97,98,Oregon,13,338,197,58.3,2344,6.9,16,7,128.01,26.0,180.3
98,99,Oklahoma State,13,336,196,58.3,2333,6.9,20,14,127.96,25.8,179.5
99,100,Washington State,12,372,195,52.4,2115,5.7,11,16,101.33,31.0,176.3
100,101,Nebraska,14,364,210,57.7,2460,6.8,16,12,122.38,26.0,175.7
101,102,North Carolina,13,368,220,59.8,2274,6.2,14,17,114.99,28.3,174.9
102,103,Wyoming,13,410,225,54.9,2252,5.5,11,7,106.46,31.5,173.2
103,104,Ohio State,13,315,173,54.9,2250,7.1,19,11,127.85,24.2,173.1
104,105,Virginia,12,363,189,52.1,2046,5.6,8,8,102.27,30.3,170.5
105,106,Kansas State,12,298,175,58.7,2033,6.8,7,8,118.41,24.8,169.4
106,107,Nevada,13,293,170,58.0,2089,7.1,21,6,137.46,22.5,160.7
107,108,Eastern Michigan,12,327,175,53.5,1825,5.6,9,16,99.69,27.3,152.1
108,109,Northern Illinois,13,274,168,61.3,1950,7.1,14,8,132.11,21.1,150.0
109,110,Western Kentucky,12,313,181,57.8,1775,5.7,11,12,109.40,26.1,147.9
110,111,Vanderbilt,12,352,170,48.3,1766,5.0,6,10,90.39,29.3,147.2
111,112,Temple,13,280,133,47.5,1904,6.8,13,14,109.94,21.5,146.5
112,113,Mississippi State,12,265,152,57.4,1717,6.5,9,17,110.16,22.1,143.1
113,114,Kentucky,13,326,180,55.2,1824,5.6,13,11,108.63,25.1,140.3
114,115,Ball State,12,313,160,51.1,1613,5.2,9,14,94.95,26.1,134.4
115,116,Georgia Tech,14,168,78,46.4,1774,10.6,11,6,149.60,12.0,126.7
116,117,Air Force,13,153,77,50.3,1149,7.5,8,3,126.75,11.8,88.4
117,118,New Mexico State,13,269,133,49.4,1141,4.2,6,18,79.05,20.7,87.8
118,119,Navy,14,110,58,52.7,1058,9.6,6,4,144.25,7.9,75.6
119,120,Army,12,161,73,45.3,861,5.3,5,5,94.30,13.4,71.8
