,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Missouri,13,27,26,96.3,2.1,2.0
1,2,Auburn,13,16,15,93.8,1.2,1.2
2,2,Fresno State,13,16,15,93.8,1.2,1.2
3,4,Tulsa,12,14,13,92.9,1.2,1.1
4,4,Boston College,13,14,13,92.9,1.1,1.0
5,6,Georgia,13,22,20,90.9,1.7,1.5
6,7,UCLA,13,31,28,90.3,2.4,2.2
7,8,Virginia,12,19,17,89.5,1.6,1.4
8,9,Texas,14,27,24,88.9,1.9,1.7
9,10,Marshall,13,17,15,88.2,1.3,1.2
10,11,Miami (Florida),13,16,14,87.5,1.2,1.1
11,12,Michigan State,13,23,20,87.0,1.8,1.5
12,12,Virginia Tech,13,23,20,87.0,1.8,1.5
13,14,West Virginia,13,15,13,86.7,1.2,1.0
14,15,Notre Dame,12,22,19,86.4,1.8,1.6
15,16,Nebraska,14,28,24,85.7,2.0,1.7
16,16,Washington,12,21,18,85.7,1.8,1.5
17,18,LSU,13,20,17,85.0,1.5,1.3
18,18,South Carolina,13,20,17,85.0,1.5,1.3
19,20,North Carolina,13,25,21,84.0,1.9,1.6
20,21,Alabama,14,36,30,83.3,2.6,2.1
21,21,TCU,13,18,15,83.3,1.4,1.2
22,21,North Carolina State,12,12,10,83.3,1.0,0.8
23,24,Ball State,12,23,19,82.6,1.9,1.6
24,25,Middle Tennessee,13,22,18,81.8,1.7,1.4
25,26,Oregon State,13,27,22,81.5,2.1,1.7
26,27,Utah,13,26,21,80.8,2.0,1.6
27,28,Houston,14,25,20,80.0,1.8,1.4
28,28,Oregon,13,20,16,80.0,1.5,1.2
29,30,Duke,12,24,19,79.2,2.0,1.6
30,31,Arkansas State,12,19,15,78.9,1.6,1.3
31,32,Texas Tech,13,14,11,78.6,1.1,0.8
32,33,Troy,13,23,18,78.3,1.8,1.4
33,34,Arizona,13,22,17,77.3,1.7,1.3
34,35,Pittsburgh,13,30,23,76.7,2.3,1.8
35,36,Minnesota,13,17,13,76.5,1.3,1.0
36,37,Vanderbilt,12,21,16,76.2,1.8,1.3
37,37,Mississippi State,12,21,16,76.2,1.8,1.3
38,37,Wyoming,13,21,16,76.2,1.6,1.2
39,40,Northern Illinois,13,25,19,76.0,1.9,1.5
40,41,Army,12,24,18,75.0,2.0,1.5
41,41,Mississippi,13,20,15,75.0,1.5,1.2
